treatment_id,drug_name,cohens_d,p_value,n_del,n_intact,median_sens_del,median_sens_intact,fdr
BRD:BRD-K74759733-065-01-4,,-0.1597,0.329334631984479,159,261,0.1033,0.0758,0.8692950218332163
BRD:BRD-K74763371-002-04-0,,-0.0264,0.9670623147857863,162,274,0.0065,-0.0048,0.9953495554585865
BRD:BRD-K74765201-001-16-7,,-0.3407,0.0013190215584610652,162,274,-0.2532,-0.1189,0.3317094956278012
BRD:BRD-K74913225-001-12-4,,-0.0406,0.5512221499330532,158,268,-0.2586,-0.2334,0.9303406055149213
BRD:BRD-K74965187-001-01-3,,-0.1413,0.18668814395202082,146,225,-0.0647,-0.0161,0.7767707052397648
BRD:BRD-K74990253-001-02-8,,-0.0775,0.5454166911695939,160,275,0.2487,0.2458,0.9266950540585799
BRD:BRD-K75009076-001-02-1,,-0.0316,0.7882267325606849,150,258,-0.131,-0.146,0.9711720684083319
BRD:BRD-K75016267-001-02-9,,-0.0159,0.6811128597232661,207,391,-0.2161,-0.2056,0.9506236510750731
BRD:BRD-K75024268-001-01-0,,0.0922,0.5860051470974205,160,272,0.2621,0.2808,0.9329961501918992
BRD:BRD-K75037734-003-13-9,,0.0015,0.7832119597232636,156,253,0.0075,0.0186,0.9702892657487834
BRD:BRD-K75052463-001-01-4,,-0.0407,0.71720856116981,146,225,0.1536,0.1577,0.9545154224405397
BRD:BRD-K75080769-001-01-6,,-0.0132,0.8472848449698779,160,275,-0.1059,-0.0849,0.9827577890921543
BRD:BRD-K75089421-003-24-5,,0.0833,0.3182389606832856,160,269,0.0935,0.0365,0.8668892278248116
BRD:BRD-K75114721-304-02-6,,0.025,0.38671885421744423,207,392,0.0262,-0.0157,0.8889305931741535
BRD:BRD-K75167327-001-01-6,,-0.0511,0.7605817530926429,146,225,0.1276,0.1453,0.9653912209020974
BRD:BRD-K75250001-001-01-3,,-0.0204,0.9977847728286685,160,274,-0.1682,-0.1545,0.9999938904068869
BRD:BRD-K75254015-001-01-9,,0.1824,0.0812331529261598,146,225,0.285,0.2589,0.673041513931646
BRD:BRD-K75282704-001-02-4,,-0.0598,0.642759415053717,161,271,0.229,0.2461,0.9453138419762234
BRD:BRD-K75282878-300-05-3,,-0.0018,0.5682138036047182,207,392,0.0237,-0.0088,0.9329961501918992
BRD:BRD-K75295174-001-05-0,,0.0697,0.5938085458427803,159,266,-0.1864,-0.1582,0.9329961501918992
BRD:BRD-K75308783-001-07-0,,0.083,0.1723619096902299,161,269,-0.4123,-0.4797,0.7699587939451719
BRD:BRD-K75349868-001-03-9,,0.0677,0.3528215635243036,207,392,0.0564,0.0167,0.8805440381323428
BRD:BRD-K75352575-001-01-3,,-0.1764,0.03135455551085616,160,273,-2.1787,-1.8191,0.614264563602898
BRD:BRD-K75360161-001-18-0,,-0.2206,0.04401868865126422,161,272,-0.2812,-0.2226,0.624767010070697
BRD:BRD-K75373031-001-01-7,,-0.1763,0.20061157485853875,146,225,0.0665,0.0941,0.7882880950386032
BRD:BRD-K75385383-001-01-5,,-0.0069,0.997354973566184,159,261,-0.0503,-0.0568,0.9997106983339812
BRD:BRD-K75410565-001-02-9,,-0.0342,0.8830089039198391,146,225,0.1732,0.1531,0.9870938244593582
BRD:BRD-K75445017-001-01-1,,0.0222,0.8365080112413938,159,261,0.061,0.0387,0.9796170860282993
BRD:BRD-K75466013-001-14-4,,-0.0557,0.4085730532001436,160,271,0.2181,0.2534,0.8913309589768633
BRD:BRD-K75478907-001-02-3,,0.0375,0.6120100805897914,160,273,0.2759,0.2512,0.9346603638138195
BRD:BRD-K75506300-001-01-6,,0.0578,0.591438888805373,161,272,0.0159,-0.0037,0.9329961501918992
BRD:BRD-K75516118-001-03-3,,-0.0608,0.6657368994142439,160,269,0.0757,0.0724,0.9480017880698177
BRD:BRD-K75527158-360-04-9,,-0.1347,0.2630132049228807,150,258,-0.0824,-0.0346,0.8349035894501562
BRD:BRD-K75528696-001-01-2,,-0.1515,0.07656858202690493,146,226,-0.1494,-0.069,0.6674531395370543
BRD:BRD-K75608666-001-08-3,,-0.1526,0.045279675507354546,158,268,0.0145,0.109,0.627133380478412
BRD:BRD-K75615183-300-03-9,,-0.0481,0.7778725291877333,160,272,0.3132,0.3,0.9694850354597484
BRD:BRD-K75641298-003-25-0,,-0.0371,0.576813397810958,162,274,-0.1207,-0.0786,0.9329961501918992
BRD:BRD-K75649340-001-13-1,,-0.0993,0.35111164491832014,162,274,-0.3972,-0.316,0.8784259649946182
BRD:BRD-K75664313-001-02-6,,0.081,0.22045885760270234,146,225,0.323,0.2649,0.8004896487285288
BRD:BRD-K75699339-057-08-1,,-0.0127,0.752756652036787,162,274,0.1259,0.1461,0.9624461305683909
BRD:BRD-K75748943-300-02-9,,0.2005,0.09955483125040394,207,392,-0.0732,-0.1564,0.7085655927268777
BRD:BRD-K75844781-003-08-0,,0.1294,0.1028914682380983,160,269,0.1396,0.0355,0.715812571041688
BRD:BRD-K75855670-001-14-2,,-0.0224,0.8384404833391292,160,272,0.2825,0.2569,0.9796170860282993
BRD:BRD-K75868704-001-05-3,,-0.0033,0.7895232558300133,160,273,0.1419,0.1077,0.9711720684083319
BRD:BRD-K75911534-001-01-6,,-0.1587,0.23861527592387743,160,269,0.2663,0.2586,0.8162205156287797
BRD:BRD-K75923785-003-02-1,,-0.0487,0.6275806630572819,158,268,-0.0423,0.0142,0.9420942450459833
BRD:BRD-K75940276-001-04-9,,-0.0255,0.9562506768876017,207,392,0.0541,0.0506,0.9942277839682396
BRD:BRD-K75956464-237-01-5,,-0.0193,0.8382941531032562,160,273,0.2647,0.2392,0.9796170860282993
BRD:BRD-K75958195-037-09-4,,0.0632,0.24426740665070368,160,273,-0.1959,-0.2368,0.8235231832960666
BRD:BRD-K75958547-238-01-0,,-0.2502,0.013222485263187074,160,274,-1.1323,-0.4817,0.5244579789804245
BRD:BRD-K75958547-238-04-9,,-0.2177,0.011979430036637291,206,393,-1.9038,-1.5133,0.5244579789804245
BRD:BRD-K75989555-001-02-9,,0.0847,0.7541583071294337,208,394,0.0193,0.0279,0.9624461305683909
BRD:BRD-K76011241-001-01-8,,-0.0456,0.9762285631265998,161,272,-0.1291,-0.1434,0.9968230441881646
BRD:BRD-K76022557-003-02-7,,-0.041,0.9656378925516532,160,269,-0.0137,-0.0206,0.9953495554585865
BRD:BRD-K76037122-001-02-5,,-0.0399,0.8119382380455047,162,274,-0.4346,-0.3986,0.9762395974438651
BRD:BRD-K76064317-001-07-3,,-0.144,0.3663009531613961,160,273,0.0859,0.1316,0.8844891436578519
BRD:BRD-K76139886-003-01-3,,-0.0187,0.6892684219968934,146,225,0.1733,0.1632,0.9513793443728615
BRD:BRD-K76180386-001-01-6,,0.3561,0.0010266623055681027,160,273,0.1316,0.0063,0.31686532067306444
BRD:BRD-K76204040-001-03-8,,-0.192,0.09994999663312522,159,261,0.0506,0.1226,0.7085655927268777
BRD:BRD-K76205745-237-16-5,,-0.0715,0.32901465289394405,159,269,-0.1367,-0.1133,0.8692950218332163
BRD:BRD-K76205745-237-22-9,,-0.0311,0.8044273162055654,208,394,-0.1162,-0.0835,0.9755423248858348
BRD:BRD-K76210423-001-01-6,,0.03,0.5698780943054704,158,268,-0.2435,-0.318,0.9329961501918992
BRD:BRD-K76239644-001-01-8,,0.0046,0.9996825944635669,160,273,-0.4169,-0.4966,1.0
BRD:BRD-K76244476-362-02-5,,-0.0293,0.6639026714793677,146,225,0.1748,0.1673,0.9480017880698177
BRD:BRD-K76259716-019-01-1,,-0.0751,0.4994648600943513,146,225,-4.0054,-3.9878,0.9109230190815593
BRD:BRD-K76304753-003-20-3,,-0.1069,0.2612812647965638,153,264,-0.4623,-0.3686,0.8338404661244238
BRD:BRD-K76304753-003-21-1,,0.0969,0.39567126040155487,150,258,-0.0953,-0.099,0.8889305931741535
BRD:BRD-K76315403-015-02-5,,0.0662,0.40723809087602314,159,261,0.1144,0.088,0.8909141064986349
BRD:BRD-K76365178-001-01-5,,-0.027,0.9822115517931674,146,225,0.1343,0.1057,0.9978663531723784
BRD:BRD-K76381435-001-08-6,,-0.0493,0.5865963119995292,153,265,-0.1792,-0.1422,0.9329961501918992
BRD:BRD-K76406695-001-02-9,,0.2335,0.013510814014143068,161,272,0.0433,-0.1013,0.5244579789804245
BRD:BRD-K76452401-001-03-6,,0.0626,0.33972362435485937,161,272,0.0096,-0.0478,0.873902786158258
BRD:BRD-K76534306-001-22-7,,-0.1224,0.17790175692044574,161,272,-0.2116,-0.1634,0.7719857179720939
BRD:BRD-K76568384-001-02-2,,0.015,0.565319616844381,160,272,0.1162,0.0566,0.9329961501918992
BRD:BRD-K76592088-001-02-1,,-0.0915,0.3096723428171494,160,275,0.0893,0.116,0.8602849902771086
BRD:BRD-K76594255-001-01-6,,0.0498,0.4530241443897356,158,261,0.1194,0.0918,0.9014767234795572
BRD:BRD-K76600340-045-04-9,,-0.0596,0.7747885734074275,161,271,0.2502,0.2418,0.9694738239320765
BRD:BRD-K76606751-001-01-7,,-0.1186,0.2516263175548472,160,275,-0.0124,0.0349,0.8276312913543763
BRD:BRD-K76609936-001-08-4,,-0.0834,0.7476655500239735,157,267,0.0293,0.0463,0.9610641689179622
BRD:BRD-K76614248-001-01-2,,-0.0794,0.36933878005709675,158,261,0.0332,0.0706,0.8850915916995977
BRD:BRD-K76617868-003-11-9,,-0.0502,0.5238088199811628,162,274,0.1815,0.2196,0.9179252913019658
BRD:BRD-K76634210-001-12-1,,-0.0451,0.591638320491557,158,261,-0.0821,-0.0684,0.9329961501918992
BRD:BRD-K76634210-001-14-7,,-0.0411,0.8028847734235849,153,265,-0.5119,-0.5113,0.9750260328731628
BRD:BRD-K76674262-001-03-3,,-0.09,0.3168927431101838,162,274,-4.2469,-4.1352,0.8651796243337949
BRD:BRD-K76677554-003-02-1,,-0.0966,0.427849912712186,160,275,0.0351,0.0697,0.8947799399501454
BRD:BRD-K76687997-003-07-9,,-0.0423,0.329976428276457,205,384,0.1261,0.1543,0.8697618190384397
BRD:BRD-K76694128-001-05-0,,-0.0424,0.7344729199153139,146,226,-5.2563,-5.2381,0.9578129712746608
BRD:BRD-K76703230-004-03-3,,-0.0784,0.3554290609672701,160,273,-3.5853,-3.5247,0.8814329159853047
BRD:BRD-K76703230-004-04-1,,-0.1214,0.2869078876390767,160,272,-3.3807,-3.2203,0.852200870651414
BRD:BRD-K76713213-001-02-1,,-0.1245,0.20475584342783026,158,261,-0.2448,-0.2023,0.7931585519988668
BRD:BRD-K76719364-001-02-5,,-0.0652,0.32538754732171804,158,261,-0.1268,-0.1068,0.8692950218332163
BRD:BRD-K76725781-001-02-9,,-0.1107,0.137630659667435,207,392,-0.09,-0.0651,0.7497127982425101
BRD:BRD-K76775527-001-30-2,,0.1062,0.26320685771028174,162,274,-0.0961,-0.1208,0.8349035894501562
BRD:BRD-K76788410-001-01-6,,-0.0097,0.9143780408425735,146,225,-0.0034,-0.011,0.9900649210308277
BRD:BRD-K76792630-001-01-2,,-0.0336,0.3690279753404717,146,225,-1.0261,-0.8925,0.8850915916995977
BRD:BRD-K76805682-001-15-9,,0.0128,0.8884649663225056,161,272,-0.1457,-0.1699,0.9875879724926749
BRD:BRD-K76810206-001-07-3,,-0.099,0.30476603780663303,160,269,0.0623,0.0759,0.8598571231999333
BRD:BRD-K76810206-001-08-1,,-0.0258,0.9940051182538853,160,275,0.0872,0.0695,0.9987118604533709
BRD:BRD-K76811153-003-01-3,,-0.0035,0.5832257544472448,158,268,0.1043,0.1014,0.9329961501918992
BRD:BRD-K76812510-236-14-8,,-0.006,0.8483357922423689,160,269,0.038,0.0465,0.9828903017082028
BRD:BRD-K76819217-001-02-2,,0.1521,0.09823958888684975,146,226,-0.531,-0.6556,0.7044871450438293
BRD:BRD-K76840893-003-02-5,,-0.0145,0.8939830419235532,160,273,0.0298,0.0597,0.9892676809800303
BRD:BRD-K76841105-001-04-7,,-0.0856,0.4057473703498031,160,269,0.0002,0.0277,0.8909141064986349
BRD:BRD-K76845197-001-05-4,,-0.0362,0.41398121243581476,161,271,0.3863,0.4054,0.8927231439185629
BRD:BRD-K76890464-001-02-3,,-0.0668,0.6531276032506129,160,271,0.0402,0.0313,0.9453138419762234
BRD:BRD-K76894955-001-02-1,,0.0254,0.8923856448349612,207,392,0.1493,0.1481,0.9892676809800303
BRD:BRD-K76908866-001-07-6,,0.0517,0.4381015514411788,160,274,-0.1367,-0.1899,0.8971369407592136
BRD:BRD-K76911699-003-03-9,,0.0251,0.41060016967790836,206,393,-0.0242,-0.0748,0.8920553219313901
BRD:BRD-K76927775-001-11-8,,0.0072,0.9036914225429868,159,261,0.0108,0.0092,0.9900649210308277
BRD:BRD-K76953762-001-08-5,,-0.056,0.49140899257682014,160,269,0.0871,0.1131,0.907378047870014
BRD:BRD-K76973696-001-12-6,,-0.046,0.494014868293955,160,271,-0.1033,-0.0506,0.9082576338837111
BRD:BRD-K76989898-001-02-9,,0.1154,0.2922282506073133,207,392,-0.0669,-0.0859,0.8552714748377833
BRD:BRD-K77008974-001-03-2,,-0.1723,0.1657825924140811,160,271,0.2428,0.2874,0.7580792308814568
BRD:BRD-K77012840-300-01-6,,-0.0778,0.6487559396823483,160,273,0.0051,0.042,0.9453138419762234
BRD:BRD-K77038618-356-01-3,,-0.1485,0.09657868535487807,159,261,0.075,0.1076,0.7021084299353556
BRD:BRD-K77060810-001-01-5,,0.1981,0.06026480970147969,160,273,0.2074,0.1574,0.6363888924930748
BRD:BRD-K77070363-001-01-5,,-0.1,0.319336922475004,146,226,0.183,0.2165,0.8668892278248116
BRD:BRD-K77073709-435-01-2,,-0.004,0.7371353211348903,159,261,0.0987,0.111,0.9581553863214697
BRD:BRD-K77087341-001-02-4,,-0.1132,0.3131386884886602,146,226,0.3431,0.3414,0.8627015016625914
BRD:BRD-K77115421-001-02-6,,-0.0707,0.3764920383297651,159,272,0.0602,0.0894,0.887517737380489
BRD:BRD-K77139516-001-02-2,,0.0601,0.5314562817581345,146,225,0.2124,0.1886,0.9218111126299802
BRD:BRD-K77171813-034-01-8,,0.1231,0.16461547191906678,160,272,-0.0084,-0.1003,0.7580792308814568
BRD:BRD-K77175907-001-08-0,,-0.0469,0.9702502946062126,159,261,-0.0138,-0.005,0.9953495554585865
BRD:BRD-K77185060-001-08-9,,-0.2966,0.0004689680918364151,205,384,-2.3082,-2.0544,0.2894812130517508
BRD:BRD-K77220725-003-01-5,,-0.0328,0.9498260001975048,146,225,0.1275,0.128,0.9934255300895037
BRD:BRD-K77245796-003-01-6,,-0.1823,0.051381598787393394,158,268,-0.796,-0.7308,0.6271797463553042
BRD:BRD-K77251551-304-02-9,,-0.1666,0.04247228151539547,162,274,-0.1238,-0.0138,0.6216917025936698
BRD:BRD-K77258318-001-04-6,,-0.0357,0.3461734058942654,160,272,0.2502,0.2881,0.877493965785386
BRD:BRD-K77286328-001-03-7,,-0.0427,0.2822482459106339,208,393,-1.6378,-1.5034,0.8505100430928594
BRD:BRD-K77300776-001-02-5,,0.0936,0.38582462415716656,158,268,0.0035,0.0096,0.8889305931741535
BRD:BRD-K77320845-001-01-2,,-0.0899,0.5004480456771698,159,261,-0.0833,-0.0451,0.9109349557160419
BRD:BRD-K77345217-001-05-0,,-0.0002,0.6828654644419577,158,268,-0.4713,-0.4833,0.951056024870055
BRD:BRD-K77396579-300-01-0,,-0.0469,0.7149829644705386,160,269,0.1591,0.1615,0.9545154224405397
BRD:BRD-K77428767-001-01-7,,0.1825,0.05657929616968001,158,261,0.0009,-0.0452,0.6313943439382389
BRD:BRD-K77432251-001-01-2,,0.1056,0.47089445139654507,159,261,-0.0725,-0.1031,0.9044487510828714
BRD:BRD-K77474816-003-15-9,,0.0691,0.891600674388695,207,392,-0.129,-0.0768,0.9892311848523974
BRD:BRD-K77484724-001-02-0,,-0.2654,0.007930832279374573,153,265,-0.1879,-0.1253,0.5046353252671404
BRD:BRD-K77547509-001-03-3,,0.1157,0.37700325120915323,146,225,0.129,0.0833,0.887517737380489
BRD:BRD-K77552740-004-01-0,,0.0394,0.8181746571921734,160,269,-0.1216,-0.1746,0.9762395974438651
BRD:BRD-K77554836-001-11-6,,-0.0715,0.8050272085102095,150,258,-0.2843,-0.3259,0.975747009243899
BRD:BRD-K77554836-001-14-0,,-0.0829,0.3835971386124114,158,268,-0.1053,-0.0525,0.8889305931741535
BRD:BRD-K77561571-001-01-1,,-0.0676,0.3914846588345309,162,274,0.0382,0.0427,0.8889305931741535
BRD:BRD-K77564118-001-03-1,,0.0721,0.5099810499663133,159,261,0.1134,0.0757,0.9136892800497427
BRD:BRD-K77597856-003-02-5,,0.0553,0.9179371818179992,160,273,0.0723,0.0775,0.9900649210308277
BRD:BRD-K77625799-001-07-7,,0.0573,0.3486791265221626,162,274,-0.1767,-0.2923,0.877493965785386
BRD:BRD-K77627880-001-04-0,,0.1035,0.23595997336261243,161,272,0.1159,0.0292,0.8144489374975833
BRD:BRD-K77634909-001-03-5,,0.0742,0.765419129073331,161,272,-0.0742,-0.0676,0.9674286288266923
BRD:BRD-K77638923-001-02-0,,-0.1158,0.24339098705547602,153,265,-3.5274,-3.442,0.8226106531143266
BRD:BRD-K77641333-003-27-1,,-0.1693,0.07038579963879665,162,274,-0.018,0.0611,0.6533459705182413
BRD:BRD-K77677632-003-02-6,,0.0214,0.9380629141957654,160,269,-0.4072,-0.3772,0.9928820916017232
BRD:BRD-K77685957-300-09-1,,-0.0144,0.8148164425476792,158,268,-1.285,-1.2632,0.9762395974438651
BRD:BRD-K77695569-001-30-0,,0.0189,0.899543061269867,162,274,0.0866,0.0718,0.9893008045651196
BRD:BRD-K77756533-001-01-4,,-0.0194,0.9917276835522957,146,226,0.3894,0.3812,0.9983132905153197
BRD:BRD-K77758223-300-02-9,,-0.0155,0.6572646020574007,208,393,-0.3125,-0.3511,0.9453138419762234
BRD:BRD-K77771411-003-10-7,,-0.0244,0.8043056952224068,160,272,0.1371,0.1205,0.9755423248858348
BRD:BRD-K77791657-001-01-1,,0.089,0.3415759096816978,160,275,0.2568,0.1548,0.8755380999391198
BRD:BRD-K77791657-003-01-7,,0.1128,0.17644662160192548,150,258,0.1435,-0.017,0.7719857179720939
BRD:BRD-K77793136-003-03-0,,-0.069,0.7760783177828319,160,273,-0.4041,-0.3983,0.9694738239320765
BRD:BRD-K77817104-001-02-9,,0.0695,0.9385281519654616,208,394,-0.0256,-0.0125,0.9928820916017232
BRD:BRD-K77821588-364-01-2,,0.0309,0.9379865023932307,158,268,0.2234,0.2194,0.9928820916017232
BRD:BRD-K77841042-001-14-1,,-0.146,0.11646233847336922,160,269,-3.9178,-3.7892,0.7342425981747234
BRD:BRD-K77867004-001-02-7,,-0.1684,0.2545807631810627,162,274,0.0393,0.0354,0.8292692096700569
BRD:BRD-K77897005-001-02-9,,0.0866,0.44278233986388116,208,394,0.0375,0.0086,0.8990706003815052
BRD:BRD-K77908580-001-09-6,,0.0607,0.36143429177606634,160,274,-1.7388,-1.9297,0.883915821681412
BRD:BRD-K77911775-003-01-8,,-0.0582,0.6711123946944275,146,225,0.1754,0.1881,0.9483565369355178
BRD:BRD-K77915400-001-01-6,,0.0932,0.2991061445892864,207,392,0.0943,0.0448,0.8580188938577333
BRD:BRD-K77925998-050-14-3,,0.0246,0.6298923924500823,161,269,-0.0609,-0.1215,0.9420942450459833
BRD:BRD-K77943374-001-02-8,,-0.0643,0.18381306324209468,160,275,-0.1302,-0.0602,0.7742925792594567
BRD:BRD-K77947974-001-16-3,,0.1147,0.17375624307946447,159,269,-0.3082,-0.3807,0.7719857179720939
BRD:BRD-K77950083-001-03-3,,-0.0584,0.6036627272242849,160,273,-0.2465,-0.2092,0.9345313955643193
BRD:BRD-K77951111-001-05-9,,0.0994,0.16352923396043606,208,393,-0.1392,-0.1763,0.7580792308814568
BRD:BRD-K77987382-001-13-2,,0.1056,0.25458219893608236,160,275,-1.2234,-1.4397,0.8292692096700569
BRD:BRD-K77987496-011-01-9,,-0.1373,0.21289630727595277,146,226,0.1963,0.2191,0.7965655096586408
BRD:BRD-K78010432-001-21-5,,-0.0198,0.9041805710841783,160,269,-0.0154,-0.0146,0.9900649210308277
BRD:BRD-K78055238-001-01-8,,-0.0933,0.45515328295050284,160,269,-0.2098,-0.1,0.9014767234795572
BRD:BRD-K78061844-050-01-9,,0.1034,0.2069921876497779,160,275,-0.0168,-0.0736,0.7931585519988668
BRD:BRD-K78086729-001-02-7,,-0.0695,0.402054563634207,160,275,-0.3462,-0.3267,0.8889305931741535
BRD:BRD-K78092779-001-01-6,,0.0837,0.3312367137407083,146,225,0.282,0.2558,0.8706916052147196
BRD:BRD-K78096648-001-05-7,,0.1287,0.2520267248722746,160,269,-0.0455,-0.1337,0.8276312913543763
BRD:BRD-K78097265-001-02-9,,-0.0336,0.6058033026649459,207,392,0.0614,0.0704,0.9346603638138195
BRD:BRD-K78113049-001-16-2,,0.1802,0.05733518497353389,160,269,-0.0131,-0.0817,0.6333645525867627
BRD:BRD-K78118466-001-03-3,,-0.1554,0.1599791327670398,162,274,0.1959,0.2313,0.758030922182973
BRD:BRD-K78122587-300-02-7,,0.0201,0.8713781417168395,160,273,0.1215,0.1603,0.9852119206041248
BRD:BRD-K78126613-001-28-5,,0.1192,0.2112284380495293,162,274,0.0776,-0.0586,0.7952524709201358
BRD:BRD-K78161388-001-01-2,,0.1672,0.18801424849090653,146,225,-0.0942,-0.1347,0.7776896966668025
BRD:BRD-K78177893-001-02-4,,-0.0847,0.4110693071160909,161,272,-3.9017,-3.7849,0.8920553219313901
BRD:BRD-K78294846-001-12-4,,-0.1305,0.30792574923571125,160,273,0.1855,0.2339,0.8598571231999333
BRD:BRD-K78299798-001-02-2,,-0.0249,0.9685849721988536,160,273,0.2654,0.2581,0.9953495554585865
BRD:BRD-K78303961-001-02-3,,-0.0605,0.5192097436551898,162,274,0.1203,0.1369,0.9159350894826549
BRD:BRD-K78318619-001-02-7,,-0.043,0.5805786800471289,162,274,-0.5106,-0.4738,0.9329961501918992
BRD:BRD-K78321730-001-13-9,,-0.1413,0.0669753206008361,207,391,-0.0858,-0.0379,0.6515221015468153
BRD:BRD-K78342372-001-02-4,,0.0903,0.3575038437981135,160,273,-0.2494,-0.297,0.8836734981394943
BRD:BRD-K78352627-001-01-8,,-0.0443,0.5691848638962116,146,226,0.1962,0.2058,0.9329961501918992
BRD:BRD-K78364995-236-18-3,,-0.0009,0.8267237941076905,207,391,0.0005,-0.0247,0.9785086552788488
BRD:BRD-K78373679-001-03-7,,0.2613,0.01793862350695428,146,225,-0.0136,-0.0635,0.5535915287649616
BRD:BRD-K78431006-001-10-2,,-0.0208,0.6805225379632711,162,274,-0.1671,-0.1035,0.9506236510750731
BRD:BRD-K78455053-001-01-2,,0.0574,0.30182920275650915,160,275,0.0579,-0.0194,0.8598571231999333
BRD:BRD-K78485176-001-07-8,,0.1063,0.4705131922019212,162,274,0.1115,0.0794,0.9044487510828714
BRD:BRD-K78496197-001-03-9,,0.0187,0.9225422089006727,161,271,-0.1452,-0.1251,0.9911771766934693
BRD:BRD-K78513633-001-15-7,,0.0506,0.9086469602318927,160,269,0.0781,0.0766,0.9900649210308277
BRD:BRD-K78567475-001-01-4,,0.0482,0.5574653403220184,160,269,-2.4836,-2.4992,0.9329961501918992
BRD:BRD-K78627070-001-01-5,,-0.0443,0.20082194232977935,146,226,-0.0445,0.0163,0.7882880950386032
BRD:BRD-K78633253-001-10-3,,-0.0403,0.668788817137502,160,271,-0.1637,-0.1477,0.9480017880698177
BRD:BRD-K78637815-001-02-2,,0.1544,0.1362783650947805,160,273,0.2727,0.2231,0.7497127982425101
BRD:BRD-K78643075-001-11-6,,0.0655,0.303663332293186,161,272,0.1174,0.055,0.8598571231999333
BRD:BRD-K78659596-001-03-9,,-0.0176,0.7234146938408932,160,269,-4.4346,-4.3213,0.9570618450154166
BRD:BRD-K78666663-001-01-6,,-0.0985,0.3891894263920387,158,261,0.0162,0.0392,0.8889305931741535
BRD:BRD-K78666826-003-01-6,,-0.112,0.3308917077024285,161,271,0.124,0.1879,0.8706916052147196
BRD:BRD-K78692225-001-24-5,,0.1796,0.041136665610938164,157,264,0.2709,0.1819,0.6157644673119234
BRD:BRD-K78720403-001-01-6,,-0.0234,0.875765910804587,160,273,0.143,0.1498,0.9858585436509096
BRD:BRD-K78781788-003-01-9,,0.096,0.34100308056782536,160,269,-0.0122,-0.0621,0.8748428844030641
BRD:BRD-K78789465-001-01-6,,-0.0661,0.7733580707764395,158,268,-0.1587,-0.1703,0.9691827743502455
BRD:BRD-K78789465-001-02-4,,-0.0953,0.600251784618388,161,272,-0.0847,-0.0693,0.933767200825081
BRD:BRD-K78809024-001-05-7,,-0.0688,0.604155280871,160,275,0.0048,-0.037,0.9345313955643193
BRD:BRD-K78815826-001-14-6,,-0.1609,0.09292211358989974,161,272,-0.1806,-0.1102,0.6941449160493829
BRD:BRD-K78841970-001-13-8,,0.1038,0.3828330218631013,159,261,-0.1152,-0.1271,0.8886746382039322
BRD:BRD-K78844995-001-02-6,,0.1629,0.07108651880038927,160,269,0.1602,0.0969,0.6543566797065838
BRD:BRD-K78941306-001-02-4,,-0.074,0.5460668471817076,162,274,0.3255,0.3114,0.9266950540585799
BRD:BRD-K78959463-001-13-2,,-0.0182,0.8069307347006522,160,269,-0.0274,-0.0221,0.9757741786371151
BRD:BRD-K78960041-001-03-2,,-0.0688,0.2712702702168779,150,258,-1.2784,-1.08,0.8437542767417685
BRD:BRD-K78960041-001-05-7,,0.111,0.39907044195514374,150,258,-0.4037,-0.4978,0.8889305931741535
BRD:BRD-K78973789-001-02-9,,-0.0196,0.46956173113569244,208,393,0.1543,0.1842,0.9044487510828714
BRD:BRD-K78978711-003-01-3,,0.066,0.3498085371255495,146,225,-0.2904,-0.3291,0.877493965785386
BRD:BRD-K79090631-001-22-3,,0.0256,0.8278082755419046,146,225,-4.7795,-4.6847,0.9785086552788488
BRD:BRD-K79092138-001-11-0,,-0.2336,0.05374993126340395,153,265,-0.2815,-0.2609,0.6271797463553042
BRD:BRD-K79095980-001-09-6,,-0.0208,0.8445823037676751,162,273,0.1402,0.1225,0.9819293058210032
BRD:BRD-K79102359-003-01-6,,-0.0242,0.8728341827598829,162,274,-0.0777,-0.0674,0.9852119206041248
BRD:BRD-K79116891-003-15-1,,0.1089,0.20266162137971133,160,272,0.1904,0.1704,0.7908462121656552
BRD:BRD-K79124250-001-08-9,,-0.1223,0.1778847624218941,160,275,0.1144,0.1535,0.7719857179720939
BRD:BRD-K79131256-001-17-9,,0.0913,0.5639920282180984,162,274,-2.0492,-2.1329,0.9329961501918992
BRD:BRD-K79132813-001-09-0,,-0.0544,0.5513535488353525,161,269,-0.4078,-0.3681,0.9303406055149213
BRD:BRD-K79145628-001-05-5,,-0.0338,0.7325632693277859,160,273,-0.0134,-0.0128,0.9578129712746608
BRD:BRD-K79145749-003-02-2,,0.0339,0.8382953786854954,158,268,0.0297,0.0363,0.9796170860282993
BRD:BRD-K79239947-001-06-8,,-0.0262,0.32288090812760095,160,273,0.0791,0.2312,0.8681881394541402
BRD:BRD-K79254416-001-22-6,,-0.2064,0.0591612198605162,160,270,-1.1043,-1.0109,0.6346432362179916
BRD:BRD-K79259477-001-04-9,,0.2748,0.005948651609612147,160,274,0.0109,-0.1648,0.5046353252671404
BRD:BRD-K79277568-003-04-7,,-0.0651,0.5270139942833405,150,258,-0.0677,-0.0269,0.9196288951415543
BRD:BRD-K79294107-300-02-9,,0.0241,0.1196466272569384,208,393,0.0098,-0.0744,0.7359595843721807
BRD:BRD-K79315489-001-07-8,,-0.1431,0.15519064979303887,150,258,-0.045,0.0402,0.7548470884342712
