cancer_type,gene,cohens_d,p_value,n_altered,n_wt,median_dep_altered,median_dep_wt,fdr,is_nrf2_pathway,is_priority
Pan-cancer (pooled),HACD3,0.1585,0.20932216171032703,46,796,-0.0273,-0.0434,0.7938569546590257,False,False
Pan-cancer (pooled),PROX1,0.1586,0.26747015994658396,46,796,-0.0194,-0.0359,0.8290517384430051,False,False
Pan-cancer (pooled),PABPN1L,0.1586,0.3751118428904825,46,796,0.1137,0.108,0.8759135646193367,False,False
Pan-cancer (pooled),VMAC,0.1586,0.1443060653067957,46,796,-0.0091,-0.0477,0.7451608324685891,False,False
Pan-cancer (pooled),UGT1A3,0.1587,0.3949705293170731,41,773,-0.0594,-0.0882,0.8816592097184526,False,False
Pan-cancer (pooled),LIFR,0.1587,0.3638052867839985,46,796,0.0029,-0.0211,0.871878187292686,False,False
Pan-cancer (pooled),INPPL1,0.1587,0.14706808341942496,46,796,-0.0177,-0.0505,0.7472592246510935,False,False
Pan-cancer (pooled),DRD1,0.1588,0.4355700707558683,46,796,0.0863,0.072,0.8919775209118369,False,False
Pan-cancer (pooled),OMG,0.1588,0.33805336885040627,46,796,0.0111,0.0104,0.858848357601852,False,False
Pan-cancer (pooled),HACD2,0.1589,0.3757836280018171,46,796,-0.0132,-0.0337,0.8759135646193367,False,False
Pan-cancer (pooled),SDK2,0.159,0.4015092822599884,46,796,-0.0993,-0.1074,0.8821961634764598,False,False
Pan-cancer (pooled),CFAP53,0.159,0.687794193917191,46,796,0.0994,0.1084,0.9581135558677091,False,False
Pan-cancer (pooled),SH3GLB2,0.1592,0.5563450887466166,46,796,-0.0428,-0.0528,0.9300659776128949,False,False
Pan-cancer (pooled),KIAA0825,0.1593,0.3761197989627495,46,796,0.0519,0.0379,0.8759135646193367,False,False
Pan-cancer (pooled),PHLDB1,0.1593,0.18241045156204583,46,796,0.0555,0.0265,0.7778363393481674,False,False
Pan-cancer (pooled),PPP1R15A,0.1593,0.29272239131121547,46,796,-0.069,-0.1063,0.839067282816667,False,False
Pan-cancer (pooled),GIT2,0.1594,0.5372609441384424,46,796,-0.0491,-0.0615,0.9249760911518397,False,False
Pan-cancer (pooled),KIAA1671,0.1595,0.16792993711294457,46,796,0.0286,0.008,0.7683469513580529,False,False
Pan-cancer (pooled),RANBP1,0.1595,0.20239412638311283,46,796,-0.3604,-0.425,0.788468080477483,False,False
Pan-cancer (pooled),SNRPD3,0.1595,0.3886895155347867,17,210,-5.6179,-5.5614,0.8809945182849581,False,False
Pan-cancer (pooled),HTR2C,0.1596,0.27370652393525763,46,796,0.0359,0.0283,0.8295861529214172,False,False
Pan-cancer (pooled),CHODL,0.1596,0.30933029275504664,46,796,-0.0084,-0.0279,0.8466633679375236,False,False
Pan-cancer (pooled),COL9A3,0.1596,0.18946256579684684,46,796,-0.0731,-0.097,0.782236534032526,False,False
Pan-cancer (pooled),RIPOR2,0.1596,0.2232159654315844,46,796,-0.0656,-0.0783,0.8045446640698763,False,False
Pan-cancer (pooled),ARPC2,0.1597,0.3556291312343971,46,796,-0.3532,-0.3724,0.8687369012577266,False,False
Pan-cancer (pooled),SPATS2L,0.1598,0.22369019311774074,46,796,0.0634,0.0481,0.8045446640698763,False,False
Pan-cancer (pooled),SHTN1,0.1599,0.25347346990919106,46,796,0.1241,0.102,0.8204030304948926,False,False
Pan-cancer (pooled),ATRX,0.1599,0.23701483341458207,46,796,-0.1145,-0.1631,0.8122922358480258,False,False
Pan-cancer (pooled),TMEM201,0.1599,0.17595274973768926,46,796,-0.1712,-0.1895,0.7757582383935349,False,False
Pan-cancer (pooled),SLC16A3,0.1599,0.15962906203805372,46,796,-0.1422,-0.1627,0.7612523168628567,False,False
Pan-cancer (pooled),SLC2A11,0.1599,0.4712403264446313,46,796,0.0043,-0.0027,0.9056418452361862,False,False
Pan-cancer (pooled),MESP1,0.1599,0.29415480563213314,46,796,0.0647,0.0177,0.839067282816667,False,False
Pan-cancer (pooled),PRKG1,0.16,0.3063724569074753,46,796,0.0158,0.0123,0.8443843413476697,False,False
Pan-cancer (pooled),TSEN2,0.16,0.4750866045010085,46,796,-0.6359,-0.6468,0.9060601898859373,False,False
Pan-cancer (pooled),ACY1,0.1601,0.12561002932464405,46,796,0.0744,0.0501,0.7348587043396597,False,False
Pan-cancer (pooled),NALCN,0.1601,0.12762377663345012,46,796,0.1029,0.083,0.7348587043396597,False,False
Pan-cancer (pooled),AIPL1,0.1601,0.5384954642055273,46,796,-0.062,-0.0749,0.9255906986837912,False,False
Pan-cancer (pooled),CLEC2L,0.1602,0.2106826800030619,46,796,0.0533,0.0371,0.7946468521529034,False,False
Pan-cancer (pooled),BOLL,0.1603,0.3983675348400797,46,796,0.0685,0.0619,0.8816592097184526,False,False
Pan-cancer (pooled),YOD1,0.1603,0.33273569858200125,46,796,-0.0385,-0.0561,0.856672751121064,False,False
Pan-cancer (pooled),ZMYND11,0.1603,0.23283773468369418,46,796,0.0502,0.0298,0.8117856155188258,False,False
Pan-cancer (pooled),PGAM5,0.1604,0.25166369790358845,46,796,-0.0256,-0.0421,0.8194702706545842,False,False
Pan-cancer (pooled),TMED1,0.1604,0.4043143934356124,46,796,-0.0727,-0.0886,0.8821961634764598,False,False
Pan-cancer (pooled),CORIN,0.1604,0.4008098339409055,46,796,0.1081,0.0836,0.8821961634764598,False,False
Pan-cancer (pooled),TNFRSF10C,0.1605,0.27234240877136984,46,796,0.0496,0.0397,0.8290517384430051,False,False
Pan-cancer (pooled),FBXO7,0.1605,0.43593724964495284,46,796,-0.0422,-0.0533,0.8919775209118369,False,False
Pan-cancer (pooled),CALCB,0.1605,0.5634806535713535,46,796,-0.1392,-0.1282,0.9319962733316058,False,False
Pan-cancer (pooled),TMEM213,0.1606,0.3150020008229323,46,796,0.0201,0.0109,0.8486471343217364,False,False
Pan-cancer (pooled),TUBA8,0.1606,0.3764561554895882,46,796,-0.0469,-0.0584,0.8760482668804697,False,False
Pan-cancer (pooled),PIGZ,0.1606,0.19671359517976528,46,796,0.0561,0.0404,0.7850489007163653,False,False
Pan-cancer (pooled),TMED2,0.1607,0.19692989545603767,46,796,-0.5937,-0.6764,0.7850489007163653,False,False
Pan-cancer (pooled),HS3ST3A1,0.1607,0.46702933459419604,46,796,-0.0019,-0.0075,0.9043523756596684,False,False
Pan-cancer (pooled),PPFIBP2,0.1607,0.23234976611492886,46,796,0.0415,0.0325,0.8108726462060702,False,False
Pan-cancer (pooled),GAD2,0.1607,0.330561855159471,46,796,0.1834,0.1726,0.8556813375002851,False,False
Pan-cancer (pooled),UGT1A5,0.1607,0.3117101033575532,46,796,0.0599,0.0274,0.8477986193979036,False,False
Pan-cancer (pooled),NCR1,0.161,0.22655069382767945,46,796,0.0318,0.0164,0.8075011555209844,False,False
Pan-cancer (pooled),ZNF221,0.161,0.2480712388063796,46,796,0.1958,0.1888,0.8182185048725319,False,False
Pan-cancer (pooled),SLC25A32,0.161,0.41815634615719977,46,796,0.0486,0.0319,0.8868079766936428,False,False
Pan-cancer (pooled),CACUL1,0.161,0.5530024918915861,46,796,0.0629,0.0511,0.9297638929628208,False,False
Pan-cancer (pooled),NR2C2AP,0.161,0.24325338470520197,46,796,-0.3304,-0.4107,0.8179977162761192,False,False
Pan-cancer (pooled),PPP6C,0.1611,0.2748011731468363,46,796,-0.5551,-0.6286,0.8306458804485151,False,False
Pan-cancer (pooled),TMEM276,0.1611,0.2508962576856474,46,776,-0.1775,-0.2157,0.8194573399929587,False,False
Pan-cancer (pooled),FBLN2,0.1612,0.19779683804430392,46,796,0.0381,0.0215,0.7855218622454159,False,False
Pan-cancer (pooled),STARD4,0.1612,0.18799447553367932,46,796,0.0247,0.0073,0.7817553202213366,False,False
Pan-cancer (pooled),IL17C,0.1612,0.4789500491659412,46,796,-0.0403,-0.0526,0.9080200181427883,False,False
Pan-cancer (pooled),FMOD,0.1613,0.24832664678580774,46,796,0.1122,0.1084,0.8182185048725319,False,False
Pan-cancer (pooled),CDK12,0.1614,0.27234240877136984,46,796,-0.3752,-0.4044,0.8290517384430051,False,False
Pan-cancer (pooled),SLC16A8,0.1615,0.43593724964495284,46,796,-0.0207,-0.0363,0.8919775209118369,False,False
Pan-cancer (pooled),RETREG1,0.1615,0.23430600087678521,46,796,0.1032,0.0803,0.8122213515081044,False,False
Pan-cancer (pooled),OR5AS1,0.1615,0.37154731726637014,41,773,-0.0238,-0.0483,0.8745869027787903,False,False
Pan-cancer (pooled),CCDC59,0.1615,0.34853078874284693,46,796,-0.6554,-0.6964,0.8630319795027387,False,False
Pan-cancer (pooled),RAB35,0.1615,0.12331733688106379,46,796,-0.0537,-0.0997,0.7304274157108649,False,False
Pan-cancer (pooled),ARPC5L,0.1616,0.3849252916915583,46,796,-0.0021,-0.0004,0.8792478223339276,False,False
Pan-cancer (pooled),ZNF24,0.1616,0.20483307926277805,46,796,-0.0922,-0.1332,0.7895333004908014,False,False
Pan-cancer (pooled),HPCAL1,0.1616,0.6713495442476051,46,796,-0.0624,-0.0547,0.9549674823918978,False,False
Pan-cancer (pooled),SLC45A4,0.1617,0.18200176569399362,46,796,0.0744,0.0571,0.7778363393481674,False,False
Pan-cancer (pooled),RNF114,0.1617,0.25712015210264205,46,796,-0.0614,-0.0791,0.8224703070999031,False,False
Pan-cancer (pooled),TLE5,0.1618,0.21968217507136212,46,796,-0.1077,-0.1309,0.8021016251689257,False,False
Pan-cancer (pooled),GABARAPL1,0.1618,0.3598661642413761,46,796,0.0311,0.0118,0.8701132943651719,False,False
Pan-cancer (pooled),EQTN,0.1618,0.28143180842284554,46,796,0.24,0.2281,0.8341080589801725,False,False
Pan-cancer (pooled),EXOC5,0.1619,0.11562157482754805,46,796,-0.4375,-0.5153,0.726497007090074,False,False
Pan-cancer (pooled),APH1A,0.1619,0.19456015514107428,46,796,-0.1272,-0.1581,0.7848955481315771,False,False
Pan-cancer (pooled),ACVR2A,0.162,0.2912946678535815,46,796,-0.0266,-0.0515,0.839067282816667,False,False
Pan-cancer (pooled),EEF1AKMT4,0.162,0.0830889299012631,46,796,-0.0205,-0.051,0.6796841250271662,False,False
Pan-cancer (pooled),CRYGN,0.1621,0.45489864836078475,46,796,-0.0229,-0.0245,0.8977825240747545,False,False
Pan-cancer (pooled),LRRC58,0.1621,0.3488514743982962,46,796,-0.0125,-0.0278,0.8630319795027387,False,False
Pan-cancer (pooled),RALGAPB,0.1621,0.3671084059055242,46,796,-0.0277,-0.0178,0.8733512760429476,False,False
Pan-cancer (pooled),FAM53A,0.1621,0.12591821499347172,46,796,0.0023,-0.0534,0.7348587043396597,False,False
Pan-cancer (pooled),MTUS2,0.1622,0.3440608717994098,46,796,0.1359,0.1262,0.8602001522915808,False,False
Pan-cancer (pooled),NXPE4,0.1622,0.20041441424515194,46,796,0.0807,0.0653,0.7875575890662294,False,False
Pan-cancer (pooled),DIS3,0.1622,0.4537705676156495,46,796,-0.7462,-0.7751,0.8977825240747545,False,False
Pan-cancer (pooled),CBFB,0.1622,0.39109460456251377,46,796,-0.122,-0.1524,0.8811053341387655,False,False
Pan-cancer (pooled),SYNE1,0.1623,0.24705144529047762,46,796,0.0163,-0.0159,0.8182185048725319,False,False
Pan-cancer (pooled),GPR149,0.1624,0.251921683533193,46,796,-0.0189,-0.0401,0.8194702706545842,False,False
Pan-cancer (pooled),MTHFD1,0.1625,0.4127997966797716,46,796,-0.1892,-0.2279,0.8840445827621294,False,False
Pan-cancer (pooled),SFN,0.1625,0.11518937681024578,46,796,-0.1133,-0.1498,0.7257416428617417,False,False
Pan-cancer (pooled),MED20,0.1626,0.5372609441384424,46,796,-1.0045,-0.9974,0.9249760911518397,False,False
Pan-cancer (pooled),ORMDL1,0.1626,0.13381585180527125,46,796,0.1009,0.057,0.7348587043396597,False,False
Pan-cancer (pooled),TEX2,0.1626,0.20151250203235815,46,796,0.0187,-0.0145,0.787902458338904,False,False
Pan-cancer (pooled),UBL4A,0.1626,0.22535566318814892,46,796,0.0417,0.0229,0.8060746851439654,False,False
Pan-cancer (pooled),GNL3,0.1626,0.6672624724225275,46,796,-1.0143,-1.004,0.9541975750066464,False,False
Pan-cancer (pooled),MIA2,0.1627,0.3265491587157996,46,796,-0.0195,-0.0232,0.853923430790871,False,False
Pan-cancer (pooled),BRIX1,0.1627,0.3543317853965896,46,796,-1.1597,-1.1937,0.8674936160494604,False,False
Pan-cancer (pooled),ST6GALNAC1,0.1627,0.3883453091754612,46,796,-0.1148,-0.1139,0.8809945182849581,False,False
Pan-cancer (pooled),WDFY4,0.1628,0.29848020778866413,46,796,0.077,0.06,0.8409881530261686,False,False
Pan-cancer (pooled),SUCLG2,0.1629,0.40185928098277646,46,796,-0.025,-0.0191,0.8821961634764598,False,False
Pan-cancer (pooled),HIF3A,0.1629,0.396628536233685,46,796,0.1376,0.1143,0.8816592097184526,False,False
Pan-cancer (pooled),TKFC,0.1629,0.43483624841074375,46,796,-0.143,-0.1415,0.8917027413372651,False,False
Pan-cancer (pooled),DCLRE1C,0.1629,0.33025205804181634,46,796,0.0124,0.0064,0.8556205248877053,False,False
Pan-cancer (pooled),CYP2A7,0.1629,0.5294754917672791,46,796,0.0951,0.1021,0.9232675867256072,False,False
Pan-cancer (pooled),PARP6,0.1629,0.26532406738963,46,796,-0.0453,-0.0615,0.8271081106334242,False,False
Pan-cancer (pooled),SRD5A1,0.1629,0.5237757784655709,46,796,0.0413,0.039,0.922236285809668,False,False
Pan-cancer (pooled),IFNK,0.163,0.6243003363782029,46,796,0.1463,0.1357,0.9449881252403813,False,False
Pan-cancer (pooled),GNPAT,0.163,0.1888323529582555,46,796,0.0177,0.0004,0.782236534032526,False,False
Pan-cancer (pooled),FBXO32,0.1631,0.24858223867180618,46,796,0.1818,0.1535,0.8187597578295659,False,False
Pan-cancer (pooled),MTMR12,0.1631,0.6019741650094124,46,796,-0.0115,-0.0023,0.9402437937964959,False,False
Pan-cancer (pooled),EEIG2,0.1631,0.4131556301124669,46,796,-0.1469,-0.1475,0.8840445827621294,False,False
Pan-cancer (pooled),ALG12,0.1631,0.4289914207464036,46,796,-0.1419,-0.1702,0.8902371993670161,False,False
Pan-cancer (pooled),OR4F6,0.1631,0.16049276056646333,41,773,-0.0069,-0.0429,0.7616235454861144,False,False
Pan-cancer (pooled),GPSM1,0.1631,0.14516489150402653,46,796,0.0911,0.0463,0.7452216181339156,False,False
Pan-cancer (pooled),FAT1,0.1631,0.3049005907820094,46,796,0.0594,0.0482,0.8443843413476697,False,False
Pan-cancer (pooled),SLC44A5,0.1632,0.1488147611332253,46,796,0.1084,0.0962,0.7497604613317963,False,False
Pan-cancer (pooled),RSC1A1,0.1632,0.4949680435024394,46,796,0.0124,-0.0209,0.911641140994172,False,False
Pan-cancer (pooled),OR2B6,0.1633,0.17693537314413355,41,773,-0.0952,-0.1229,0.7758671230317048,False,False
Pan-cancer (pooled),SLC26A11,0.1633,0.16111477097561677,46,796,0.0122,-0.0358,0.7624568377840549,False,False
Pan-cancer (pooled),FANCC,0.1633,0.3667772553771834,46,796,-0.1555,-0.1827,0.8733512760429476,False,False
Pan-cancer (pooled),SDR16C5,0.1633,0.3057831463757492,46,796,0.0894,0.0738,0.8443843413476697,False,False
Pan-cancer (pooled),FBXW4,0.1633,0.4289914207464036,46,796,-0.0803,-0.0966,0.8902371993670161,False,False
Pan-cancer (pooled),SP140,0.1634,0.31470179678091625,46,796,0.1215,0.1086,0.8486471343217364,False,False
Pan-cancer (pooled),ADIPOR2,0.1634,0.3063724569074753,46,796,0.0602,0.035,0.8443843413476697,False,False
Pan-cancer (pooled),VCPKMT,0.1635,0.10680947229938711,46,796,-0.1166,-0.159,0.7134289941393448,False,False
Pan-cancer (pooled),STMN1,0.1635,0.18967298082458128,46,796,0.0106,-0.0216,0.7823534599390382,False,False
Pan-cancer (pooled),ADAMTSL3,0.1635,0.3437429984525602,46,796,0.0851,0.0807,0.8602001522915808,False,False
Pan-cancer (pooled),ETV2,0.1635,0.3935099072254712,46,796,0.0107,-0.0025,0.8816592097184526,False,False
Pan-cancer (pooled),MYO16,0.1636,0.13333143573635636,46,796,0.0746,0.0668,0.7348587043396597,False,False
Pan-cancer (pooled),RUNX1T1,0.1636,0.35692946933901903,46,796,-0.0164,-0.0305,0.868890439252095,False,False
Pan-cancer (pooled),TMEM18,0.1636,0.2382534098637359,46,796,0.0528,0.0313,0.813582535186945,False,False
Pan-cancer (pooled),LNPEP,0.1637,0.5064683812902755,46,796,-0.0404,-0.0526,0.9176924560343501,False,False
Pan-cancer (pooled),IAH1,0.1638,0.3904061750292315,46,796,0.1064,0.1003,0.8811042321521899,False,False
Pan-cancer (pooled),PPA2,0.1638,0.32195861914333046,46,796,-0.3486,-0.425,0.8514808259379142,False,False
Pan-cancer (pooled),MAD2L1,0.1638,0.09307093734369892,46,796,-1.1525,-1.2518,0.6959739706564783,False,False
Pan-cancer (pooled),TOGARAM1,0.1638,0.36611551323365754,46,796,0.0641,0.0515,0.8733512760429476,False,False
Pan-cancer (pooled),CCDC90B,0.164,0.579588402136902,46,796,0.0005,-0.008,0.9352591467527708,False,False
Pan-cancer (pooled),PPP1R27,0.1641,0.05881975031045378,46,796,-0.0857,-0.1235,0.638436406063406,False,False
Pan-cancer (pooled),CTNS,0.1641,0.26585947525066955,46,796,0.0301,0.0223,0.827885400469698,False,False
Pan-cancer (pooled),NANP,0.1641,0.18904225192278834,46,796,-0.0133,-0.0357,0.782236534032526,False,False
Pan-cancer (pooled),FUT8,0.1641,0.12715685121781004,46,796,0.1581,0.1125,0.7348587043396597,False,False
Pan-cancer (pooled),VWCE,0.1641,0.12950482535495483,46,796,-0.065,-0.0895,0.7348587043396597,False,False
Pan-cancer (pooled),ACSL3,0.1641,0.7276684344058181,46,796,-0.3067,-0.3306,0.963578959997838,False,False
Pan-cancer (pooled),ZNF681,0.1642,0.35530451420372244,46,796,-0.0519,-0.0612,0.8685705854378933,False,False
Pan-cancer (pooled),ACTN2,0.1642,0.18241045156204583,46,796,0.033,-0.0169,0.7778363393481674,False,False
Pan-cancer (pooled),HMGN1,0.1642,0.6096878648362487,41,773,-0.3357,-0.3353,0.9433092830977626,False,False
Pan-cancer (pooled),ZFP62,0.1642,0.25581360818374554,46,796,0.1067,0.0883,0.8217473680298713,False,False
Pan-cancer (pooled),SH3BGR,0.1643,0.17841136061991592,46,776,0.0953,0.0724,0.7767286568671268,False,False
Pan-cancer (pooled),CLPSL1,0.1643,0.26827801287682973,46,796,0.1733,0.1426,0.8290517384430051,False,False
Pan-cancer (pooled),INPP5A,0.1644,0.49852211496442267,46,796,-0.04,-0.0597,0.9127737911917786,False,False
Pan-cancer (pooled),TPSD1,0.1645,0.1924240621964507,46,796,0.1125,0.0928,0.7834366340243281,False,False
Pan-cancer (pooled),CYP4F11,0.1645,0.7716306912618277,46,796,-0.2634,-0.2698,0.9721831032192125,False,False
Pan-cancer (pooled),GLIS3,0.1647,0.3527143127462774,46,796,0.0998,0.0938,0.8655426771388395,False,False
Pan-cancer (pooled),SMAD1,0.1648,0.3075533344917837,46,796,0.1105,0.0942,0.8453002514978806,False,False
Pan-cancer (pooled),ITGA8,0.1648,0.3150020008229323,46,796,-0.0359,-0.0548,0.8486471343217364,False,False
Pan-cancer (pooled),DNLZ,0.1648,0.3717640607316903,46,796,-0.4484,-0.435,0.8745869027787903,False,False
Pan-cancer (pooled),COG4,0.1648,0.2750753018851867,46,796,-0.4287,-0.4419,0.8306458804485151,False,False
Pan-cancer (pooled),FUCA2,0.1648,0.12809203459669605,46,796,0.0037,-0.0164,0.7348587043396597,False,False
Pan-cancer (pooled),ENTHD1,0.1648,0.2720701450392763,46,796,0.0437,0.0306,0.8290517384430051,False,False
Pan-cancer (pooled),PPP1R37,0.1649,0.30460678161539645,46,796,-0.0703,-0.0918,0.8443843413476697,False,False
Pan-cancer (pooled),SULT1A1,0.1649,0.23528848192877239,46,796,-0.0772,-0.0956,0.8122213515081044,False,False
Pan-cancer (pooled),ZNF148,0.1649,0.2129644063209133,46,796,0.0203,-0.0209,0.7962186759258333,False,False
Pan-cancer (pooled),FPR1,0.165,0.3641347598011452,46,796,0.0862,0.076,0.8719176180182306,False,False
Pan-cancer (pooled),DACT2,0.165,0.40713119743262416,46,796,0.1105,0.1027,0.8833820790373165,False,False
Pan-cancer (pooled),DYNC1LI1,0.165,0.47701618560879055,46,796,-0.0929,-0.1111,0.907809087683212,False,False
Pan-cancer (pooled),SHC2,0.1651,0.10721666510678177,46,796,0.0472,0.0078,0.7134289941393448,False,False
Pan-cancer (pooled),COL4A6,0.1651,0.4720082052192818,46,796,0.122,0.1208,0.9056418452361862,False,False
Pan-cancer (pooled),ANKRD45,0.1651,0.45527502601147407,46,796,0.1059,0.0964,0.8977825240747545,False,False
Pan-cancer (pooled),UBQLNL,0.1651,0.27044047592083853,46,796,0.0956,0.0627,0.8290517384430051,False,False
Pan-cancer (pooled),RASGRP3,0.1651,0.38016831639713367,46,796,0.0045,-0.0061,0.8770970253881888,False,False
Pan-cancer (pooled),LSM11,0.1652,0.38697508698944305,46,796,-0.7654,-0.7872,0.8809945182849581,False,False
Pan-cancer (pooled),SAGE1,0.1653,0.18241045156204583,46,796,0.0922,0.0674,0.7778363393481674,False,False
Pan-cancer (pooled),EDARADD,0.1653,0.6622805467212511,46,796,0.0373,0.0269,0.9539593636861756,False,False
Pan-cancer (pooled),GCNA,0.1654,0.5473542562671632,46,776,-0.0675,-0.0663,0.9289375276844308,False,False
Pan-cancer (pooled),TPMT,0.1654,0.3126056361004884,46,796,-0.0306,-0.0372,0.8479622112521142,False,False
Pan-cancer (pooled),CDH15,0.1654,0.30226307594403545,46,796,-0.1633,-0.1783,0.8443843413476697,False,False
Pan-cancer (pooled),EEF1G,0.1654,0.1225604097816509,46,796,-0.8846,-0.977,0.7299707952625409,False,False
Pan-cancer (pooled),CTDSPL,0.1654,0.3976713849729794,46,796,0.1841,0.1703,0.8816592097184526,False,False
Pan-cancer (pooled),HYAL4,0.1654,0.43300481850301453,46,796,-0.0036,-0.0112,0.8908369671739449,False,False
Pan-cancer (pooled),CDCA7,0.1655,0.21136533312381334,46,796,0.0903,0.0753,0.7958823578838926,False,False
Pan-cancer (pooled),POLG,0.1655,0.330561855159471,46,796,-0.2047,-0.2399,0.8556813375002851,False,False
Pan-cancer (pooled),GPR132,0.1655,0.33304699950169747,46,796,-0.0318,-0.0393,0.856672751121064,False,False
Pan-cancer (pooled),TRIM7,0.1656,0.12031139755643253,46,796,0.1374,0.0812,0.7290651130734679,False,False
Pan-cancer (pooled),RDH13,0.1656,0.33429408253134707,46,796,-0.1073,-0.1171,0.8573276123582155,False,False
Pan-cancer (pooled),CREBZF,0.1657,0.4977311504283002,46,796,-0.0708,-0.078,0.9123714228511399,False,False
Pan-cancer (pooled),ADGRG6,0.1657,0.08431515405774442,46,796,0.2238,0.183,0.6816298590664631,False,False
Pan-cancer (pooled),PRKX,0.1657,0.09879270149406968,46,796,0.0373,-0.0025,0.7029571152738744,False,False
Pan-cancer (pooled),OR10G7,0.1657,0.6948617917250903,41,753,0.1198,0.1091,0.9586517376160999,False,False
Pan-cancer (pooled),CFAP20DC,0.1658,0.17755096513308377,46,796,0.1686,0.1258,0.7758671230317048,False,False
Pan-cancer (pooled),JUP,0.1658,0.2958798967848857,46,796,-0.0629,-0.0726,0.839067282816667,False,False
Pan-cancer (pooled),APOL5,0.1658,0.24375740832207848,46,796,-0.0215,-0.0438,0.8179977162761192,False,False
Pan-cancer (pooled),CLIP1,0.1658,0.16947340021920398,46,796,0.0175,0.009,0.7701032791004934,False,False
Pan-cancer (pooled),MMEL1,0.1658,0.1443060653067957,46,796,-0.0463,-0.0811,0.7451608324685891,False,False
Pan-cancer (pooled),SEPHS1,0.1659,0.3543317853965896,46,796,-0.1996,-0.2104,0.8674936160494604,False,False
Pan-cancer (pooled),ZNF583,0.1659,0.31440178087099857,46,796,0.0629,0.0447,0.8486471343217364,False,False
Pan-cancer (pooled),LYPD3,0.1659,0.7257963715080256,46,796,-0.0179,-0.0034,0.9631420740407437,False,False
Pan-cancer (pooled),PSTPIP1,0.166,0.27755086062965795,46,796,0.0157,-0.0177,0.8323664766017947,False,False
Pan-cancer (pooled),SEC62,0.166,0.3102213109893218,46,796,-0.2834,-0.3201,0.8466633679375236,False,False
Pan-cancer (pooled),TP53INP1,0.1661,0.36479426525976055,46,796,0.0339,0.0191,0.8719176180182306,False,False
Pan-cancer (pooled),LRP8,0.1662,0.4839980690093426,46,796,-0.1501,-0.1543,0.9102757893231093,False,False
Pan-cancer (pooled),STRN,0.1662,0.24224753585066305,46,796,-0.0045,-0.0189,0.8172606896214938,False,False
Pan-cancer (pooled),SEMA6D,0.1662,0.18364059174063663,46,796,0.0762,0.0496,0.7793253928378797,False,False
Pan-cancer (pooled),POLL,0.1663,0.36611551323365754,46,796,-0.0666,-0.0672,0.8733512760429476,False,False
Pan-cancer (pooled),TRIM33,0.1664,0.2182799608161048,46,796,-0.0618,-0.081,0.8005682097348282,False,False
Pan-cancer (pooled),NR2C1,0.1665,0.31470179678091625,46,796,-0.1327,-0.1395,0.8486471343217364,False,False
Pan-cancer (pooled),BTG3,0.1665,0.5016926449742504,46,796,0.0138,0.0095,0.9143983347258876,False,False
Pan-cancer (pooled),ZC3H18,0.1665,0.15451062846512012,46,796,-0.5522,-0.62,0.7567686640284264,False,False
Pan-cancer (pooled),SPIN1,0.1666,0.20887007278739245,46,796,0.0423,0.0129,0.7938569546590257,False,False
Pan-cancer (pooled),MTMR2,0.1666,0.3791536846350483,46,796,0.0716,0.0516,0.876108855565857,False,False
Pan-cancer (pooled),BRINP3,0.1666,0.36479426525976055,46,796,-0.0341,-0.0534,0.8719176180182306,False,False
Pan-cancer (pooled),ALOX15,0.1667,0.6032774639464226,46,796,-0.0265,-0.0258,0.9403953930299315,False,False
Pan-cancer (pooled),TBL1Y,0.1667,0.5201348165883141,17,210,0.4905,0.4903,0.9220520603662828,False,False
Pan-cancer (pooled),CIDEB,0.1667,0.21688418981573954,46,796,-0.0713,-0.0938,0.798880527441665,False,False
Pan-cancer (pooled),FAM86B2,0.1667,0.5259515543344944,41,753,-0.0359,-0.0338,0.922236285809668,False,False
Pan-cancer (pooled),DNAJC2,0.1667,0.21991650458094925,46,796,-0.1478,-0.1688,0.8024670011479448,False,False
Pan-cancer (pooled),URB1,0.1667,0.30460678161539645,46,796,-1.1492,-1.1696,0.8443843413476697,False,False
Pan-cancer (pooled),OGN,0.1668,0.29329479405314574,46,796,0.1483,0.1337,0.839067282816667,False,False
Pan-cancer (pooled),RGS5,0.1668,0.37544764263503394,46,796,0.1183,0.1031,0.8759135646193367,False,False
Pan-cancer (pooled),SYNJ2,0.1668,0.30226307594403545,46,796,0.145,0.1216,0.8443843413476697,False,False
Pan-cancer (pooled),TEX12,0.1668,0.39593422156134184,46,796,0.0998,0.0885,0.8816592097184526,False,False
Pan-cancer (pooled),DIO3,0.1669,0.194774717586791,46,796,0.0577,0.0428,0.7848955481315771,False,False
Pan-cancer (pooled),NSFL1C,0.1669,0.16167459666294826,46,796,-0.114,-0.1479,0.7632930997270472,False,False
Pan-cancer (pooled),ZNF333,0.1669,0.33025205804181634,46,796,-0.0676,-0.0896,0.8556205248877053,False,False
Pan-cancer (pooled),GATD3,0.167,0.3935099072254712,46,796,-0.0696,-0.0653,0.8816592097184526,False,False
Pan-cancer (pooled),BLNK,0.167,0.4117333864967362,46,796,0.044,0.0264,0.883637504880069,False,False
Pan-cancer (pooled),CNTF,0.167,0.18302475570585075,46,796,-0.0157,-0.0305,0.7787890115238751,False,False
Pan-cancer (pooled),RBP7,0.167,0.3198308519868731,46,796,0.0855,0.0738,0.8514808259379142,False,False
