drug_name,targets,pathway_id,pathway_name,raw_distance,z_score,p_value,proximity_score,significant
ROLIPRAM,PDE10A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
ROPINIROLE,DRD2;DRD3,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
ROPINIROLE,DRD2;DRD3,GO:0007399,nervous system development,3.5,1.0817,0.860305,0.0,False
ROPINIROLE,DRD2;DRD3,GO:0007268,chemical synaptic transmission,2.75,-0.7669,0.221571,0.1534,False
ROPINIROLE,DRD2;DRD3,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
ROPINIROLE,DRD2;DRD3,GO:0007409,axonogenesis,3.25,-0.0694,0.472347,0.0139,False
ROPINIROLE,DRD2;DRD3,GO:0021987,cerebral cortex development,4.0,1.4093,0.92062,0.0,False
ROPINIROLE,DRD2;DRD3,GO:0030182,neuron differentiation,3.5,1.1001,0.864356,0.0,False
ROPINIROLE,DRD2;DRD3,GO:0001764,neuron migration,3.5,1.5787,0.942798,0.0,False
ROPINIROLE,DRD2;DRD3,GO:0050804,modulation of chemical synaptic transmission,3.25,0.6986,0.757586,0.0,False
ROPINIROLE,DRD2;DRD3,GO:0048699,generation of neurons,3.6667,1.1515,0.875242,0.0,False
ROPINIROLE,DRD2;DRD3,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
ROXINDOLE,DRD2;DRD3;DRD4,R-HSA-112316,neuronal system,3.1429,0.6705,0.74874,0.0,False
ROXINDOLE,DRD2;DRD3;DRD4,GO:0007399,nervous system development,3.5,1.8563,0.968293,0.0,False
ROXINDOLE,DRD2;DRD3;DRD4,GO:0007268,chemical synaptic transmission,2.75,-0.2742,0.391963,0.0548,False
ROXINDOLE,DRD2;DRD3;DRD4,hsa04728,dopaminergic synapse,2.0,-1.4919,0.067867,0.2984,False
ROXINDOLE,DRD2;DRD3;DRD4,GO:0007409,axonogenesis,3.25,0.4515,0.674202,0.0,False
ROXINDOLE,DRD2;DRD3;DRD4,GO:0021987,cerebral cortex development,4.0,1.8442,0.967426,0.0,False
ROXINDOLE,DRD2;DRD3;DRD4,GO:0030182,neuron differentiation,3.5,1.7071,0.956094,0.0,False
ROXINDOLE,DRD2;DRD3;DRD4,GO:0001764,neuron migration,3.5,1.9796,0.976127,0.0,False
ROXINDOLE,DRD2;DRD3;DRD4,GO:0050804,modulation of chemical synaptic transmission,3.25,1.164,0.877788,0.0,False
ROXINDOLE,DRD2;DRD3;DRD4,GO:0048699,generation of neurons,3.6667,1.6837,0.95388,0.0,False
ROXINDOLE,DRD2;DRD3;DRD4,hsa04330,Notch signaling pathway,3.0,0.048,0.519144,0.0,False
RU-24969,HTR2C,R-HSA-112316,neuronal system,3.5714,0.2644,0.604253,0.0,False
RU-24969,HTR2C,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
RU-24969,HTR2C,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
RU-24969,HTR2C,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
RU-24969,HTR2C,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
RU-24969,HTR2C,GO:0021987,cerebral cortex development,3.0,-1.2534,0.105035,0.2507,False
RU-24969,HTR2C,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
RU-24969,HTR2C,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
RU-24969,HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
RU-24969,HTR2C,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
RU-24969,HTR2C,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
Ro-154513,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
Ro-154513,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
Ro-154513,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
Ro-154513,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
Ro-154513,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
Ro-154513,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
Ro-154513,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
Ro-154513,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
Ro-154513,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
Ro-154513,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
Ro-154513,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
SABCOMELINE,CHRM1;CHRM4,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
SABCOMELINE,CHRM1;CHRM4,GO:0007399,nervous system development,3.1667,0.0416,0.516593,0.0,False
SABCOMELINE,CHRM1;CHRM4,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
SABCOMELINE,CHRM1;CHRM4,hsa04728,dopaminergic synapse,2.6667,-0.1818,0.427863,0.0364,False
SABCOMELINE,CHRM1;CHRM4,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
SABCOMELINE,CHRM1;CHRM4,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
SABCOMELINE,CHRM1;CHRM4,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
SABCOMELINE,CHRM1;CHRM4,GO:0001764,neuron migration,2.5,-0.7027,0.241133,0.1405,False
SABCOMELINE,CHRM1;CHRM4,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
SABCOMELINE,CHRM1;CHRM4,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
SABCOMELINE,CHRM1;CHRM4,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
SCH-23390,DRD1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
SCH-23390,DRD1,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
SCH-23390,DRD1,GO:0007268,chemical synaptic transmission,2.75,-1.4248,0.077102,0.285,False
SCH-23390,DRD1,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
SCH-23390,DRD1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
SCH-23390,DRD1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
SCH-23390,DRD1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
SCH-23390,DRD1,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
SCH-23390,DRD1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
SCH-23390,DRD1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
SCH-23390,DRD1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
SCH-351591,PDE10A,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
SCH-351591,PDE10A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
SCH-351591,PDE10A,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
SCH-351591,PDE10A,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
SCH-351591,PDE10A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
SCH-351591,PDE10A,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
SCH-351591,PDE10A,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
SCH-351591,PDE10A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
SCH-351591,PDE10A,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
SCH-351591,PDE10A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
SCH-351591,PDE10A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,R-HSA-112316,neuronal system,2.8571,-0.175,0.430528,0.035,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,GO:0007399,nervous system development,3.0,0.1343,0.553423,0.0,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,GO:0007268,chemical synaptic transmission,2.375,-1.4361,0.075488,0.2872,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,hsa04728,dopaminergic synapse,1.6667,-2.3483,0.00943,0.4697,True
SEROTONIN,HTR2A;HTR2C;SLC18A2,GO:0007409,axonogenesis,2.75,-0.9168,0.17963,0.1834,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,GO:0021987,cerebral cortex development,3.0,-0.4326,0.332652,0.0865,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,GO:0030182,neuron differentiation,2.75,-0.5273,0.298989,0.1055,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,GO:0001764,neuron migration,3.0,0.838,0.798977,0.0,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,GO:0050804,modulation of chemical synaptic transmission,2.75,0.0115,0.504598,0.0,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,GO:0048699,generation of neurons,3.0,-0.0647,0.47421,0.0129,False
SEROTONIN,HTR2A;HTR2C;SLC18A2,hsa04330,Notch signaling pathway,3.0,0.048,0.519144,0.0,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,R-HSA-112316,neuronal system,3.1429,1.114,0.867364,0.0,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,GO:0007399,nervous system development,3.0,0.53,0.701932,0.0,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,GO:0007268,chemical synaptic transmission,2.75,0.1191,0.547419,0.0,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,hsa04728,dopaminergic synapse,2.0,-1.1223,0.13086,0.2245,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,GO:0007409,axonogenesis,3.0,0.1156,0.546017,0.0,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,GO:0021987,cerebral cortex development,3.0,-0.23,0.409037,0.046,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,GO:0030182,neuron differentiation,2.75,-0.2588,0.397897,0.0518,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,GO:0001764,neuron migration,3.0,1.1416,0.873186,0.0,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.0,0.9043,0.817087,0.0,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,GO:0048699,generation of neurons,3.0,0.2663,0.604997,0.0,False
SERTINDOLE,DRD1;DRD3;HTR2A;HTR2C,hsa04330,Notch signaling pathway,3.0,0.2285,0.590354,0.0,False
SERTRALINE,SLC6A4,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
SERTRALINE,SLC6A4,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
SERTRALINE,SLC6A4,GO:0007268,chemical synaptic transmission,2.625,-1.7178,0.042919,0.3436,False
SERTRALINE,SLC6A4,hsa04728,dopaminergic synapse,1.6667,-2.6582,0.003928,0.5316,True
SERTRALINE,SLC6A4,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
SERTRALINE,SLC6A4,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
SERTRALINE,SLC6A4,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
SERTRALINE,SLC6A4,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
SERTRALINE,SLC6A4,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
SERTRALINE,SLC6A4,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
SERTRALINE,SLC6A4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
SKF-38393,DRD1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
SKF-38393,DRD1,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
SKF-38393,DRD1,GO:0007268,chemical synaptic transmission,2.75,-1.4248,0.077102,0.285,False
SKF-38393,DRD1,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
SKF-38393,DRD1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
SKF-38393,DRD1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
SKF-38393,DRD1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
SKF-38393,DRD1,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
SKF-38393,DRD1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
SKF-38393,DRD1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
SKF-38393,DRD1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
SPIPERONE,DRD1;DRD2;DRD3,R-HSA-112316,neuronal system,3.0,0.2477,0.597836,0.0,False
SPIPERONE,DRD1;DRD2;DRD3,GO:0007399,nervous system development,3.1667,0.7083,0.760621,0.0,False
SPIPERONE,DRD1;DRD2;DRD3,GO:0007268,chemical synaptic transmission,2.625,-0.6615,0.254145,0.1323,False
SPIPERONE,DRD1;DRD2;DRD3,hsa04728,dopaminergic synapse,2.0,-1.4919,0.067867,0.2984,False
SPIPERONE,DRD1;DRD2;DRD3,GO:0007409,axonogenesis,2.75,-0.9168,0.17963,0.1834,False
SPIPERONE,DRD1;DRD2;DRD3,GO:0021987,cerebral cortex development,3.5,0.7058,0.759851,0.0,False
SPIPERONE,DRD1;DRD2;DRD3,GO:0030182,neuron differentiation,3.0,0.2175,0.586082,0.0,False
SPIPERONE,DRD1;DRD2;DRD3,GO:0001764,neuron migration,3.0,0.838,0.798977,0.0,False
SPIPERONE,DRD1;DRD2;DRD3,GO:0050804,modulation of chemical synaptic transmission,3.0,0.5878,0.721654,0.0,False
SPIPERONE,DRD1;DRD2;DRD3,GO:0048699,generation of neurons,3.0,-0.0647,0.47421,0.0129,False
SPIPERONE,DRD1;DRD2;DRD3,hsa04330,Notch signaling pathway,3.0,0.048,0.519144,0.0,False
SPIRAMIDE,DRD2,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
SPIRAMIDE,DRD2,GO:0007399,nervous system development,3.5,-0.0024,0.499057,0.0005,False
SPIRAMIDE,DRD2,GO:0007268,chemical synaptic transmission,2.75,-1.4248,0.077102,0.285,False
SPIRAMIDE,DRD2,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
SPIRAMIDE,DRD2,GO:0007409,axonogenesis,3.25,-0.8553,0.196181,0.1711,False
SPIRAMIDE,DRD2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
SPIRAMIDE,DRD2,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
SPIRAMIDE,DRD2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
SPIRAMIDE,DRD2,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
SPIRAMIDE,DRD2,GO:0048699,generation of neurons,3.6667,0.2127,0.584225,0.0,False
SPIRAMIDE,DRD2,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
SR-144528,CNR2,R-HSA-112316,neuronal system,4.0,1.2533,0.89495,0.0,False
SR-144528,CNR2,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
SR-144528,CNR2,GO:0007268,chemical synaptic transmission,3.75,0.9186,0.820859,0.0,False
SR-144528,CNR2,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
SR-144528,CNR2,GO:0007409,axonogenesis,4.0,0.8351,0.798157,0.0,False
SR-144528,CNR2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
SR-144528,CNR2,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
SR-144528,CNR2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
SR-144528,CNR2,GO:0050804,modulation of chemical synaptic transmission,3.75,0.9286,0.823454,0.0,False
SR-144528,CNR2,GO:0048699,generation of neurons,4.0,0.9313,0.824162,0.0,False
SR-144528,CNR2,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
SUMANIROLE,DRD2,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
SUMANIROLE,DRD2,GO:0007399,nervous system development,3.5,-0.0024,0.499057,0.0005,False
SUMANIROLE,DRD2,GO:0007268,chemical synaptic transmission,2.75,-1.4248,0.077102,0.285,False
SUMANIROLE,DRD2,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
SUMANIROLE,DRD2,GO:0007409,axonogenesis,3.25,-0.8553,0.196181,0.1711,False
SUMANIROLE,DRD2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
SUMANIROLE,DRD2,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
SUMANIROLE,DRD2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
SUMANIROLE,DRD2,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
SUMANIROLE,DRD2,GO:0048699,generation of neurons,3.6667,0.2127,0.584225,0.0,False
SUMANIROLE,DRD2,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
SUMATRIPTAN,HTR2A;HTR2C,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
SUMATRIPTAN,HTR2A;HTR2C,GO:0007399,nervous system development,3.0,-0.4784,0.316168,0.0957,False
SUMATRIPTAN,HTR2A;HTR2C,GO:0007268,chemical synaptic transmission,2.875,-0.4065,0.342183,0.0813,False
SUMATRIPTAN,HTR2A;HTR2C,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
SUMATRIPTAN,HTR2A;HTR2C,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
SUMATRIPTAN,HTR2A;HTR2C,GO:0021987,cerebral cortex development,3.0,-0.7996,0.211968,0.1599,False
SUMATRIPTAN,HTR2A;HTR2C,GO:0030182,neuron differentiation,2.75,-1.0598,0.144621,0.212,False
SUMATRIPTAN,HTR2A;HTR2C,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
SUMATRIPTAN,HTR2A;HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
SUMATRIPTAN,HTR2A;HTR2C,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
SUMATRIPTAN,HTR2A;HTR2C,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
SURINABANT,CNR1;CNR2,R-HSA-112316,neuronal system,3.2857,0.4806,0.684587,0.0,False
SURINABANT,CNR1;CNR2,GO:0007399,nervous system development,3.5,1.0817,0.860305,0.0,False
SURINABANT,CNR1;CNR2,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
SURINABANT,CNR1;CNR2,hsa04728,dopaminergic synapse,2.3333,-0.9935,0.160232,0.1987,False
SURINABANT,CNR1;CNR2,GO:0007409,axonogenesis,3.25,-0.0694,0.472347,0.0139,False
SURINABANT,CNR1;CNR2,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
SURINABANT,CNR1;CNR2,GO:0030182,neuron differentiation,3.25,0.3801,0.648079,0.0,False
SURINABANT,CNR1;CNR2,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
SURINABANT,CNR1;CNR2,GO:0050804,modulation of chemical synaptic transmission,3.25,0.6986,0.757586,0.0,False
SURINABANT,CNR1;CNR2,GO:0048699,generation of neurons,3.3333,0.296,0.616389,0.0,False
SURINABANT,CNR1;CNR2,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
TADALAFIL,PDE10A,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
TADALAFIL,PDE10A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
TADALAFIL,PDE10A,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
TADALAFIL,PDE10A,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
TADALAFIL,PDE10A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
TADALAFIL,PDE10A,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
TADALAFIL,PDE10A,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
TADALAFIL,PDE10A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
TADALAFIL,PDE10A,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
TADALAFIL,PDE10A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
TADALAFIL,PDE10A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
TAMSULOSIN,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
TAMSULOSIN,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
TAMSULOSIN,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
TAMSULOSIN,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
TAMSULOSIN,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
TAMSULOSIN,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
TAMSULOSIN,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
TAMSULOSIN,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
TAMSULOSIN,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
TAMSULOSIN,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
TAMSULOSIN,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
TANDOSPIRONE,DRD4,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
TANDOSPIRONE,DRD4,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
TANDOSPIRONE,DRD4,GO:0007268,chemical synaptic transmission,3.0,-0.839,0.200744,0.1678,False
TANDOSPIRONE,DRD4,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
TANDOSPIRONE,DRD4,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
TANDOSPIRONE,DRD4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
TANDOSPIRONE,DRD4,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
TANDOSPIRONE,DRD4,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
TANDOSPIRONE,DRD4,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
TANDOSPIRONE,DRD4,GO:0048699,generation of neurons,3.6667,0.2127,0.584225,0.0,False
TANDOSPIRONE,DRD4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
TAZOMELINE,CHRM1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
TAZOMELINE,CHRM1,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
TAZOMELINE,CHRM1,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
TAZOMELINE,CHRM1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
TAZOMELINE,CHRM1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
TAZOMELINE,CHRM1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
TAZOMELINE,CHRM1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
TAZOMELINE,CHRM1,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
TAZOMELINE,CHRM1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
TAZOMELINE,CHRM1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
TAZOMELINE,CHRM1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
TERAZOSIN,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
TERAZOSIN,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
TERAZOSIN,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
TERAZOSIN,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
TERAZOSIN,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
TERAZOSIN,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
TERAZOSIN,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
TERAZOSIN,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
TERAZOSIN,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
TERAZOSIN,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
TERAZOSIN,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
TETRABENAZINE,SLC18A2,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
TETRABENAZINE,SLC18A2,GO:0007399,nervous system development,3.5,-0.0024,0.499057,0.0005,False
TETRABENAZINE,SLC18A2,GO:0007268,chemical synaptic transmission,2.5,-2.0107,0.022178,0.4021,True
TETRABENAZINE,SLC18A2,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
TETRABENAZINE,SLC18A2,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
TETRABENAZINE,SLC18A2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
TETRABENAZINE,SLC18A2,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
TETRABENAZINE,SLC18A2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
TETRABENAZINE,SLC18A2,GO:0050804,modulation of chemical synaptic transmission,2.75,-1.0598,0.144607,0.212,False
TETRABENAZINE,SLC18A2,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
TETRABENAZINE,SLC18A2,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
THIOPERAMIDE,HRH3,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
THIOPERAMIDE,HRH3,GO:0007399,nervous system development,3.8333,0.7856,0.783957,0.0,False
THIOPERAMIDE,HRH3,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
THIOPERAMIDE,HRH3,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
