drug_a,drug_b,n_pathways_union,n_target_classes,target_classes,covered_pathways,complementarity,combo_score,ddi_severity,ddi_mechanism,ddi_recommendation,safety_score,adjusted_score,safety_a,safety_b,a_in_trials,b_in_trials
(R)-SKF-38393,ABAPERIDONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
(R)-SKF-38393,CLEBOPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
(R)-SKF-38393,DIFLUOROBENZTROPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
(R)-SKF-38393,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
(R)-SKF-38393,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
5-OH-DPAT,A-86929,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
5-OH-DPAT,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
5-OH-DPAT,DIHYDREXIDINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
5-OH-DPAT,FENOLDOPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
5-OH-DPAT,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
A-86929,ABAPERIDONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
A-86929,CLEBOPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
A-86929,DIFLUOROBENZTROPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
A-86929,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
A-86929,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
ABAPERIDONE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
ABAPERIDONE,DIHYDREXIDINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
ABAPERIDONE,FENOLDOPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
ABAPERIDONE,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,CLEBOPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,DIFLUOROBENZTROPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
CLEBOPRIDE,DIHYDREXIDINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
CLEBOPRIDE,FENOLDOPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
CLEBOPRIDE,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
DIFLUOROBENZTROPINE,DIHYDREXIDINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
DIFLUOROBENZTROPINE,FENOLDOPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
DIFLUOROBENZTROPINE,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
DIHYDREXIDINE,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
DIHYDREXIDINE,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
FENOLDOPAM,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
FENOLDOPAM,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
IOXIPRIDE,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
LEVOSULPIRIDE,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.35,0.143,,,,
5-OH-DPAT,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.408,unknown,,,0.35,0.1428,,,,
ABAPERIDONE,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.408,unknown,,,0.35,0.1428,,,,
CLEBOPRIDE,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.408,unknown,,,0.35,0.1428,,,,
DIFLUOROBENZTROPINE,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.408,unknown,,,0.35,0.1428,,,,
IOXIPRIDE,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.408,unknown,,,0.35,0.1428,,,,
ISOCLOZAPINE,LEVOSULPIRIDE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.408,unknown,,,0.35,0.1428,,,,
(R)-SKF-38393,LISURIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4068,unknown,,,0.35,0.1424,,,,
A-86929,LISURIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4068,unknown,,,0.35,0.1424,,,,
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,LISURIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4068,unknown,,,0.35,0.1424,,,,
DIHYDREXIDINE,LISURIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4068,unknown,,,0.35,0.1424,,,,
FENOLDOPAM,LISURIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4068,unknown,,,0.35,0.1424,,,,
LISURIDE,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4068,unknown,,,0.35,0.1424,,,,
ISOCLOZAPINE,LISURIDE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4061,unknown,,,0.35,0.1421,,,,
BROMOCRIPTINE,(R)-SKF-38393,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
BROMOCRIPTINE,A-86929,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
BROMOCRIPTINE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
BROMOCRIPTINE,DIHYDREXIDINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
BROMOCRIPTINE,FENOLDOPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
BROMOCRIPTINE,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
ROPINIROLE,(R)-SKF-38393,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
ROPINIROLE,A-86929,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
ROPINIROLE,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
ROPINIROLE,DIHYDREXIDINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
ROPINIROLE,FENOLDOPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
ROPINIROLE,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
(R)-SKF-38393,8-OH-DPAT,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
8-OH-DPAT,A-86929,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
8-OH-DPAT,ALPHA-PHENYL-GAMMA-BUTYROLACTONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
8-OH-DPAT,DIHYDREXIDINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
8-OH-DPAT,FENOLDOPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
8-OH-DPAT,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.35,0.142,,,,
BROMOCRIPTINE,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4051,unknown,,,0.35,0.1418,,,,
ROPINIROLE,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4051,unknown,,,0.35,0.1418,,,,
8-OH-DPAT,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4051,unknown,,,0.35,0.1418,,,,
CLOZAPINE,HALOPERIDOL,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5053,unknown,,,0.28,0.1415,,tier_3_caution,,False
(R)-SKF-38393,LOXAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4018,unknown,,,0.35,0.1406,,,,
A-86929,LOXAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4018,unknown,,,0.35,0.1406,,,,
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,LOXAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4018,unknown,,,0.35,0.1406,,,,
DIHYDREXIDINE,LOXAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4018,unknown,,,0.35,0.1406,,,,
FENOLDOPAM,LOXAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4018,unknown,,,0.35,0.1406,,,,
LOXAPINE,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4018,unknown,,,0.35,0.1406,,,,
ISOCLOZAPINE,LOXAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4012,unknown,,,0.35,0.1404,,,,
(R)-SKF-38393,CI-1007,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3999,unknown,,,0.35,0.14,,,,
A-86929,CI-1007,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3999,unknown,,,0.35,0.14,,,,
ALPHA-PHENYL-GAMMA-BUTYROLACTONE,CI-1007,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3999,unknown,,,0.35,0.14,,,,
CI-1007,DIHYDREXIDINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3999,unknown,,,0.35,0.14,,,,
CI-1007,FENOLDOPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3999,unknown,,,0.35,0.14,,,,
CI-1007,MAZAPERTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3999,unknown,,,0.35,0.14,,,,
CI-1007,ISOCLOZAPINE,4,2,cholinergic;dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3993,unknown,,,0.35,0.1398,,,,
APOMORPHINE,BUSPIRONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3984,unknown,,,0.35,0.1394,,,,
BUSPIRONE,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3984,unknown,,,0.35,0.1394,,,,
APOMORPHINE,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3979,unknown,,,0.35,0.1393,,,,
HALOPERIDOL,GR-127935,4,4,cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4926,unknown,,,0.28,0.1379,tier_3_caution,,False,
BUSPIRONE,BP-897,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3919,unknown,,,0.35,0.1372,,,,
BUSPIRONE,ABT-724,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3916,unknown,,,0.35,0.1371,,,,
BUSPIRONE,FAUC 113,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3916,unknown,,,0.35,0.1371,,,,
APOMORPHINE,BP-897,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3914,unknown,,,0.35,0.137,,,,
BP-897,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3914,unknown,,,0.35,0.137,,,,
APOMORPHINE,ABT-724,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.391,unknown,,,0.35,0.1368,,,,
APOMORPHINE,FAUC 113,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.391,unknown,,,0.35,0.1368,,,,
ABT-724,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.391,unknown,,,0.35,0.1368,,,,
DESMETHYLOLANZAPINE,FAUC 113,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.391,unknown,,,0.35,0.1368,,,,
BUSPIRONE,5-OH-DPAT,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.387,unknown,,,0.35,0.1354,,,,
BUSPIRONE,ABAPERIDONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.387,unknown,,,0.35,0.1354,,,,
BUSPIRONE,CLEBOPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.387,unknown,,,0.35,0.1354,,,,
BUSPIRONE,DIFLUOROBENZTROPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.387,unknown,,,0.35,0.1354,,,,
BUSPIRONE,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.387,unknown,,,0.35,0.1354,,,,
BUSPIRONE,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.387,unknown,,,0.35,0.1354,,,,
APOMORPHINE,5-OH-DPAT,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
APOMORPHINE,ABAPERIDONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
APOMORPHINE,CLEBOPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
APOMORPHINE,DIFLUOROBENZTROPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
APOMORPHINE,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
APOMORPHINE,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
5-OH-DPAT,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
ABAPERIDONE,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
CLEBOPRIDE,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
DESMETHYLOLANZAPINE,DIFLUOROBENZTROPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
DESMETHYLOLANZAPINE,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
DESMETHYLOLANZAPINE,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3865,unknown,,,0.35,0.1353,,,,
BUSPIRONE,LISURIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3852,unknown,,,0.35,0.1348,,,,
APOMORPHINE,LISURIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3846,unknown,,,0.35,0.1346,,,,
DESMETHYLOLANZAPINE,LISURIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3846,unknown,,,0.35,0.1346,,,,
ABT-724,BP-897,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3845,unknown,,,0.35,0.1346,,,,
BP-897,FAUC 113,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3845,unknown,,,0.35,0.1346,,,,
ABT-724,FAUC 113,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3842,unknown,,,0.35,0.1345,,,,
BROMOCRIPTINE,BUSPIRONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3841,unknown,,,0.35,0.1344,,,,
BUSPIRONE,ROPINIROLE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3841,unknown,,,0.35,0.1344,,,,
BUSPIRONE,8-OH-DPAT,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3841,unknown,,,0.35,0.1344,,,,
APOMORPHINE,BROMOCRIPTINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3836,unknown,,,0.35,0.1343,,,,
APOMORPHINE,ROPINIROLE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3836,unknown,,,0.35,0.1343,,,,
APOMORPHINE,8-OH-DPAT,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3836,unknown,,,0.35,0.1343,,,,
BROMOCRIPTINE,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3836,unknown,,,0.35,0.1343,,,,
ROPINIROLE,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3836,unknown,,,0.35,0.1343,,,,
8-OH-DPAT,DESMETHYLOLANZAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3836,unknown,,,0.35,0.1343,,,,
BUSPIRONE,LOXAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3802,unknown,,,0.35,0.1331,,,,
5-OH-DPAT,BP-897,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3799,unknown,,,0.35,0.133,,,,
ABAPERIDONE,BP-897,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3799,unknown,,,0.35,0.133,,,,
BP-897,CLEBOPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3799,unknown,,,0.35,0.133,,,,
BP-897,DIFLUOROBENZTROPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3799,unknown,,,0.35,0.133,,,,
BP-897,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3799,unknown,,,0.35,0.133,,,,
BP-897,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3799,unknown,,,0.35,0.133,,,,
APOMORPHINE,LOXAPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3796,unknown,,,0.35,0.1329,,,,
5-OH-DPAT,ABT-724,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3796,unknown,,,0.35,0.1329,,,,
5-OH-DPAT,FAUC 113,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3796,unknown,,,0.35,0.1329,,,,
ABAPERIDONE,ABT-724,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3796,unknown,,,0.35,0.1329,,,,
ABAPERIDONE,FAUC 113,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3796,unknown,,,0.35,0.1329,,,,
ABT-724,CLEBOPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3796,unknown,,,0.35,0.1329,,,,
ABT-724,DIFLUOROBENZTROPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3796,unknown,,,0.35,0.1329,,,,
ABT-724,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.3796,unknown,,,0.35,0.1329,,,,
