treatment_id,compound,compound_key,d,pvalue,n_mut,n_wt,median_sens_mut,median_sens_wt,qvalue
BRD:BRD-K43887077-003-26-3,,BRD-K43887077,0.1284,0.5129772416004081,31,401,-0.0117,0.0134,0.9297863492886044
BRD:BRD-A44188509-001-01-2,,BRD-A44188509,0.1284,0.43545663549345964,31,396,-0.0679,-0.0595,0.9114520823059774
BRD:BRD-K47539947-001-03-7,,BRD-K47539947,0.1284,0.4468745621193208,32,407,0.2357,0.2159,0.9163886353191522
BRD:BRD-K24548560-342-02-1,,BRD-K24548560,0.1285,0.49573335705869087,32,411,0.1688,0.0708,0.9274021964640778
BRD:BRD-K93631643-001-02-4,,BRD-K93631643,0.1286,0.4055349935372361,31,408,-0.212,-0.1435,0.9011210084668791
BRD:BRD-K60984070-001-01-0,,BRD-K60984070,0.1286,0.48709882630246276,32,408,0.1073,0.0331,0.9258505829176604
BRD:BRD-K61314889-001-05-1,,BRD-K61314889,0.1286,0.42063373162001144,31,408,0.1887,0.2003,0.9087187520521406
BRD:BRD-K51199656-003-01-4,,BRD-K51199656,0.1287,0.38659777848288157,31,404,0.1272,0.0901,0.8993646040197221
BRD:BRD-K33151569-003-09-7,,BRD-K33151569,0.1288,0.34246966113837185,32,406,0.1041,0.0637,0.88215819806745
BRD:BRD-K28687144-001-08-7,,BRD-K28687144,0.1288,0.39495801379612056,31,396,0.085,0.0099,0.9011210084668791
BRD:BRD-K03155172-001-02-2,,BRD-K03155172,0.1289,0.46013823366379286,32,408,0.1357,0.062,0.9215787564245087
BRD:BRD-K87665527-001-02-9,A-784168,BRD-K87665527,0.1289,0.4030546040966779,38,573,0.0203,-0.0529,0.9011210084668791
BRD:BRD-K29343434-001-02-9,BMS-906024,BRD-K29343434,0.1292,0.42453320651532517,38,574,-0.0618,-0.1027,0.909141631411559
BRD:BRD-K85140930-001-12-7,,BRD-K85140930,0.1292,0.5290406901224968,31,401,-2.5007,-2.6865,0.9330163055594926
BRD:BRD-K42981054-001-01-9,,BRD-K42981054,0.1296,0.43695679669546844,31,401,0.0181,0.0292,0.9121046135329647
BRD:BRD-K33141550-003-05-7,,BRD-K33141550,0.1298,0.3114851934906181,32,409,0.0478,0.0253,0.8725894837223414
BRD:BRD-K62929068-001-16-5,,BRD-K62929068,0.1301,0.5099640273619299,32,409,0.0112,0.0281,0.9297863492886044
BRD:BRD-A29700858-304-01-8,,BRD-A29700858,0.1301,0.4908105801127321,27,383,-0.1909,-0.2162,0.9260032856323154
BRD:BRD-K77474816-003-15-9,rauwolscine,BRD-K77474816,0.1301,0.30929486009539153,38,571,-0.0693,-0.0914,0.8722780971057753
BRD:BRD-K00003264-001-01-9,zoliflodacin,BRD-K00003264,0.1301,0.39745506684973647,38,574,0.0665,-0.0495,0.9011210084668791
BRD:BRD-A44448661-001-04-8,,BRD-A44448661,0.1302,0.39438618796984753,32,411,-0.1284,-0.1613,0.9011210084668791
BRD:BRD-K38602774-001-03-2,,BRD-K38602774,0.1302,0.4654302558650571,32,407,0.2996,0.2559,0.9241972064613284
BRD:BRD-K33813875-003-01-8,,BRD-K33813875,0.1302,0.4624382277482265,31,401,-0.4005,-0.3783,0.922788112755767
BRD:BRD-K60036103-003-01-6,,BRD-K60036103,0.1303,0.351822438145775,32,407,0.0413,0.0631,0.8840448704128864
BRD:BRD-K68770713-001-01-8,,BRD-K68770713,0.1306,0.46630702484874575,31,402,-0.0577,-0.0502,0.9245681037576331
BRD:BRD-K18574842-236-17-7,,BRD-K18574842,0.1307,0.4371116954987138,32,393,-0.6369,-0.7575,0.9121046135329647
BRD:BRD-K91543828-001-02-0,,BRD-K91543828,0.1308,0.45079958424091277,31,396,0.0268,0.0126,0.9170296243582624
BRD:BRD-K54057105-001-01-2,,BRD-K54057105,0.1309,0.5990444930445015,27,386,-0.2069,-0.3791,0.9467321636536801
BRD:BRD-K55705469-065-01-0,,BRD-K55705469,0.1309,0.48568994403325216,32,407,0.2187,0.1824,0.9258505829176604
BRD:BRD-K00075537-001-02-9,LY2562175,BRD-K00075537,0.1309,0.40834681945447043,38,561,-0.1455,-0.1453,0.9011210084668791
BRD:BRD-K00004965-342-01-9,talaporfin,BRD-K00004965,0.1312,0.3359534850995852,38,571,0.0755,0.1131,0.8785444625382645
BRD:BRD-K00004575-001-01-9,JNJ-54175446,BRD-K00004575,0.1313,0.34645688945015396,38,573,-0.0325,-0.0201,0.8824076650192914
BRD:BRD-K46742498-003-11-0,,BRD-K46742498,0.1315,0.504542886518595,31,406,0.0212,-0.0399,0.9297863492886044
BRD:BRD-K69195780-004-08-4,,BRD-K69195780,0.1315,0.43263580266453544,32,410,0.1559,0.1497,0.9103801160521103
BRD:BRD-K98143539-001-02-2,,BRD-K98143539,0.1315,0.40727226412246104,32,408,-0.1545,-0.1186,0.9011210084668791
BRD:BRD-K54847683-001-04-0,,BRD-K54847683,0.1315,0.5098294434070216,27,387,-0.004,-0.0354,0.9297863492886044
BRD:BRD-K34870043-001-01-8,,BRD-K34870043,0.1315,0.4020088242097753,32,405,-0.145,-0.1456,0.9011210084668791
BRD:BRD-K00003221-001-01-9,basmisanil,BRD-K00003221,0.1316,0.31565714378228893,38,574,0.0376,-0.0094,0.8746148967267653
BRD:BRD-K65275554-001-04-7,,BRD-K65275554,0.1317,0.42772706893084383,32,410,0.0399,0.0353,0.909141631411559
BRD:BRD-K96550715-001-02-6,,BRD-K96550715,0.1317,0.4945738871699557,32,409,-0.0456,-0.0774,0.9270319455076678
BRD:BRD-K00003148-001-01-9,batefenterol,BRD-K00003148,0.1319,0.5583195000034572,38,571,0.1585,0.0626,0.93754843116205
BRD:BRD-K00003132-001-01-9,LGD-6972,BRD-K00003132,0.1319,0.3898116390893159,38,574,0.0332,-0.0664,0.9007050736093529
BRD:BRD-K34533029-001-08-5,,BRD-K34533029,0.132,0.43108911288490576,31,408,0.0936,0.1533,0.9103801160521103
BRD:BRD-K69122748-001-10-1,,BRD-K69122748,0.132,0.49203246062257444,31,406,-0.0599,-0.1681,0.9260032856323154
BRD:BRD-K48195008-001-19-9,,BRD-K48195008,0.132,0.3569187516879302,32,393,-0.1634,-0.1786,0.8872092829273195
BRD:BRD-A17462676-003-11-6,,BRD-A17462676,0.1321,0.5051798691814274,32,409,-0.142,-0.2169,0.9297863492886044
BRD:BRD-K65498798-001-01-7,,BRD-K65498798,0.1321,0.37380996899224717,31,396,0.0448,0.0484,0.896054694164599
BRD:BRD-K00004564-001-01-9,tetomilast,BRD-K00004564,0.1322,0.3356207990222054,38,571,0.0693,-0.0143,0.8785444625382645
BRD:BRD-K78318619-001-02-7,,BRD-K78318619,0.1323,0.47146414422565497,32,411,-0.3737,-0.4964,0.9252143177145078
BRD:BRD-K36461289-001-05-8,,BRD-K36461289,0.1323,0.4541733826947519,31,408,0.2602,0.2254,0.9170296243582624
BRD:BRD-A56892734-001-09-4,,BRD-A56892734,0.1324,0.4375132906455659,31,396,0.0063,0.0367,0.9123818315366684
BRD:BRD-K68534611-001-07-8,2-methylimidazole,BRD-K68534611,0.1325,0.37557775459201526,38,573,-0.0392,-0.1064,0.896054694164599
BRD:BRD-A74387232-001-02-5,,BRD-A74387232,0.1325,0.4813679035794347,27,387,0.0214,0.0283,0.9258505829176604
BRD:BRD-K00003384-001-01-9,fosfluconazole,BRD-K00003384,0.1325,0.3797079456920017,38,571,0.0303,0.0906,0.8968668775423577
BRD:BRD-A21446384-001-01-1,,BRD-A21446384,0.1327,0.4096580432444592,31,396,0.0562,-0.0282,0.9011210084668791
BRD:BRD-K46791647-001-01-2,,BRD-K46791647,0.1327,0.45320090994968704,30,402,-0.2228,-0.2654,0.9170296243582624
BRD:BRD-K20738689-001-01-2,,BRD-K20738689,0.1327,0.4285212565018464,31,406,0.3209,0.3602,0.9099339848113649
BRD:BRD-K17415526-001-03-5,,BRD-K17415526,0.1328,0.4030396511455106,31,408,-0.3033,-0.3067,0.9011210084668791
BRD:BRD-A47790386-001-03-6,,BRD-A47790386,0.1328,0.5122503620282031,25,367,-0.1921,-0.2686,0.9297863492886044
BRD:BRD-A21544762-303-01-5,,BRD-A21544762,0.1328,0.5080147386568339,31,396,0.0506,-0.0154,0.9297863492886044
BRD:BRD-K02900412-001-11-3,,BRD-K02900412,0.1328,0.3822332952904948,31,406,0.1175,0.0897,0.8989680009946314
BRD:BRD-K00005345-001-01-9,20-HETE,BRD-K00005345,0.1329,0.48980862472897646,38,574,0.0807,0.0464,0.9258505829176604
BRD:BRD-K41869275-001-02-8,,BRD-K41869275,0.133,0.430458876519617,32,410,0.0693,0.0633,0.9103801160521103
BRD:BRD-K84925803-001-01-9,,BRD-K84925803,0.133,0.37837400003473143,31,401,0.1965,0.2023,0.8963106936261408
BRD:BRD-A01563671-001-02-7,,BRD-A01563671,0.133,0.5150613624853871,31,408,0.2774,0.2656,0.9297863492886044
BRD:BRD-K21528677-001-02-8,,BRD-K21528677,0.133,0.46971662521717134,27,387,-0.7588,-0.6986,0.9245681037576331
BRD:BRD-K09353376-001-03-9,,BRD-K09353376,0.133,0.48526845283992703,27,387,0.019,-0.0235,0.9258505829176604
BRD:BRD-K76890464-001-02-3,,BRD-K76890464,0.133,0.3741969158940105,31,406,0.145,0.0314,0.896054694164599
BRD:BRD-A30205217-001-11-2,,BRD-A30205217,0.1332,0.4452786682891781,32,407,0.2186,0.2013,0.9161784148238108
BRD:BRD-K02404261-001-16-7,,BRD-K02404261,0.1332,0.4054062959530783,32,407,0.009,-0.0344,0.9011210084668791
BRD:BRD-K10799896-001-26-2,,BRD-K10799896,0.1332,0.43095424175573593,32,408,-0.0547,-0.1017,0.9103801160521103
BRD:BRD-K00003390-003-01-9,YL0919,BRD-K00003390,0.1333,0.3013578798695095,38,571,-0.0232,-0.1185,0.8656288607195519
BRD:BRD-K19309090-300-05-5,,BRD-K19309090,0.1334,0.37648987484776114,32,409,0.0147,-0.0069,0.896054694164599
BRD:BRD-K25311561-001-10-7,,BRD-K25311561,0.1338,0.4143465990775589,31,408,0.1482,0.113,0.901934573856811
BRD:BRD-K24084088-001-11-3,,BRD-K24084088,0.1339,0.49278608517185674,32,407,0.1059,0.0841,0.9260032856323154
BRD:BRD-K84892605-001-01-1,,BRD-K84892605,0.1339,0.48080959713735316,32,393,-0.3837,-0.4483,0.9258505829176604
BRD:BRD-K32107296-001-16-9,,BRD-K32107296,0.1339,0.39793802516345556,31,406,0.1594,0.0682,0.9011210084668791
BRD:BRD-A23124853-001-01-4,,BRD-A23124853,0.134,0.4572186369562857,31,395,0.0554,0.0081,0.9192998729570403
BRD:BRD-K83322645-050-01-9,,BRD-K83322645,0.134,0.5260013546617095,32,408,0.1562,0.1248,0.9317895116496236
BRD:BRD-K72904818-001-01-1,,BRD-K72904818,0.1341,0.3550249378095445,31,406,0.0691,0.0227,0.8859313957099622
BRD:BRD-K76139886-003-01-3,,BRD-K76139886,0.1341,0.35602267929548365,31,346,0.1553,0.1664,0.8872092829273195
BRD:BRD-A87673115-001-04-1,,BRD-A87673115,0.1345,0.4352940902567048,31,401,0.2207,0.1439,0.9114520823059774
BRD:BRD-K68764924-001-03-2,,BRD-K68764924,0.1346,0.47059018653702206,31,396,0.0357,0.0004,0.9245681037576331
BRD:BRD-K58277159-001-01-7,,BRD-K58277159,0.1347,0.36981464079129345,31,396,-0.095,-0.1598,0.8942455167282346
BRD:BRD-A65797496-048-09-3,,BRD-A65797496,0.1347,0.40230960715073905,32,410,0.0438,0.0103,0.9011210084668791
BRD:BRD-A83792282-001-01-6,,BRD-A83792282,0.1348,0.48511769503385,31,346,0.029,0.0534,0.9258505829176604
BRD:BRD-K00003320-001-01-9,ceruletide,BRD-K00003320,0.1348,0.36500272477828877,38,574,0.0441,0.0338,0.8914994608793456
BRD:BRD-A95886749-001-03-5,,BRD-A95886749,0.1349,0.4716575822285739,32,397,0.0077,-0.0788,0.9253264904166475
BRD:BRD-K41524689-001-23-5,,BRD-K41524689,0.135,0.33772793319708816,31,401,0.0045,0.049,0.8791232913904845
BRD:BRD-K23614267-001-01-2,GW-1100,BRD-K23614267,0.135,0.3504177210123954,38,571,-0.028,-0.056,0.8840448704128864
BRD:BRD-K54665485-001-07-9,,BRD-K54665485,0.1351,0.4271661534230462,32,407,0.341,0.3294,0.909141631411559
BRD:BRD-K46290096-001-01-1,,BRD-K46290096,0.1351,0.4423291103955673,31,404,0.1223,0.0867,0.9137251778478558
BRD:BRD-K00004710-001-01-9,R-1487,BRD-K00004710,0.1352,0.3112593787434138,38,574,0.0996,-0.0496,0.8725894837223414
BRD:BRD-A04352665-001-05-3,,BRD-A04352665,0.1352,0.4466129310380421,32,393,0.3135,0.2129,0.9163328921428356
BRD:BRD-K74193284-001-04-8,,BRD-K74193284,0.1353,0.4827959815205583,27,387,-3.3195,-3.4873,0.9258505829176604
BRD:BRD-K16343284-001-02-9,macozinone,BRD-K16343284,0.1354,0.4271287339284161,38,574,-0.0506,-0.0593,0.909141631411559
BRD:BRD-A46813902-001-01-6,,BRD-A46813902,0.1354,0.370482297599359,32,408,-0.2681,-0.2497,0.8947124823547797
BRD:BRD-A17407635-001-04-0,,BRD-A17407635,0.1355,0.4656375026957591,31,408,0.2942,0.229,0.9241972064613284
BRD:BRD-A40413915-003-01-2,,BRD-A40413915,0.1355,0.42614572338750056,32,407,0.2624,0.2825,0.909141631411559
BRD:BRD-K00002625-402-02-9,caspofungin,BRD-K00002625,0.1355,0.2718432276665632,38,571,0.0362,-0.0103,0.8589394139112967
BRD:BRD-A51713165-003-02-6,,BRD-A51713165,0.1356,0.40319140120218416,32,408,0.0164,-0.0495,0.9011210084668791
BRD:BRD-K45924332-001-16-8,,BRD-K45924332,0.1357,0.5573896328361225,31,401,0.2152,0.1279,0.93754843116205
BRD:BRD-K91188791-001-18-3,,BRD-K91188791,0.136,0.43072622948117373,32,408,-0.069,-0.119,0.9103801160521103
BRD:BRD-K90305467-001-01-3,,BRD-K90305467,0.1361,0.407757274058942,31,347,-0.0368,-0.0559,0.9011210084668791
BRD:BRD-K79124250-001-08-9,,BRD-K79124250,0.1361,0.44296973938639095,32,410,0.1427,0.1362,0.914223338834514
BRD:BRD-K97643133-003-09-3,,BRD-K97643133,0.1363,0.38009271091556385,32,411,-0.1874,-0.2748,0.8968668775423577
BRD:BRD-K72215350-001-06-5,,BRD-K72215350,0.1364,0.5507997584310104,32,409,-0.0939,-0.0562,0.93754843116205
BRD:BRD-K72093555-001-01-0,,BRD-K72093555,0.1365,0.31553413980472034,32,408,0.0678,0.0221,0.8746148967267653
BRD:BRD-K17849083-001-31-1,,BRD-K17849083,0.1367,0.5022301604419837,31,404,-0.0206,-0.1188,0.9290561382146949
BRD:BRD-K01109406-001-03-7,,BRD-K01109406,0.1369,0.4742950404983433,31,406,0.1469,0.1257,0.9258505829176604
BRD:BRD-K75308783-001-07-0,,BRD-K75308783,0.1369,0.5117395009099149,32,405,-0.4228,-0.4584,0.9297863492886044
BRD:BRD-K31836715-001-06-8,fisetin,BRD-K31836715,0.1369,0.36935183949943223,38,573,-0.0434,-0.0445,0.8934818397862104
BRD:BRD-K00494077-066-01-9,,BRD-K00494077,0.137,0.3335319947818834,32,393,-0.4975,-0.4246,0.8772402897570294
BRD:BRD-K00573984-003-01-5,,BRD-K00573984,0.137,0.5725387192162348,31,404,0.0917,-0.0245,0.9415830084288643
BRD:BRD-K93442924-001-03-4,,BRD-K93442924,0.1371,0.4122277686749577,31,395,0.0156,0.0024,0.9011210084668791
BRD:BRD-K75958547-238-04-9,pitavastatin,BRD-K75958547,0.1372,0.45372299684039524,38,571,-1.1962,-1.6251,0.9170296243582624
BRD:BRD-K45252063-001-13-6,,BRD-K45252063,0.1372,0.49285709743464534,31,404,-0.4988,-0.5595,0.9260032856323154
BRD:BRD-A12147465-003-02-9,TC-A-2317,BRD-A12147465,0.1373,0.31867882869543807,38,573,-1.8083,-1.844,0.8746148967267653
BRD:BRD-K80267133-001-17-7,aminosalicylate,BRD-K80267133,0.1373,0.46349090401087123,32,393,-0.0019,-0.1104,0.9229240871492225
BRD:BRD-K42504537-001-01-6,,BRD-K42504537,0.1374,0.36060810607488447,31,396,0.1265,0.0108,0.8903160897505867
BRD:BRD-K00003328-001-01-9,madecassoside,BRD-K00003328,0.1375,0.3779496556048492,38,574,0.0581,0.0369,0.8963106936261408
BRD:BRD-K03894385-001-01-1,,BRD-K03894385,0.1375,0.35678765950363156,31,396,0.0215,-0.0262,0.8872092829273195
BRD:BRD-A15297126-001-04-3,,BRD-A15297126,0.1378,0.49880796855459814,32,393,-0.1805,-0.1314,0.9283433160449001
BRD:BRD-K00003276-001-01-9,CCT245737,BRD-K00003276,0.138,0.3750595252059479,38,573,-1.4544,-1.8085,0.896054694164599
BRD:BRD-K00091108-001-01-9,PRI-724,BRD-K00091108,0.1382,0.36190303938452795,38,561,-1.4682,-1.6743,0.891339366052033
BRD:BRD-K80738081-001-46-8,,BRD-K80738081,0.1384,0.3522047882505156,31,396,0.0896,0.0617,0.8840448704128864
BRD:BRD-K00077076-019-02-9,Frakefamide (TFA),BRD-K00077076,0.1386,0.3272759735099414,38,561,0.2132,0.2152,0.8772402897570294
BRD:BRD-K85307935-236-10-3,,BRD-K85307935,0.1387,0.5123082516553029,27,387,0.1529,0.0646,0.9297863492886044
BRD:BRD-K73610817-001-10-9,UC-112,BRD-K73610817,0.1389,0.33734786267584665,38,573,-0.5392,-0.6565,0.8791232913904845
BRD:BRD-K87948281-001-01-9,,BRD-K87948281,0.1389,0.4169139324780028,31,396,-0.0242,-0.0279,0.9047662108992743
BRD:BRD-K77897005-001-02-9,ridinilazole,BRD-K77897005,0.1392,0.25226189032564117,38,574,0.0759,0.0102,0.8532267391384516
BRD:BRD-K60907894-003-23-5,,BRD-K60907894,0.1392,0.37254079993003625,32,407,0.179,0.1478,0.896054694164599
BRD:BRD-K81729199-001-02-8,,BRD-K81729199,0.1393,0.3518959523268114,32,408,-0.0354,-0.0557,0.8840448704128864
BRD:BRD-K47679368-236-01-7,,BRD-K47679368,0.1394,0.392350381671265,31,401,0.2818,0.2388,0.9011210084668791
BRD:BRD-K44942604-346-05-4,,BRD-K44942604,0.1395,0.5278573684276188,31,404,0.0972,0.0726,0.9324015430862465
BRD:BRD-K00003287-001-01-9,fezolinetant,BRD-K00003287,0.1395,0.2877076364802576,38,573,-0.1397,-0.2069,0.8589394139112967
BRD:BRD-K75024268-001-01-0,,BRD-K75024268,0.1396,0.4083266507769383,32,407,0.285,0.2668,0.9011210084668791
BRD:BRD-K52681925-050-01-6,,BRD-K52681925,0.1397,0.4958829230573958,31,395,0.1272,0.0831,0.9274021964640778
BRD:BRD-K00004661-001-01-9,declopramide,BRD-K00004661,0.1399,0.3646406305158208,38,571,0.0396,-0.0433,0.8914112339674466
BRD:BRD-K02265150-001-26-5,,BRD-K02265150,0.1401,0.5005597905248615,32,404,0.329,0.2419,0.9284595330116152
BRD:BRD-K00003420-001-01-9,GDC-0077,BRD-K00003420,0.1402,0.18528443772537542,38,571,-0.2621,-0.3373,0.806786776426494
BRD:BRD-K71133585-236-14-4,,BRD-K71133585,0.1404,0.37699939912592517,31,347,0.1783,0.2055,0.8962815999750349
BRD:BRD-K47376733-001-08-1,,BRD-K47376733,0.1404,0.3832624345374916,32,409,-0.3461,-0.3781,0.8993646040197221
BRD:BRD-K19462402-003-24-6,,BRD-K19462402,0.1404,0.42475342931452115,31,406,0.5997,0.5471,0.909141631411559
BRD:BRD-K98372770-001-08-2,,BRD-K98372770,0.1404,0.3531343220756366,31,406,0.2862,0.1312,0.8842481829919393
BRD:BRD-K35170555-001-09-5,,BRD-K35170555,0.1405,0.5061194184572712,27,387,0.0961,-0.0238,0.9297863492886044
BRD:BRD-K00003339-001-01-9,dixyrazine,BRD-K00003339,0.1406,0.381509229138974,38,573,-0.0238,-0.057,0.898525031513574
BRD:BRD-K88568253-011-19-9,,BRD-K88568253,0.1406,0.38549039753230124,31,401,-0.5162,-0.6182,0.8993646040197221
BRD:BRD-K56107812-001-01-7,,BRD-K56107812,0.1406,0.3659368727813472,31,395,0.2548,0.25,0.8924177715097272
BRD:BRD-K00004555-001-01-9,HBED,BRD-K00004555,0.1406,0.2502546183132582,38,574,-0.1646,-0.1287,0.8532267391384516
BRD:BRD-K27911943-001-02-8,,BRD-K27911943,0.1408,0.4500384780807946,31,408,-0.0317,-0.1153,0.9170296243582624
BRD:BRD-K00004636-001-01-9,DpC,BRD-K00004636,0.1408,0.32915944248739293,38,571,-4.5963,-5.0258,0.8772402897570294
BRD:BRD-K04196797-001-24-4,,BRD-K04196797,0.1408,0.36774446608014977,32,408,-0.2476,-0.2553,0.8924177715097272
BRD:BRD-K36741660-001-01-1,,BRD-K36741660,0.1408,0.4528490753470298,31,393,-0.0173,-0.0573,0.9170296243582624
BRD:BRD-K54314721-001-10-2,,BRD-K54314721,0.1409,0.33650465126751034,32,411,0.1992,0.0539,0.8785444625382645
BRD:BRD-K77251551-304-02-9,,BRD-K77251551,0.1409,0.39070790819812495,32,411,-0.0557,-0.0487,0.9011210084668791
BRD:BRD-K03808106-001-02-9,NS-19504,BRD-K03808106,0.1409,0.1273021603973271,38,571,0.1155,0.0399,0.7869693518871237
BRD:BRD-K83064458-001-23-0,,BRD-K83064458,0.1411,0.4442018961927725,32,406,0.1881,0.1317,0.9153659712136345
BRD:BRD-A29734509-011-13-6,,BRD-A29734509,0.1412,0.3439241097482282,32,411,0.0466,0.0385,0.8822712818122231
BRD:BRD-K00104122-001-01-9,MRTX1133,BRD-K00104122,0.1412,0.3289572541356312,38,561,-0.2875,-0.2633,0.8772402897570294
BRD:BRD-K00076917-001-02-9,Febantel,BRD-K00076917,0.1412,0.3888422322747947,38,561,0.0256,-0.0258,0.9007050736093529
BRD:BRD-A92872453-001-01-8,,BRD-A92872453,0.1412,0.3222661446547375,31,408,-0.1331,-0.1307,0.8759756293857758
BRD:BRD-K22936972-003-23-6,,BRD-K22936972,0.1413,0.4397711738495775,31,406,-0.1703,-0.1994,0.9130643024638164
BRD:BRD-K25359048-001-02-6,,BRD-K25359048,0.1413,0.39702918784265895,32,411,-0.0473,-0.1194,0.9011210084668791
BRD:BRD-K45158365-001-11-4,,BRD-K45158365,0.1413,0.3771246732148269,31,401,-0.1402,-0.1379,0.8962815999750349
BRD:BRD-K99750640-236-20-3,cefazolin,BRD-K99750640,0.1413,0.25839259009254406,38,571,0.2128,0.1092,0.8545818546690347
BRD:BRD-K24593301-001-02-3,,BRD-K24593301,0.1415,0.3687185225044028,27,387,-2.3748,-2.588,0.8934818397862104
BRD:BRD-K00003375-004-01-9,visomitin,BRD-K00003375,0.1416,0.32244469579697477,38,573,-5.1555,-4.8365,0.8761102378797353
BRD:BRD-K24820488-001-01-7,,BRD-K24820488,0.1416,0.42574877105696607,32,408,0.1336,0.0502,0.909141631411559
BRD:BRD-K16732600-001-01-7,,BRD-K16732600,0.1416,0.3754510700947684,31,404,0.0148,0.0689,0.896054694164599
BRD:BRD-K62387885-001-01-9,,BRD-K62387885,0.1416,0.41138992734974666,32,406,0.1174,0.0487,0.9011210084668791
BRD:BRD-K90947825-001-02-7,,BRD-K90947825,0.1417,0.5331036245842329,27,384,-0.3076,-0.308,0.9344410709383502
BRD:BRD-K19507340-001-22-1,,BRD-K19507340,0.1417,0.48516108592000357,27,387,0.069,0.0645,0.9258505829176604
BRD:BRD-K59983611-001-21-9,,BRD-K59983611,0.1417,0.45184203965769737,29,339,0.5753,0.4527,0.9170296243582624
BRD:BRD-K02988401-001-01-2,,BRD-K02988401,0.1418,0.3189055848760563,31,395,-0.2963,-0.2935,0.8746148967267653
BRD:BRD-K00003732-001-01-9,atractylenolide-i,BRD-K00003732,0.1419,0.30892375675953215,38,574,0.067,0.044,0.8722780971057753
BRD:BRD-K29220403-001-10-8,,BRD-K29220403,0.1419,0.34007999600384836,32,393,-0.1357,-0.2125,0.881352356055775
BRD:BRD-K21615095-001-08-4,,BRD-K21615095,0.142,0.47909506912485994,27,387,0.2349,0.0235,0.9258505829176604
BRD:BRD-K95309561-001-24-7,,BRD-K95309561,0.1422,0.40375627141603776,32,407,0.2218,0.1622,0.9011210084668791
BRD:BRD-K33131085-001-07-2,,BRD-K33131085,0.1424,0.4340098702356126,31,395,0.0591,0.0235,0.9103801160521103
BRD:BRD-A72390365-001-15-2,,BRD-A72390365,0.1424,0.404677197533132,32,409,-0.0743,-0.1135,0.9011210084668791
BRD:BRD-K48888725-001-01-9,,BRD-K48888725,0.1424,0.25554095418575307,31,401,0.2791,0.2353,0.8532267391384516
BRD:BRD-K81981783-236-02-9,,BRD-K81981783,0.1425,0.3644924556887958,31,396,0.02,0.025,0.8914112339674466
BRD:BRD-K05619559-001-12-7,,BRD-K05619559,0.1425,0.366182502182354,32,411,-0.2032,-0.1893,0.8924177715097272
BRD:BRD-K42325600-001-01-8,AR-C155858,BRD-K42325600,0.1425,0.1771855020692067,38,573,-0.1578,-0.203,0.806786776426494
BRD:BRD-K00003461-001-01-9,pamiparib,BRD-K00003461,0.1426,0.26519697458045255,38,571,-0.3561,-0.4271,0.856586440514406
BRD:BRD-K50293352-300-02-1,,BRD-K50293352,0.1427,0.45918343783752935,32,408,-0.1158,-0.2047,0.9205360327478075
BRD:BRD-K71534238-001-10-0,,BRD-K71534238,0.1427,0.48186576073407517,32,408,0.0732,0.0715,0.9258505829176604
BRD:BRD-K12609457-001-03-1,,BRD-K12609457,0.1427,0.35231596750180716,32,393,-0.0484,-0.0773,0.8840448704128864
BRD:BRD-K92129045-001-01-6,,BRD-K92129045,0.1429,0.38668388166789325,31,347,0.3162,0.2517,0.8993646040197221
BRD:BRD-A58048407-001-18-8,,BRD-A58048407,0.143,0.452756643728844,32,410,-0.0813,-0.1023,0.9170296243582624
BRD:BRD-K88219015-001-10-8,,BRD-K88219015,0.1431,0.46806836832005894,31,401,0.1587,0.1026,0.9245681037576331
BRD:BRD-K64451768-001-05-4,,BRD-K64451768,0.1432,0.36551009498769194,31,346,-0.0703,-0.0728,0.8924176716887552
BRD:BRD-A50675702-001-07-1,,BRD-A50675702,0.1434,0.39820089258240593,31,404,0.0396,-0.0012,0.9011210084668791
BRD:BRD-K00003526-001-01-9,uprifosbuvir,BRD-K00003526,0.1436,0.271394084232211,38,574,-0.0454,-0.1748,0.8589394139112967
BRD:BRD-K00003733-001-01-9,ganoderic-acid-a,BRD-K00003733,0.1436,0.2823046231724396,38,573,0.0409,0.0299,0.8589394139112967
BRD:BRD-K96319534-003-03-9,,BRD-K96319534,0.1437,0.3800954834562165,32,411,0.2268,0.1827,0.8968668775423577
BRD:BRD-K86301799-001-34-8,,BRD-K86301799,0.144,0.27214810774589426,32,407,0.0245,0.0107,0.8589394139112967
BRD:BRD-K57569181-001-27-5,,BRD-K57569181,0.144,0.38494303333972507,32,410,0.0029,-0.0072,0.8993646040197221
BRD:BRD-K00073864-001-02-9,Pexacerfont,BRD-K00073864,0.144,0.3943983836941796,38,561,0.0796,-0.0101,0.9011210084668791
BRD:BRD-K00077386-001-02-9,LY2940094,BRD-K00077386,0.1441,0.3660532417756402,38,561,0.1817,0.1118,0.8924177715097272
BRD:BRD-K00003292-001-01-9,GSK2981278,BRD-K00003292,0.1442,0.42699921677492025,38,573,0.0867,-0.0092,0.909141631411559
BRD:BRD-K18905250-003-02-4,,BRD-K18905250,0.1443,0.3140766702342817,32,408,0.2389,0.1874,0.8745234579051835
BRD:BRD-K89665618-003-02-5,,BRD-K89665618,0.1443,0.25522726088749703,31,404,-0.3848,-0.4296,0.8532267391384516
BRD:BRD-K54094468-003-11-1,,BRD-K54094468,0.1443,0.36722708307008056,32,407,-0.2362,-0.2824,0.8924177715097272
