treatment_id,compound,compound_key,d,pvalue,n_kl,n_wt,qvalue
BRD:BRD-K61036791-001-01-6,,BRD-K61036791,0.4703,0.21046092188930157,5,409,0.930099219237979
BRD:BRD-K61041538-001-03-0,,BRD-K61041538,0.6897,0.0051923637528409625,5,347,0.7153112763106592
BRD:BRD-K61043483-001-01-5,,BRD-K61043483,-0.1995,0.5417453365232525,5,346,0.9489392100947837
BRD:BRD-K61097567-001-08-5,,BRD-K61097567,-0.0543,0.8301192569525254,4,404,0.9861667732013165
BRD:BRD-K61120504-001-01-6,NSC-636819,BRD-K61120504,-0.1738,0.31811523415469994,6,573,0.9304292892047283
BRD:BRD-K61128465-001-09-9,,BRD-K61128465,0.3489,0.4574951706656381,5,408,0.9434873665100119
BRD:BRD-K61177364-003-02-9,,BRD-K61177364,-0.6832,0.28389494046106756,5,408,0.9304292892047283
BRD:BRD-K61192372-001-05-5,,BRD-K61192372,0.2132,0.7932668488163315,4,387,0.9821449461762252
BRD:BRD-K61192372-001-08-9,,BRD-K61192372,-0.0105,0.974222863440157,5,408,0.9945119575523953
BRD:BRD-K61195623-001-01-4,,BRD-K61195623,-0.6313,0.27851892889241125,5,410,0.9304292892047283
BRD:BRD-K61228301-001-01-2,,BRD-K61228301,0.4647,0.14966317749784883,5,408,0.9269899137089833
BRD:BRD-K61230716-236-03-5,sodium-nitrite,BRD-K61230716,0.0275,0.9354348206178048,6,573,0.9927523804716867
BRD:BRD-K61236135-001-08-2,,BRD-K61236135,-0.4605,0.39100680709966945,4,401,0.9371420518042609
BRD:BRD-K61237927-001-01-7,,BRD-K61237927,0.8799,0.04081752924490627,5,408,0.8801857767701565
BRD:BRD-K61250484-001-02-3,,BRD-K61250484,0.4401,0.4378933276883632,5,407,0.9434873665100119
BRD:BRD-K61250553-003-32-2,,BRD-K61250553,0.1278,0.7225253725601201,5,410,0.9765062919614045
BRD:BRD-K61269089-001-05-5,,BRD-K61269089,0.4157,0.028742946234267392,4,401,0.8771638233249642
BRD:BRD-K61279411-001-02-0,,BRD-K61279411,0.7226,0.1744971421421184,4,387,0.9272823578897382
BRD:BRD-K61295575-001-03-6,,BRD-K61295575,0.0738,0.8588392899778683,5,410,0.9885932434166191
BRD:BRD-K61314889-001-04-4,,BRD-K61314889,-0.1108,0.8316579081055566,5,410,0.9861667732013165
BRD:BRD-K61314889-001-05-1,,BRD-K61314889,-0.2168,0.19928296575152213,4,408,0.9292220147271063
BRD:BRD-K61323504-001-04-0,,BRD-K61323504,-0.1852,0.38676201766787754,4,404,0.9371420518042609
BRD:BRD-K61337602-003-02-1,,BRD-K61337602,0.3215,0.43402151522055266,5,407,0.9421697552265623
BRD:BRD-K61339991-003-01-8,,BRD-K61339991,-0.5405,0.19834356978639175,5,347,0.9290982884016107
BRD:BRD-K61397605-001-03-4,,BRD-K61397605,-0.28,0.6721561625399345,5,406,0.9653680037912731
BRD:BRD-K61443506-239-01-6,esomeprazole,BRD-K61443506,0.5643,0.23839594806307596,5,411,0.930099219237979
BRD:BRD-K61443506-239-03-9,esomeprazole,BRD-K61443506,-0.3943,0.46714542276435916,6,573,0.9434873665100119
BRD:BRD-K61443650-236-13-1,,BRD-K61443650,0.4315,0.14295026361200075,5,411,0.9269899137089833
BRD:BRD-K61452026-001-04-6,,BRD-K61452026,0.2574,0.2577171579406847,5,410,0.930099219237979
BRD:BRD-K61496577-001-19-4,,BRD-K61496577,-0.0937,0.8069463408509717,5,395,0.9852842392336087
BRD:BRD-K61496577-001-20-2,,BRD-K61496577,0.3716,0.11251995887973194,5,408,0.9269899137089833
BRD:BRD-K61524559-001-04-7,,BRD-K61524559,0.0727,0.8121381088289774,6,573,0.9858345094976283
BRD:BRD-K61536264-001-01-3,,BRD-K61536264,0.1219,0.7453577633944115,5,395,0.9770260133587234
BRD:BRD-K61536336-001-01-7,,BRD-K61536336,-1.102,0.056895495516053156,5,408,0.9076877849609511
BRD:BRD-K61560897-003-01-4,,BRD-K61560897,0.2687,0.31326851815464907,5,346,0.9304292892047283
BRD:BRD-K61567297-001-01-9,,BRD-K61567297,0.3455,0.5268629438253283,5,410,0.9468695981209869
BRD:BRD-K61585876-001-01-0,,BRD-K61585876,0.1296,0.7117196169048501,5,410,0.974238201712013
BRD:BRD-K61642990-001-01-0,,BRD-K61642990,0.4743,0.2896120568360842,4,408,0.9304292892047283
BRD:BRD-K61665160-001-01-5,,BRD-K61665160,0.914,0.3117938500391232,4,408,0.9304292892047283
BRD:BRD-K61688984-001-02-9,,BRD-K61688984,-0.2888,0.524569127992411,5,408,0.9467901060788066
BRD:BRD-K61691541-001-01-1,,BRD-K61691541,0.1716,0.8497562189762123,5,407,0.9873263344997008
BRD:BRD-K61693562-300-01-7,,BRD-K61693562,0.0715,0.832259921121936,5,407,0.9861667732013165
BRD:BRD-K61717546-001-04-3,,BRD-K61717546,-0.2732,0.3885818795656399,4,408,0.9371420518042609
BRD:BRD-K61717546-001-05-0,,BRD-K61717546,-0.1641,0.7353584287051118,5,392,0.9765062919614045
BRD:BRD-K61721596-001-01-0,JNJ-10397049,BRD-K61721596,0.0418,0.906968605385343,6,573,0.9913233755158685
BRD:BRD-K61734568-003-02-1,,BRD-K61734568,-0.4457,0.4756205057204152,5,407,0.9434873665100119
BRD:BRD-K61802864-001-08-8,,BRD-K61802864,0.9297,0.119144499357399,5,408,0.9269899137089833
BRD:BRD-K61845293-300-03-9,DDR1-IN-1,BRD-K61845293,0.5078,0.09023378060550429,6,573,0.9269899137089833
BRD:BRD-K61868322-050-01-7,,BRD-K61868322,0.2903,0.15968764986985334,5,408,0.9269899137089833
BRD:BRD-K61871885-001-01-3,WAY-316606,BRD-K61871885,-0.2227,0.5339319754880818,6,570,0.9484438093664831
BRD:BRD-K61915943-001-02-9,fumonisin-B1,BRD-K61915943,-0.0461,0.8905286202159396,6,571,0.9902942141782619
BRD:BRD-K61918008-001-07-1,,BRD-K61918008,-0.5842,0.394717814931902,5,347,0.9371420518042609
BRD:BRD-K61923022-001-02-4,,BRD-K61923022,0.0533,0.9174047521078804,5,396,0.9919073673268325
BRD:BRD-K61936403-001-01-7,,BRD-K61936403,0.3246,0.36650612755418405,4,408,0.9351543533933429
BRD:BRD-K61937613-001-01-1,,BRD-K61937613,-0.0822,0.6776206299171154,4,387,0.9662934597468331
BRD:BRD-K61951118-001-07-9,,BRD-K61951118,-0.4101,0.4443406194749308,5,410,0.9434873665100119
BRD:BRD-K61988078-001-01-2,,BRD-K61988078,-0.2567,0.6588642047439908,5,407,0.9629117413283894
BRD:BRD-K62008436-001-22-1,,BRD-K62008436,-0.702,0.3854118353072138,4,406,0.9371420518042609
BRD:BRD-K62012036-001-14-4,,BRD-K62012036,0.1773,0.7802850921977119,4,387,0.9800852578762286
BRD:BRD-K62040061-001-01-0,,BRD-K62040061,-0.5238,0.29526090731989457,5,395,0.9304292892047283
BRD:BRD-K62050508-001-01-0,,BRD-K62050508,0.4757,0.12883893079097858,5,395,0.9269899137089833
BRD:BRD-K62056274-332-01-8,,BRD-K62056274,0.2248,0.7072895642849643,5,410,0.9740153160263592
BRD:BRD-K62066682-300-01-0,,BRD-K62066682,-0.4432,0.13099454718448325,5,346,0.9269899137089833
BRD:BRD-K62186992-334-02-8,,BRD-K62186992,-0.7038,0.16476058495879456,4,401,0.9269899137089833
BRD:BRD-K62196610-001-01-6,,BRD-K62196610,-0.765,0.23493868933599243,4,404,0.930099219237979
BRD:BRD-K62200014-003-10-5,,BRD-K62200014,0.5567,0.18776625122601454,4,403,0.9283803268725414
BRD:BRD-K62213621-001-01-6,,BRD-K62213621,0.4278,0.31007882172427265,4,408,0.9304292892047283
BRD:BRD-K62240499-001-05-9,,BRD-K62240499,-0.0488,0.758935050072216,5,396,0.9800852578762286
BRD:BRD-K62277907-001-01-6,,BRD-K62277907,0.137,0.7426672660577852,4,404,0.9765125361216812
BRD:BRD-K62289640-003-05-9,lylamine,BRD-K62289640,0.7686,0.023073008616651132,6,573,0.8498777302338406
BRD:BRD-K62304154-001-04-2,,BRD-K62304154,-0.9295,0.18480794472177686,5,393,0.9283803268725414
BRD:BRD-K62309135-001-05-2,,BRD-K62309135,-0.3932,0.32066982668182226,5,395,0.9304292892047283
BRD:BRD-K62310379-001-10-5,,BRD-K62310379,-0.0767,0.8402619184267494,4,404,0.9865886909106547
BRD:BRD-K62326629-001-19-0,,BRD-K62326629,0.6164,0.20274404975763075,4,401,0.930099219237979
BRD:BRD-K62353271-001-04-7,,BRD-K62353271,0.1659,0.8149273491082382,4,371,0.9858345094976283
BRD:BRD-K62363391-001-24-9,,BRD-K62363391,0.3441,0.6790567776826036,5,407,0.9669245123807167
BRD:BRD-K62374002-001-01-5,,BRD-K62374002,-0.105,0.7741125469601496,5,396,0.9800852578762286
BRD:BRD-K62374253-001-07-8,,BRD-K62374253,-0.3104,0.2800677969069617,5,407,0.9304292892047283
BRD:BRD-K62378877-001-05-9,clanfenur,BRD-K62378877,-0.0606,0.8084027652873119,6,574,0.9854676438601163
BRD:BRD-K62384160-001-02-0,,BRD-K62384160,-0.315,0.47301234622059396,5,395,0.9434873665100119
BRD:BRD-K62387885-001-01-9,,BRD-K62387885,-0.0485,0.8823826780098536,5,406,0.9900870191174943
BRD:BRD-K62391742-001-03-0,,BRD-K62391742,0.1336,0.662613849362065,4,401,0.9630796269371619
BRD:BRD-K62398570-300-01-2,,BRD-K62398570,-0.3524,0.4513386229429409,5,389,0.9434873665100119
BRD:BRD-K62412084-001-07-1,,BRD-K62412084,-0.3869,0.4853200489474273,5,410,0.9435015442903811
BRD:BRD-K62414032-001-12-0,,BRD-K62414032,-0.3994,0.3240516123389809,5,410,0.9304292892047283
BRD:BRD-K62427771-001-01-0,,BRD-K62427771,0.6661,0.3642241199027464,4,408,0.9331356509660925
BRD:BRD-K62456038-003-07-1,,BRD-K62456038,-0.3635,0.11975685851698503,4,404,0.9269899137089833
BRD:BRD-K62490786-001-01-1,,BRD-K62490786,-0.5161,0.11034296227607142,5,396,0.9269899137089833
BRD:BRD-K62537556-001-02-5,,BRD-K62537556,-0.1514,0.7807384977521847,4,404,0.9800852578762286
BRD:BRD-K62562723-003-02-7,,BRD-K62562723,-0.0999,0.83866192531945,5,410,0.9865321896263912
BRD:BRD-K62581435-001-03-8,,BRD-K62581435,0.0712,0.8928641772717102,5,410,0.9902942141782619
BRD:BRD-K62594868-082-08-6,,BRD-K62594868,0.4313,0.24260223689325494,5,410,0.930099219237979
BRD:BRD-K62607075-001-04-9,9-anthracenecarboxylic-acid,BRD-K62607075,-0.1593,0.7407928914460494,6,571,0.9765062919614045
BRD:BRD-K62607865-001-09-7,,BRD-K62607865,0.1576,0.5472672121219386,5,393,0.9505884227759732
BRD:BRD-K62621335-001-01-7,,BRD-K62621335,0.2275,0.5799352832960746,5,408,0.9542522880458459
BRD:BRD-K62627508-001-01-5,,BRD-K62627508,-0.4281,0.5504967788958384,5,409,0.9505884227759732
BRD:BRD-K62676709-065-05-5,,BRD-K62676709,-0.0593,0.9167855599400854,5,410,0.9917836491772516
BRD:BRD-K62685538-001-01-7,,BRD-K62685538,0.6096,0.023280892168408597,4,404,0.8498777302338406
BRD:BRD-K62696033-001-01-4,,BRD-K62696033,-0.114,0.8023813655929689,5,408,0.9847218236109335
BRD:BRD-K62715847-003-02-9,SC-51089,BRD-K62715847,-0.2403,0.41531544924892283,6,571,0.9408575896975035
BRD:BRD-K62734952-001-01-0,,BRD-K62734952,0.246,0.38405294831140857,4,404,0.9371420518042609
BRD:BRD-K62736196-015-11-0,,BRD-K62736196,-0.7118,0.10138821255385466,4,387,0.9269899137089833
BRD:BRD-K62736196-015-13-6,,BRD-K62736196,-0.6163,0.07150063959295369,5,410,0.9269899137089833
BRD:BRD-K62737565-003-02-6,,BRD-K62737565,0.1779,0.5576460484537957,5,407,0.9505884227759732
BRD:BRD-K62738477-001-01-7,,BRD-K62738477,0.0134,0.9675611620666706,5,347,0.9936426202904622
BRD:BRD-K62762455-001-01-3,,BRD-K62762455,0.0958,0.7782203477669827,4,404,0.9800852578762286
BRD:BRD-K62779383-001-05-5,,BRD-K62779383,0.0519,0.7873223679274932,4,387,0.9811615639153047
BRD:BRD-K62782754-337-02-5,,BRD-K62782754,0.0231,0.9690587337727835,4,401,0.9938446630952643
BRD:BRD-K62810658-001-12-2,,BRD-K62810658,-0.0876,0.8515983850239645,5,407,0.9873263344997008
BRD:BRD-K62814476-001-03-3,,BRD-K62814476,-0.099,0.8803706910145322,4,408,0.9900870191174943
BRD:BRD-K62814487-001-03-0,SR-1664,BRD-K62814487,0.4904,0.3279205910287304,6,571,0.9304292892047283
BRD:BRD-K62858456-001-01-8,,BRD-K62858456,-0.3807,0.4865592905100875,5,407,0.9435015442903811
BRD:BRD-K62914667-001-13-9,,BRD-K62914667,0.4243,0.1940140829267966,5,346,0.9283803268725414
BRD:BRD-K62929068-001-16-5,,BRD-K62929068,-0.4651,0.35854093097576345,5,409,0.9331356509660925
BRD:BRD-K62965247-001-04-9,,BRD-K62965247,-0.1677,0.5585764753887492,5,407,0.9505884227759732
BRD:BRD-K62971431-001-01-9,,BRD-K62971431,0.0346,0.8988536945626895,5,396,0.9909405161567635
BRD:BRD-K62996583-001-10-3,,BRD-K62996583,-0.1881,0.5143386050793136,5,407,0.946625316402665
BRD:BRD-K63001556-001-08-8,,BRD-K63001556,-0.2001,0.671922053166805,5,406,0.9653680037912731
BRD:BRD-K63001556-001-09-6,,BRD-K63001556,1.2193,0.051483818704117335,5,392,0.8995378209109437
BRD:BRD-K63018010-001-01-7,,BRD-K63018010,0.5901,0.027559002811026162,5,396,0.8771638233249642
BRD:BRD-K63068307-001-08-9,,BRD-K63068307,-0.32,0.534454061160353,4,408,0.9484438093664831
BRD:BRD-K63123526-001-01-2,,BRD-K63123526,0.2735,0.5291517350169889,5,404,0.947318522056047
BRD:BRD-K63126190-003-01-6,,BRD-K63126190,-0.3647,0.4845044326331974,4,399,0.9435015442903811
BRD:BRD-K63150726-001-02-1,,BRD-K63150726,-0.0371,0.8401620600978444,5,410,0.9865886909106547
BRD:BRD-K63151507-001-02-4,,BRD-K63151507,0.4196,0.2681578896373677,4,401,0.9304292892047283
BRD:BRD-K63165456-001-10-8,,BRD-K63165456,-0.113,0.4699378471758953,4,408,0.9434873665100119
BRD:BRD-K63169195-001-01-5,,BRD-K63169195,0.0504,0.8654052817135179,4,408,0.9890948466328081
BRD:BRD-K63177377-001-01-8,,BRD-K63177377,-0.349,0.26171023142990546,5,394,0.930099219237979
BRD:BRD-K63178091-001-01-1,,BRD-K63178091,0.5865,0.02748031635803107,5,410,0.8771638233249642
BRD:BRD-K63247785-001-01-5,,BRD-K63247785,-0.0384,0.9400050210192237,5,346,0.992824554053612
BRD:BRD-K63253858-001-01-5,,BRD-K63253858,0.2639,0.3090696448219414,5,346,0.9304292892047283
BRD:BRD-K63343048-001-12-2,,BRD-K63343048,0.0209,0.9734672194531265,4,403,0.9945119575523953
BRD:BRD-K63430059-001-17-2,,BRD-K63430059,0.344,0.1299062827803069,4,396,0.9269899137089833
BRD:BRD-K63483542-300-01-6,,BRD-K63483542,-0.075,0.8295142072367199,5,346,0.9861667732013165
BRD:BRD-K63504947-001-15-4,,BRD-K63504947,0.0201,0.9755792036929979,4,404,0.9945119575523953
BRD:BRD-K63516691-003-02-0,,BRD-K63516691,0.3503,0.6324112101706211,4,406,0.9588228845632122
BRD:BRD-K63533170-001-02-9,,BRD-K63533170,0.0902,0.6760976526315996,5,407,0.9658587518835338
BRD:BRD-K63550407-001-12-7,,BRD-K63550407,0.5511,0.4277365245277994,5,406,0.941596657869533
BRD:BRD-K63550407-001-13-5,,BRD-K63550407,0.2218,0.5456600231490664,4,387,0.9497645622102437
BRD:BRD-K63630713-001-25-8,,BRD-K63630713,0.6407,0.4100162509092631,5,407,0.9371420518042609
BRD:BRD-K63631219-001-01-6,,BRD-K63631219,-0.0902,0.8068875937235938,5,347,0.9852842392336087
BRD:BRD-K63651590-001-01-3,,BRD-K63651590,0.6088,0.036281500915467994,5,347,0.8771638233249642
BRD:BRD-K63675182-003-23-6,,BRD-K63675182,-0.3071,0.5826461289160135,5,407,0.9542522880458459
BRD:BRD-K63712959-001-01-8,,BRD-K63712959,0.0105,0.9657788096775937,5,407,0.9936426202904622
BRD:BRD-K63736853-001-04-8,,BRD-K63736853,-0.6192,0.2800200577635071,4,401,0.9304292892047283
BRD:BRD-K63750851-001-20-7,,BRD-K63750851,-0.5736,0.4351285431430842,5,409,0.9421697552265623
BRD:BRD-K63772874-001-02-2,,BRD-K63772874,0.4551,0.3428729636027334,5,396,0.9331356509660925
BRD:BRD-K63784565-001-06-2,,BRD-K63784565,0.4964,0.7046454245900968,4,387,0.9740153160263592
BRD:BRD-K63792901-075-02-1,,BRD-K63792901,0.4843,0.13070498678709944,5,410,0.9269899137089833
BRD:BRD-K63806092-236-02-6,sitaxentan,BRD-K63806092,0.1106,0.7348679895699752,5,411,0.9765062919614045
BRD:BRD-K63806092-236-06-9,sitaxentan,BRD-K63806092,0.0798,0.8275203996201703,6,574,0.9861667732013165
BRD:BRD-K63828191-003-32-1,,BRD-K63828191,0.0571,0.9261869893798734,5,410,0.9926712234167461
BRD:BRD-K63861289-001-19-6,,BRD-K63861289,0.2326,0.5754016554461228,5,407,0.9542522880458459
BRD:BRD-K63874012-001-02-9,,BRD-K63874012,-0.4324,0.019154599851479992,5,410,0.825866031020689
BRD:BRD-K63915849-001-03-7,,BRD-K63915849,0.619,0.26401769407282943,5,408,0.930099219237979
BRD:BRD-K63919159-003-07-0,,BRD-K63919159,0.4935,0.0013428013175231022,4,398,0.4938761789068145
BRD:BRD-K63923597-001-10-0,,BRD-K63923597,0.2343,0.19346743660291574,4,406,0.9283803268725414
BRD:BRD-K63932022-001-01-5,,BRD-K63932022,0.303,0.5873771133162723,5,408,0.9545983563691878
BRD:BRD-K63979671-001-11-9,etifenin,BRD-K63979671,-0.7334,0.05374161107722031,6,573,0.8995378209109437
BRD:BRD-K64034691-001-01-9,,BRD-K64034691,0.5409,0.3002475712162704,5,395,0.9304292892047283
BRD:BRD-K64052750-001-17-5,,BRD-K64052750,0.4851,0.062498051523660246,4,404,0.9169130247888373
BRD:BRD-K64054020-001-03-5,,BRD-K64054020,0.0242,0.923902454104172,5,407,0.9920293101774591
BRD:BRD-K64103579-003-02-9,ZLN024,BRD-K64103579,-0.0171,0.9611459512295525,6,571,0.9936426202904622
BRD:BRD-K64114733-066-03-9,naquotinib,BRD-K64114733,0.2473,0.17837311072148307,6,573,0.9272823578897382
BRD:BRD-K64120610-001-01-4,,BRD-K64120610,0.0311,0.9366598965839256,5,396,0.9927523804716867
BRD:BRD-K64120610-046-01-9,,BRD-K64120610,0.153,0.6965615096019347,5,347,0.9723364401554815
BRD:BRD-K64137799-003-02-5,,BRD-K64137799,-0.265,0.7284244538428486,5,410,0.9765062919614045
BRD:BRD-K64157027-003-02-7,,BRD-K64157027,-0.4358,0.09388132101339218,5,406,0.9269899137089833
BRD:BRD-K64178227-001-09-0,,BRD-K64178227,-0.1375,0.7933202884012469,4,406,0.9821449461762252
BRD:BRD-K64191834-001-03-1,,BRD-K64191834,-0.6548,0.23428497959386618,4,401,0.930099219237979
BRD:BRD-K64338723-001-01-6,,BRD-K64338723,0.0602,0.7568992356518104,4,404,0.9800852578762286
BRD:BRD-K64341947-003-02-4,,BRD-K64341947,0.1208,0.653708377052658,5,408,0.9620180018481108
BRD:BRD-K64381438-001-03-8,,BRD-K64381438,-0.1017,0.668216841928755,4,403,0.9646026689303955
BRD:BRD-K64400208-001-08-3,,BRD-K64400208,-0.2269,0.7471863178682121,5,410,0.9790418946980239
BRD:BRD-K64422603-300-02-7,,BRD-K64422603,0.1324,0.7732408902704937,5,406,0.9800852578762286
BRD:BRD-K64451768-001-05-4,,BRD-K64451768,0.2779,0.5890400148941078,5,346,0.9545983563691878
BRD:BRD-K64452997-001-02-9,HA-130,BRD-K64452997,-0.3304,0.008671412247621937,6,573,0.718035233675036
BRD:BRD-K64514229-001-05-2,,BRD-K64514229,0.122,0.8401556142220709,5,407,0.9865886909106547
BRD:BRD-K64538373-001-01-4,,BRD-K64538373,-0.589,0.48002123783476275,5,407,0.9435015442903811
BRD:BRD-K64557645-001-02-4,,BRD-K64557645,-0.4666,0.4730823320302535,5,410,0.9434873665100119
BRD:BRD-K64614248-001-12-3,,BRD-K64614248,0.1555,0.7059215864517114,5,408,0.9740153160263592
BRD:BRD-K64636206-001-02-7,,BRD-K64636206,-0.261,0.19344600722414426,4,401,0.9283803268725414
BRD:BRD-K64642496-001-04-0,,BRD-K64642496,0.3086,0.5113528286298665,5,346,0.946625316402665
BRD:BRD-K64659768-001-12-8,,BRD-K64659768,0.5855,0.03608679340864631,5,408,0.8771638233249642
BRD:BRD-K64716392-001-01-3,,BRD-K64716392,-0.312,0.4762534360682976,5,408,0.9434873665100119
BRD:BRD-K64748124-300-06-9,GNTI,BRD-K64748124,0.0163,0.9756382025371514,6,573,0.9945119575523953
BRD:BRD-K64755930-003-03-2,,BRD-K64755930,0.0955,0.7733596489077742,5,410,0.9800852578762286
BRD:BRD-K64785675-001-04-0,,BRD-K64785675,-0.0539,0.8724229121617881,5,410,0.9900870191174943
BRD:BRD-K64800655-001-07-4,,BRD-K64800655,-0.4423,0.10128107473475942,5,410,0.9269899137089833
BRD:BRD-K64834129-001-19-6,,BRD-K64834129,0.2497,0.378770917276298,5,347,0.9371420518042609
BRD:BRD-K64835161-001-02-8,,BRD-K64835161,-0.1881,0.7092341414945169,5,408,0.974238201712013
BRD:BRD-K64838454-001-01-0,,BRD-K64838454,0.361,0.5250791194012031,4,404,0.9468695981209869
BRD:BRD-K64852730-001-01-7,,BRD-K64852730,0.4852,0.20476491706159813,5,346,0.930099219237979
BRD:BRD-K64857848-001-06-4,ERK5-IN-1,BRD-K64857848,0.2321,0.3051806149366337,6,571,0.9304292892047283
BRD:BRD-K64866502-001-03-9,,BRD-K64866502,-0.4187,0.381832853530075,4,406,0.9371420518042609
BRD:BRD-K64874225-001-04-7,,BRD-K64874225,-0.1753,0.4311977503845094,5,407,0.941596657869533
BRD:BRD-K64880136-001-02-6,,BRD-K64880136,-0.1048,0.8331980094314938,5,346,0.9861667732013165
BRD:BRD-K64881305-001-03-7,,BRD-K64881305,0.5255,0.09436685308049876,5,408,0.9269899137089833
BRD:BRD-K64888243-001-03-7,,BRD-K64888243,0.2113,0.33473223238617034,5,409,0.9330688191706135
BRD:BRD-K64890080-001-13-8,,BRD-K64890080,-0.2225,0.5896293748891713,4,404,0.9545983563691878
BRD:BRD-K64925568-001-01-8,,BRD-K64925568,-0.3674,0.6456227060947294,5,407,0.9600080633324578
BRD:BRD-K64931368-003-01-4,,BRD-K64931368,0.1356,0.7746760977558953,5,405,0.9800852578762286
BRD:BRD-K64973364-001-01-4,,BRD-K64973364,-0.1456,0.5913387957125004,5,347,0.9545983563691878
BRD:BRD-K64990126-004-01-1,,BRD-K64990126,-0.6716,0.4525321369732769,5,410,0.9434873665100119
BRD:BRD-K64990520-001-08-4,,BRD-K64990520,-0.1461,0.7539727068516426,4,405,0.9800852578762286
BRD:BRD-K64994968-001-32-5,,BRD-K64994968,-0.2124,0.6368379461623225,4,404,0.9596381834092698
BRD:BRD-K65059905-001-02-9,tafluprost,BRD-K65059905,-0.1601,0.7264889693174916,6,571,0.9765062919614045
BRD:BRD-K65146499-001-27-9,,BRD-K65146499,-0.0532,0.9264283451598425,5,385,0.9926712234167461
BRD:BRD-K65170927-001-01-6,,BRD-K65170927,-0.0782,0.7582685768452585,4,401,0.9800852578762286
BRD:BRD-K65230684-001-06-9,oxaceprol,BRD-K65230684,0.055,0.9089422971096484,6,573,0.9913233755158685
BRD:BRD-K65275554-001-04-7,,BRD-K65275554,-0.3366,0.4840486075995312,5,410,0.9435015442903811
BRD:BRD-K65285700-001-02-3,,BRD-K65285700,0.6077,0.19136968378712416,4,404,0.9283803268725414
BRD:BRD-K65359424-001-01-3,,BRD-K65359424,0.6004,0.25100351061603304,5,392,0.930099219237979
BRD:BRD-K65377893-001-07-4,,BRD-K65377893,0.1164,0.820932126157631,4,387,0.9858345094976283
BRD:BRD-K65417056-003-10-1,,BRD-K65417056,-0.1974,0.7740079847296835,5,407,0.9800852578762286
BRD:BRD-K65428967-001-08-4,,BRD-K65428967,-0.3337,0.34810934211225963,4,404,0.9331356509660925
BRD:BRD-K65480835-001-02-9,siremadlin,BRD-K65480835,-0.4821,0.24366666871116568,6,574,0.930099219237979
BRD:BRD-K65498798-001-01-7,,BRD-K65498798,-0.058,0.6705641627094014,5,396,0.9646026689303955
BRD:BRD-K65503129-001-06-3,,BRD-K65503129,-0.6973,0.3058771678110192,4,408,0.9304292892047283
BRD:BRD-K65508953-001-13-9,monocrotaline,BRD-K65508953,-0.0566,0.889604875451289,6,574,0.9902942141782619
BRD:BRD-K65518078-002-01-1,,BRD-K65518078,0.0964,0.8291039162268865,4,408,0.9861667732013165
BRD:BRD-K65544384-001-15-8,,BRD-K65544384,0.4719,0.24893663972929544,5,407,0.930099219237979
BRD:BRD-K65576800-001-01-6,,BRD-K65576800,-0.1389,0.5759246793073614,5,347,0.9542522880458459
BRD:BRD-K65639003-001-09-0,,BRD-K65639003,-0.714,0.09628979836257495,4,408,0.9269899137089833
BRD:BRD-K65667145-001-14-0,,BRD-K65667145,-0.5249,0.35812495728340044,4,373,0.9331356509660925
BRD:BRD-K65678996-001-05-5,,BRD-K65678996,-0.3065,0.43127623062949155,4,404,0.941596657869533
BRD:BRD-K65716359-001-02-1,,BRD-K65716359,0.1746,0.21100689882647766,4,406,0.930099219237979
BRD:BRD-K65781196-001-03-0,,BRD-K65781196,0.586,0.0893813183068441,4,404,0.9269899137089833
BRD:BRD-K65786282-001-07-5,,BRD-K65786282,-0.0645,0.7761586536355826,5,409,0.9800852578762286
BRD:BRD-K65814004-003-02-9,,BRD-K65814004,-0.5736,0.30398564248366294,4,406,0.9304292892047283
BRD:BRD-K65820248-001-01-8,,BRD-K65820248,0.2192,0.643620965171815,4,404,0.9600080633324578
BRD:BRD-K65840970-001-02-9,GW274150,BRD-K65840970,-0.0056,0.9901819824046568,6,574,0.9962203944501169
BRD:BRD-K65856711-001-04-4,,BRD-K65856711,0.2175,0.6245510023413687,4,404,0.9575059753103813
BRD:BRD-K65877271-001-01-8,,BRD-K65877271,0.1647,0.7235944181997,4,401,0.9765062919614045
BRD:BRD-K65890018-236-01-1,,BRD-K65890018,0.141,0.7641838953627895,5,408,0.9800852578762286
BRD:BRD-K65900713-003-01-0,,BRD-K65900713,0.4788,0.4254165157451106,5,395,0.9413916998667616
BRD:BRD-K65904673-001-01-4,,BRD-K65904673,0.0019,0.9872576978988973,5,409,0.9962203944501169
BRD:BRD-K65924316-001-03-1,,BRD-K65924316,0.0324,0.9147862179759322,4,406,0.9913233755158685
BRD:BRD-K65928735-001-04-3,,BRD-K65928735,0.1892,0.5914963669643353,5,407,0.9545983563691878
BRD:BRD-K65991129-001-02-9,,BRD-K65991129,-0.7647,0.35341703608004194,4,401,0.9331356509660925
BRD:BRD-K65992024-001-01-5,,BRD-K65992024,0.2803,0.4114774276812731,5,407,0.9371420518042609
BRD:BRD-K66030860-001-03-6,,BRD-K66030860,-0.5561,0.5157904378780004,4,408,0.946625316402665
BRD:BRD-K66035042-001-10-1,,BRD-K66035042,0.3021,0.15174914853858626,5,407,0.9269899137089833
BRD:BRD-K66093087-001-03-1,,BRD-K66093087,-0.485,0.2591862115390803,5,410,0.930099219237979
BRD:BRD-K66094457-001-01-5,,BRD-K66094457,0.5834,0.3028385094557533,5,393,0.9304292892047283
