gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score,uncorr_cohens_d,uncorr_pvalue,uncorr_fdr,uncorr_composite,was_significant,is_significant,lineage_artifact,fdr_change,rank_change
PDZRN3,0.0628,0.6483687586557891,67,585,0.0077,-0.0046,0.9988716805228369,0.0,-0.0031,0.9307028473562836,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,3766
DTX3L,0.0629,0.6706787081945784,67,585,0.0062,-0.0076,0.9988716805228369,0.0,0.0428,0.6902526257050352,0.987900326088462,0.0002,False,False,False,0.010971354434374914,1285
IFT74,0.0629,0.7295019380793402,67,585,-0.0047,-0.0071,0.9988716805228369,0.0,0.0673,0.691262161077093,0.987900326088462,0.0004,False,False,False,0.010971354434374914,16
CEP89,0.0629,0.9661374210561535,67,585,0.0017,0.0,0.9994885455847995,0.0,0.0064,0.6547826342939752,0.9851360850459384,0.0,False,False,False,0.014352460538861078,3271
SLC35F6,0.0629,0.9595885259497344,67,585,-0.0171,-0.003,0.9988716805228369,0.0,0.0136,0.6983441968261292,0.9886201045012536,0.0001,False,False,False,0.01025157602158333,2893
CCDC148,0.063,0.8910736379038939,67,585,0.0022,0.0012,0.9988716805228369,0.0,0.1031,0.7852205799169816,0.992898542535192,0.0003,False,False,False,0.005973137987644872,-1496
OTUD6B,0.063,0.8737814400025482,67,585,0.0077,0.0002,0.9988716805228369,0.0,0.0622,0.9552240850472548,0.9975610407095122,0.0001,False,False,False,0.0013106398133246877,270
INTS7,0.063,0.5600923292937122,67,585,0.0285,-0.011,0.9988716805228369,0.0,0.0211,0.7579849109037716,0.9914128545815925,0.0001,False,False,False,0.0074588259412444735,2484
PHB2,0.063,0.5153741172425091,67,585,0.017,0.0,0.9988716805228369,0.0,0.0647,0.518030608639735,0.9793104017325636,0.0006,False,False,False,0.019561278790273362,148
KIAA1143,0.063,0.861389317764129,67,585,-0.0077,-0.0047,0.9988716805228369,0.0,0.0652,0.6872273307443355,0.9873145795670764,0.0004,False,False,False,0.011557100955760569,120
LCLAT1,0.063,0.5323171011547925,67,585,0.0163,0.0005,0.9988716805228369,0.0,-0.0073,0.9176502157192408,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,3992
FAM187B,0.063,0.8153789257164281,67,585,0.01,0.0078,0.9988716805228369,0.0,0.1526,0.3819010642745848,0.9589413673375512,0.0028,False,False,False,0.039930313185285726,-3096
AFAP1L2,0.063,0.7074883143346566,67,585,-0.0018,-0.0026,0.9988716805228369,0.0,0.0889,0.49178793586742,0.9773106863644524,0.0009,False,False,False,0.021560994158384528,-943
FSAF1,0.063,0.4035097699182437,67,585,0.0183,0.0046,0.9988716805228369,0.0,-0.0119,0.7470683770152571,0.988903223701504,0.0001,False,False,False,0.00996845682133296,4250
TMEM116,0.0631,0.7325919001934176,67,585,0.0044,0.0015,0.9988716805228369,0.0,0.0616,0.7146297931971897,0.988903223701504,0.0003,False,False,False,0.00996845682133296,302
FAU,0.0631,0.5833706489644883,67,585,-0.0421,-0.0854,0.9988716805228369,0.0,0.0594,0.6612220742411619,0.9851360850459384,0.0004,False,False,False,0.01373559547689851,418
RNASE9,0.0631,0.8100667839735762,67,585,0.0085,0.01,0.9988716805228369,0.0,0.1254,0.4019699097735434,0.962205844034946,0.0021,False,False,False,0.0366658364878909,-2295
WDR93,0.0632,0.9743267012191381,67,585,-0.0061,0.001,0.9995795903169907,0.0,0.1168,0.6518191875335871,0.9851360850459384,0.0008,False,False,False,0.014443505271052315,-2019
ANXA5,0.0632,0.5951764722572617,67,585,0.0073,-0.0012,0.9988716805228369,0.0,0.0926,0.4069874126757901,0.9633915903220585,0.0015,False,False,False,0.03548009020077847,-1079
BTBD2,0.0632,0.7377514599504276,67,585,-0.0108,-0.0012,0.9988716805228369,0.0,0.082,0.6473843210784793,0.9851360850459384,0.0005,False,False,False,0.01373559547689851,-644
GTF2H1,0.0632,0.5693494943974434,67,585,0.003,-0.0083,0.9988716805228369,0.0,0.0458,0.5740053233705011,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,1146
TPSD1,0.0632,0.6478764557856976,67,585,0.0002,-0.0012,0.9988716805228369,0.0,0.0772,0.6109249332939826,0.9823944221865752,0.0006,False,False,False,0.01647725833626168,-424
ARMCX5,0.0632,0.2829773102674843,67,585,0.005,-0.0106,0.9988716805228369,0.0,0.0636,0.2658439272114238,0.9317321247622332,0.002,False,False,False,0.06713955576060371,212
SLC16A14,0.0632,0.2907230212927031,67,585,0.0126,0.0011,0.9988716805228369,0.0,0.0785,0.233754230164912,0.9179596791089212,0.0029,False,False,False,0.08091200141391575,-487
TMEM31,0.0632,0.47131882175092776,67,585,0.0007,-0.002,0.9988716805228369,0.0,0.0337,0.5782109110875138,0.9823944221865752,0.0003,False,False,False,0.01647725833626168,1763
LIM2,0.0632,0.6988510593552093,67,585,-0.0043,-0.0053,0.9988716805228369,0.0,0.0067,0.9133040906776492,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,3278
OPRM1,0.0632,0.7679035903097974,67,585,0.0051,0.0,0.9988716805228369,0.0,-0.0166,0.7090165012926759,0.988635996854372,0.0001,False,False,False,0.010235683668464945,4534
ALDH5A1,0.0633,0.7044355023670894,67,585,0.0098,0.0036,0.9988716805228369,0.0,-0.0285,0.7274444088148329,0.988903223701504,0.0001,False,False,False,0.00996845682133296,5197
EPHA10,0.0633,0.5287268578043403,67,585,0.0084,-0.0008,0.9988716805228369,0.0,0.0561,0.6234613406894979,0.9836590673034216,0.0004,False,False,False,0.01521261321941536,614
FBXO3,0.0633,0.8597753991528272,67,585,0.0207,0.0071,0.9988716805228369,0.0,0.0355,0.948679978384844,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,1689
OR1L6,0.0633,0.30353398895151784,61,552,0.0094,-0.0036,0.9988716805228369,0.0,0.051,0.3042506682752609,0.9393476063473823,0.0014,False,False,False,0.05952407417545458,878
TAS2R30,0.0633,0.6726763099869132,67,585,-0.003,0.0005,0.9988716805228369,0.0,-0.0074,0.953042358872342,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,4022
DOHH,0.0633,0.39851807271236606,67,585,0.017,-0.0066,0.9988716805228369,0.0,0.0309,0.5323171189053908,0.9796454175630602,0.0003,False,False,False,0.019226262959776697,1936
DAXX,0.0633,0.963954180354926,67,585,0.0422,0.0335,0.9993444962964951,0.0,0.1623,0.22578599065873,0.9175875627810612,0.0061,False,False,False,0.0817569335154339,-3334
CEBPZ,0.0633,0.5637864303681979,67,585,0.0237,-0.0165,0.9988716805228369,0.0,0.0385,0.7810123903713648,0.992229925729697,0.0001,False,False,False,0.006641754793139887,1535
DENND2B,0.0633,0.9519516246326516,67,585,0.0019,-0.0021,0.9988716805228369,0.0,0.0964,0.6195921229670216,0.983003570777001,0.0007,False,False,False,0.015868109745835968,-1210
PRR23A,0.0633,0.3733865884829958,67,585,0.0205,-0.0046,0.9988716805228369,0.0,0.004,0.7658122327572676,0.9919488452605149,0.0,False,False,False,0.006922835262322069,3432
TAS2R40,0.0633,0.6821962917429529,67,585,-0.0004,0.0016,0.9988716805228369,0.0,0.0889,0.4575235019598146,0.9743602883959254,0.001,False,False,False,0.024511392126911558,-920
IRAK2,0.0634,0.8159106112669323,67,585,0.0001,-0.0041,0.9988716805228369,0.0,0.0877,0.7279586104270839,0.988903223701504,0.0004,False,False,False,0.00996845682133296,-855
CDK5RAP3,0.0634,0.5885517625948661,67,585,0.0166,0.0102,0.9988716805228369,0.0,0.0432,0.6468923262709183,0.9851360850459384,0.0003,False,False,False,0.01373559547689851,1301
ZNF569,0.0634,0.6622149878079737,67,585,0.0129,0.0084,0.9988716805228369,0.0,0.0679,0.5596314099200941,0.9823944221865752,0.0005,False,False,False,0.01647725833626168,31
BPHL,0.0634,0.7382680708300341,67,585,0.0027,0.001,0.9988716805228369,0.0,-0.0013,0.7658122327572676,0.9919488452605149,0.0,False,False,False,0.006922835262322069,3719
GPD2,0.0634,0.6547826203174691,67,585,0.0051,0.0,0.9988716805228369,0.0,0.0296,0.6857165556109943,0.987121351851376,0.0002,False,False,False,0.011750328671460974,2016
PSCA,0.0634,0.4062130462509532,67,585,0.0162,-0.0022,0.9988716805228369,0.0,-0.0263,0.7726153379046257,0.9919488452605149,0.0001,False,False,False,0.006922835262322069,5092
B4GALT4,0.0635,0.907332421926121,67,585,-0.022,0.002,0.9988716805228369,0.0,0.0075,0.5829007110075902,0.9823944221865752,0.0001,False,False,False,0.01647725833626168,3254
CRYBA2,0.0635,0.514932060289766,67,585,-0.0001,-0.004,0.9988716805228369,0.0,0.0689,0.5390819315769881,0.980777793381442,0.0006,False,False,False,0.018093887141394926,-13
OSBP,0.0635,0.6104449868306459,67,585,0.0113,-0.0051,0.9988716805228369,0.0,0.0333,0.8047633853577935,0.9935679037459302,0.0001,False,False,False,0.005303776776906743,1809
VPS52,0.0635,0.48320161698014286,67,585,0.0888,0.003,0.9988716805228369,0.0,0.1855,0.1612273933394706,0.894206121240349,0.009,False,False,False,0.10466555928248789,-3798
SLC39A11,0.0635,0.3819010436652419,67,585,0.0154,0.0,0.9988716805228369,0.0,0.0598,0.3897782510315882,0.9601966365350418,0.0011,False,False,False,0.03867504398779509,426
KIAA1614,0.0635,0.5730727030445915,67,585,0.0086,0.0047,0.9988716805228369,0.0,0.14,0.2294800410871255,0.9175875627810612,0.0052,False,False,False,0.08128411774177569,-2719
RHOB,0.0635,0.8543999366068763,67,585,-0.0007,0.0,0.9988716805228369,0.0,-0.0078,0.5413464044972294,0.9813853380891536,0.0001,False,False,False,0.0174863424336833,4065
PPCDC,0.0636,0.6326923149967083,67,585,0.0668,0.0464,0.9988716805228369,0.0,0.1723,0.4386774608831323,0.9685901835143516,0.0024,False,False,False,0.03028149700848537,-3532
NAPSA,0.0636,0.9013659902906934,67,585,0.0028,-0.0024,0.9988716805228369,0.0,0.0804,0.982518689462896,0.9983658360500032,0.0001,False,False,False,0.0005058444728337497,-537
OR8I2,0.0636,0.8833794416787626,61,570,0.0127,0.0089,0.9988716805228369,0.0,0.0557,0.8664913854593095,0.9951664807975446,0.0001,False,False,False,0.003705199725292374,658
HES1,0.0636,0.8597753991528272,67,585,0.0104,0.0128,0.9988716805228369,0.0,0.0175,0.5541145732220016,0.9823944221865752,0.0001,False,False,False,0.01647725833626168,2755
SAP30,0.0636,0.6478764557856976,67,585,-0.002,-0.0029,0.9988716805228369,0.0,0.0654,0.7747121489206381,0.9919488452605149,0.0002,False,False,False,0.006922835262322069,156
IFFO1,0.0637,0.8678507158285289,67,585,-0.003,0.0024,0.9988716805228369,0.0,-0.0173,0.4717404325680001,0.9773106863644524,0.0002,False,False,False,0.021560994158384528,4607
R3HDM4,0.0637,0.8201671273093775,67,585,0.0043,-0.0034,0.9988716805228369,0.0,0.01,0.8265618155040316,0.9944547156000132,0.0,False,False,False,0.0044169649228237295,3131
ZNF337,0.0637,0.8716239742417211,67,585,0.0017,0.0084,0.9988716805228369,0.0,0.0592,0.9666832729793192,0.9979043044209654,0.0001,False,False,False,0.0009673761018714755,475
C5orf52,0.0637,0.9040773345797901,67,585,0.0023,0.0119,0.9988716805228369,0.0,0.0445,0.829229690319278,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,1255
ARL2BP,0.0637,0.392046877108586,67,585,0.0162,0.0049,0.9988716805228369,0.0,0.0206,0.574471894647102,0.9823944221865752,0.0002,False,False,False,0.01647725833626168,2560
F10,0.0637,0.49049477370355477,67,585,0.0232,-0.0004,0.9988716805228369,0.0,0.0559,0.4286250470564779,0.9677254745366036,0.0008,False,False,False,0.0311462059862333,656
EEF1D,0.0637,0.5078860297682778,67,585,0.0211,0.0156,0.9988716805228369,0.0,0.0404,0.7034189648794722,0.9886201045012536,0.0002,False,False,False,0.01025157602158333,1473
NRBP2,0.0637,0.5171443132644753,67,585,0.0223,0.0057,0.9988716805228369,0.0,0.0801,0.4978467210417828,0.9773106863644524,0.0008,False,False,False,0.021560994158384528,-517
AGFG1,0.0637,0.5582496889137947,67,585,0.0228,0.0146,0.9988716805228369,0.0,0.1616,0.187698375085845,0.8995271344185874,0.0074,False,False,False,0.09934454610424948,-3290
IL26,0.0637,0.9105890663257967,67,585,-0.011,-0.0021,0.9988716805228369,0.0,0.0952,0.6224930559729518,0.9835874510943056,0.0007,False,False,False,0.01528422942853136,-1136
MAPRE1,0.0638,0.5890238249448707,67,585,0.0265,0.0166,0.9988716805228369,0.0,0.0846,0.5287268756492294,0.9793628981094148,0.0008,False,False,False,0.019508782413422132,-700
ABHD14A,0.0638,0.8565493252421477,67,585,-0.0031,0.0009,0.9988716805228369,0.0,0.1163,0.4802157739320178,0.9773106863644524,0.0012,False,False,False,0.021560994158384528,-1955
CNPY4,0.0638,0.5857230651170898,67,585,0.0107,0.005,0.9988716805228369,0.0,0.0319,0.8052933262830182,0.9935679037459302,0.0001,False,False,False,0.005303776776906743,1899
ITIH4,0.0638,0.9808801160620194,67,585,-0.0041,0.0025,0.9996544161134269,0.0,0.0551,0.9154768373556044,0.9975610407095122,0.0001,False,False,False,0.0020933754039146324,708
TMEM71,0.0638,0.7889078979803401,67,585,0.0092,0.0086,0.9988716805228369,0.0,0.0451,0.8872862511066817,0.9961234093825128,0.0001,False,False,False,0.0027482711403241655,1236
EXT1,0.0638,0.6346430582913207,67,585,0.0498,0.016,0.9988716805228369,0.0,0.0542,0.9040773387127126,0.9970947017753858,0.0001,False,False,False,0.0017769787474510856,766
WHAMM,0.0638,0.6912621483983186,67,585,0.0401,0.0107,0.9988716805228369,0.0,0.0353,0.8651573737793342,0.9951664807975446,0.0001,False,False,False,0.003705199725292374,1737
PVR,0.0638,0.8710847563544558,67,585,0.0082,0.0062,0.9988716805228369,0.0,0.0241,0.8345713224992349,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,2346
FHL2,0.0638,0.6661926240190199,67,585,0.004,0.0006,0.9988716805228369,0.0,0.108,0.4054396007401312,0.9623208477623189,0.0018,False,False,False,0.03655083276051807,-1627
PRR12,0.0639,0.4342377823918181,67,585,0.0193,-0.0024,0.9988716805228369,0.0,0.0901,0.3157991402183168,0.942520063980189,0.0023,False,False,False,0.056351616542647975,-918
MEDAG,0.0639,0.819102496332063,67,585,0.0037,0.004,0.9988716805228369,0.0,0.1498,0.2661382211774574,0.9317321247622332,0.0046,False,False,False,0.06713955576060371,-2959
PEX5L,0.0639,0.6867235870350291,67,585,0.016,0.0105,0.9988716805228369,0.0,0.041,0.7626783839724598,0.9919189165888284,0.0001,False,False,False,0.006952763934008566,1458
VASH1,0.0639,0.7910170729363519,67,585,0.0004,0.006,0.9988716805228369,0.0,0.0405,0.8619274255391943,0.9951664807975446,0.0001,False,False,False,0.003705199725292374,1486
VDAC1,0.0639,0.525595538041672,67,585,0.0344,0.0111,0.9988716805228369,0.0,0.0534,0.5468004474795856,0.9823343175790452,0.0004,False,False,False,0.01653736294379171,805
RNF112,0.0639,0.8404559306509296,67,585,0.0007,-0.0006,0.9988716805228369,0.0,0.0856,0.6922722456547583,0.9881494695777322,0.0004,False,False,False,0.010722210945104726,-737
ZSCAN21,0.0639,0.6424713237580928,67,585,0.0306,0.0116,0.9988716805228369,0.0,0.0314,0.7553812628579362,0.9914128545815925,0.0001,False,False,False,0.0074588259412444735,1945
KRTAP15-1,0.0639,0.33602738463962867,67,585,0.0104,-0.0081,0.9988716805228369,0.0,0.0028,0.6892436411322361,0.9877703493329556,0.0,False,False,False,0.011101331189881325,3531
TRIM35,0.0639,0.5509087402587578,67,585,0.0083,-0.0029,0.9988716805228369,0.0,0.0146,0.9334246113730884,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,2918
DCUN1D5,0.064,0.8899912685120459,67,585,0.0018,0.0052,0.9988716805228369,0.0,0.0216,0.8351059100920153,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,2525
ANO7,0.064,0.4965450557853436,67,585,-0.0036,-0.0074,0.9988716805228369,0.0,0.0332,0.5735389316561141,0.9823944221865752,0.0003,False,False,False,0.01647725833626168,1854
CASP1,0.064,0.4529759146695157,67,585,0.0276,-0.0041,0.9988716805228369,0.0,0.023,0.6786829560223192,0.9868289567495748,0.0001,False,False,False,0.012042723773262098,2445
TMEM38B,0.064,0.5083249195806304,67,585,0.0171,0.0,0.9988716805228369,0.0,0.0451,0.5819613326838455,0.9823944221865752,0.0003,False,False,False,0.01647725833626168,1252
FUT2,0.0641,0.5242564532606518,67,585,0.0253,-0.0,0.9988716805228369,0.0,0.0836,0.3950841891513282,0.9603915689894706,0.0015,False,False,False,0.03848011153336628,-645
CEBPG,0.0641,0.5220285369767688,67,585,0.0192,0.0057,0.9988716805228369,0.0,0.0496,0.5354686757821772,0.9798437417542828,0.0004,False,False,False,0.01902793876855413,1000
AIM2,0.0641,0.7559017610621441,67,585,0.0033,0.0046,0.9988716805228369,0.0,0.1063,0.4900641512851388,0.9773106863644524,0.0011,False,False,False,0.021560994158384528,-1532
VGLL2,0.0641,0.907332421926121,67,585,0.0114,0.0056,0.9988716805228369,0.0,0.0549,0.9258057351147864,0.9975610407095122,0.0001,False,False,False,0.0013106398133246877,746
SLC13A3,0.0641,0.6473843068471807,67,585,0.0008,0.0,0.9988716805228369,0.0,0.0348,0.7621564522912738,0.9918156140528944,0.0001,False,False,False,0.007056066469942501,1786
DEPDC7,0.0641,0.788380845240277,67,585,-0.0013,-0.0011,0.9988716805228369,0.0,0.0861,0.5670283849839052,0.9823944221865752,0.0007,False,False,False,0.01647725833626168,-743
GOLGA7,0.0641,0.8851231718437018,67,585,-0.022,0.0067,0.9988716805228369,0.0,0.1534,0.2717724343229338,0.9317321247622332,0.0047,False,False,False,0.06713955576060371,-3036
MRPL27,0.0641,0.4700552945975571,67,585,0.0424,0.0085,0.9988716805228369,0.0,0.0571,0.5206941457136489,0.9793104017325636,0.0005,False,False,False,0.019561278790273362,625
NUMB,0.0641,0.5642490171086496,67,585,-0.0017,-0.0041,0.9988716805228369,0.0,0.0464,0.6004053716055957,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,1184
SGO2,0.0641,0.8180381987388763,67,585,0.0108,0.0226,0.9988716805228369,0.0,-0.0009,0.8042335341207646,0.9935679037459302,0.0,False,False,False,0.005303776776906743,3752
MYH14,0.0642,0.8420623889318688,67,585,0.0039,0.0,0.9988716805228369,0.0,0.0796,0.7377514708865194,0.988903223701504,0.0004,False,False,False,0.00996845682133296,-456
EFEMP2,0.0642,0.6897480517353051,67,585,0.0042,0.0055,0.9988716805228369,0.0,0.0357,0.990166224956648,0.9992276762239096,0.0,False,False,False,-0.00035599570107269773,1749
POLR1A,0.0642,0.6892436283799486,67,585,0.0206,0.0058,0.9988716805228369,0.0,0.0024,0.8780991776978786,0.9958888902424652,0.0,False,False,False,0.0029827902803717388,3578
IQGAP3,0.0642,0.5966004691436454,67,585,0.0222,0.0086,0.9988716805228369,0.0,0.0781,0.5399871508610035,0.9809603233571884,0.0007,False,False,False,0.01791135716564851,-386
SLC6A17,0.0642,0.7689499090818632,67,585,0.0163,-0.0005,0.9988716805228369,0.0,0.1126,0.4583530774981669,0.9743602883959254,0.0013,False,False,False,0.024511392126911558,-1789
GAA,0.0642,0.5109624296902369,67,585,0.0233,0.0014,0.9988716805228369,0.0,-0.0194,0.8829609582447508,0.9960599523300804,0.0,False,False,False,0.0028117281927565463,4761
NGFR,0.0642,0.3845158560475578,67,585,0.028,0.0069,0.9988716805228369,0.0,0.0361,0.6066115940074437,0.9823944221865752,0.0003,False,False,False,0.01647725833626168,1729
GRIPAP1,0.0643,0.6493538254595181,67,585,0.0139,0.0012,0.9988716805228369,0.0,0.1019,0.517587371852952,0.9793104017325636,0.0009,False,False,False,0.019561278790273362,-1349
CFB,0.0643,0.8640804654601174,67,585,0.0029,0.0084,0.9988716805228369,0.0,0.0911,0.5674922472349406,0.9823944221865752,0.0007,False,False,False,0.01647725833626168,-929
RPL3,0.0643,0.7212836087574959,67,585,0.0301,-0.0044,0.9988716805228369,0.0,0.0076,0.953042358872342,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,3306
MYO1G,0.0644,0.8217646947295476,67,585,0.0082,0.0046,0.9988716805228369,0.0,0.1268,0.5614762584743873,0.9823944221865752,0.001,False,False,False,0.01647725833626168,-2247
CAP1,0.0644,0.8770193941647295,67,585,0.0364,0.024,0.9988716805228369,0.0,0.1531,0.3602977406083529,0.9507420729631676,0.0034,False,False,False,0.04812960755966933,-3010
UPK3B,0.0644,0.6478764557856976,67,585,0.001,-0.0101,0.9988716805228369,0.0,0.0175,0.960679832771254,0.9975894567911704,0.0,False,False,False,0.001282223731666532,2811
CPA3,0.0644,0.6483687586557891,67,585,0.0073,-0.0035,0.9988716805228369,0.0,0.0826,0.5004554526907814,0.9773106863644524,0.0008,False,False,False,0.021560994158384528,-576
SEPTIN11,0.0645,0.5827118117058976,61,570,0.0093,0.0051,0.9988716805228369,0.0,0.0537,0.7503872899861082,0.9904953902992824,0.0002,False,False,False,0.008376290223554572,825
TAF1B,0.0645,0.6138080096949194,67,585,-0.0099,-0.009,0.9988716805228369,0.0,0.0577,0.5490809684071634,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,612
GNG12,0.0645,0.814847325164556,67,585,-0.0043,0.0028,0.9988716805228369,0.0,0.0588,0.979241624980754,0.9983658360500032,0.0,False,False,False,0.0005058444728337497,545
TMEM243,0.0646,0.28791829489614196,67,585,0.0126,0.0017,0.9988716805228369,0.0,0.066,0.2829773311090849,0.9354612676893624,0.0019,False,False,False,0.06341041283347448,196
ZNF704,0.0646,0.36607904443115147,67,585,0.0141,-0.0056,0.9988716805228369,0.0,0.0347,0.4969787549147426,0.9773106863644524,0.0003,False,False,False,0.021560994158384528,1818
PLCL1,0.0646,0.907332421926121,67,585,0.0018,0.0,0.9988716805228369,0.0,0.0839,0.7899623019989537,0.993302184314158,0.0002,False,False,False,0.00556949620867897,-628
ACADL,0.0646,0.612846312441869,67,585,0.0044,0.0025,0.9988716805228369,0.0,0.0358,0.686723599878826,0.9873145795670764,0.0002,False,False,False,0.011557100955760569,1762
OR6N2,0.0646,0.7016022100710353,61,570,-0.0156,0.0,0.9988716805228369,0.0,0.1649,0.3034690223885925,0.9393476063473823,0.0045,False,False,False,0.05952407417545458,-3316
CDCP2,0.0646,0.3161295649455256,67,585,0.0048,-0.0068,0.9988716805228369,0.0,0.1196,0.1471781282002697,0.8922470905174421,0.0059,False,False,False,0.10662459000539481,-2010
UCMA,0.0646,0.5937540288030807,67,585,0.0284,0.0048,0.9988716805228369,0.0,0.0666,0.6390415170385523,0.9850974417140888,0.0004,False,False,False,0.013774238808748174,167
TET2,0.0646,0.7920722355957808,67,585,-0.0002,-0.0031,0.9988716805228369,0.0,0.0476,0.9503156978573044,0.9975610407095122,0.0001,False,False,False,0.0013106398133246877,1136
STOX1,0.0647,0.9410495886935323,67,585,-0.0008,0.008,0.9988716805228369,0.0,0.0652,0.960679832771254,0.9975894567911704,0.0001,False,False,False,0.001282223731666532,235
NFIL3,0.0647,0.9694127530091555,67,585,-0.0021,0.0098,0.9994885455847995,0.0,0.1248,0.66370550611275,0.9851360850459384,0.0008,False,False,False,0.014352460538861078,-2167
CRIP3,0.0647,0.6370850588234649,67,585,-0.0027,0.0018,0.9988716805228369,0.0,0.11,0.364628335504045,0.9529442769163432,0.0023,False,False,False,0.04592740360649372,-1667
ZBTB44,0.0648,0.7029108763815982,67,585,0.008,0.0003,0.9988716805228369,0.0,0.0612,0.6953057786410234,0.9884311331492306,0.0003,False,False,False,0.010440547373606335,429
TRIM11,0.0648,0.5587100725884431,67,585,0.0002,0.0008,0.9988716805228369,0.0,0.1291,0.3675333906613591,0.9538817707074796,0.0026,False,False,False,0.04498990981535733,-2308
ALG12,0.0648,0.8052933180225216,67,585,0.0318,0.0299,0.9988716805228369,0.0,0.1277,0.5305204553767491,0.979586271790803,0.0011,False,False,False,0.019285408732033882,-2259
CACNA2D1,0.0648,0.5318676466017632,67,585,0.0122,0.0074,0.9988716805228369,0.0,0.0508,0.6118852967916879,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,985
XPC,0.0648,0.6181438553752452,67,585,0.0085,-0.0021,0.9988716805228369,0.0,0.0787,0.4751206381673416,0.9773106863644524,0.0008,False,False,False,0.021560994158384528,-392
ATP5MC2,0.0649,0.2670224274936923,67,585,0.0187,-0.0038,0.9988716805228369,0.0,0.0408,0.4058262235944089,0.9623208477623189,0.0007,False,False,False,0.03655083276051807,1526
FGF19,0.0649,0.5327667479332749,67,585,0.0138,0.0094,0.9988716805228369,0.0,0.0565,0.518917670749475,0.9793104017325636,0.0005,False,False,False,0.019561278790273362,697
OR2L3,0.0649,0.4614942344550187,61,570,0.0164,0.0009,0.9988716805228369,0.0,0.0491,0.5511863650825277,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,1066
HSPBP1,0.0649,0.7705201760432492,67,585,-0.0046,0.0051,0.9988716805228369,0.0,-0.0078,0.8431337335982803,0.9949424194863864,0.0,False,False,False,0.0039292610364505265,4152
SLC38A2,0.0649,0.8959467836157886,67,585,0.0153,0.0232,0.9988716805228369,0.0,0.143,0.3194465220309318,0.942520063980189,0.0037,False,False,False,0.056351616542647975,-2720
NTNG2,0.0649,0.5545732740049425,67,585,-0.0013,-0.0029,0.9988716805228369,0.0,0.1023,0.4008173162656255,0.962205844034946,0.0017,False,False,False,0.0366658364878909,-1337
GGCX,0.065,0.8318995287687971,67,585,0.007,0.0048,0.9988716805228369,0.0,0.0417,0.9481347862779868,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,1485
OTOG,0.065,0.5065705544294203,67,585,0.0191,0.0014,0.9988716805228369,0.0,0.0798,0.5017625317436569,0.9781578860281378,0.0008,False,False,False,0.020713794494699123,-426
TRIM77,0.065,0.799997972482245,67,585,0.0021,-0.0067,0.9988716805228369,0.0,0.0499,0.9171068127893944,0.9975610407095122,0.0001,False,False,False,0.0013106398133246877,1036
ELMOD2,0.065,0.9885273668409625,67,585,-0.0029,0.0015,0.9996544161134269,0.0,0.0853,0.7978823997164556,0.9935679037459302,0.0002,False,False,False,0.006086512367496688,-660
NPPB,0.0651,0.6661926240190199,67,585,-0.0069,-0.0015,0.9988716805228369,0.0,0.0724,0.6356193980096267,0.9841370715577772,0.0005,False,False,False,0.014734608965059737,-90
IFNA5,0.0651,0.9541331770139407,67,585,-0.0011,0.0058,0.9988716805228369,0.0,0.089,0.6872273307443355,0.9873145795670764,0.0005,False,False,False,0.011557100955760569,-814
AZGP1,0.0651,0.5541145560661995,67,585,0.0179,0.0081,0.9988716805228369,0.0,0.0903,0.5481681971546426,0.9823944221865752,0.0007,False,False,False,0.01647725833626168,-860
ZNF500,0.0651,0.3221163862670975,67,585,0.0072,-0.0052,0.9988716805228369,0.0,0.0477,0.3157991402183168,0.942520063980189,0.0012,False,False,False,0.056351616542647975,1153
TSNARE1,0.0652,0.9874348215139378,67,585,0.0024,0.0084,0.9996544161134269,0.0,0.0683,0.9361471539271148,0.9975610407095122,0.0001,False,False,False,0.0020933754039146324,114
ELOVL4,0.0652,0.8576244197021957,67,585,-0.0091,-0.0023,0.9988716805228369,0.0,0.0973,0.6104450022873016,0.9823944221865752,0.0008,False,False,False,0.01647725833626168,-1135
CALY,0.0652,0.5721408187435737,67,585,-0.0074,0.0,0.9988716805228369,0.0,0.0588,0.6229771168411147,0.9835874510943056,0.0004,False,False,False,0.01528422942853136,578
APOBEC4,0.0653,0.6887393431221487,67,585,0.0066,0.0023,0.9988716805228369,0.0,0.1366,0.3346534582295276,0.942520063980189,0.0035,False,False,False,0.056351616542647975,-2503
