cancer_type,gene,cohens_d,p_value,n_mut,n_wt,fdr,n_cancer_types,category
Bowel,HFE,-0.7199401425089819,0.009342228571489678,12,51,0.41057720714554263,1,cancer_specific
Ovary/Fallopian Tube,GPIHBP1,-0.7198319643953283,0.005795532456507669,15,44,0.37247201604888536,3,universal
Lung,KRTAP10-10,-0.7197192172534074,0.012819033799919485,8,118,0.9997943488153372,1,cancer_specific
Uterus,GPHA2,-0.7195211743309253,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Pancreas,REG1A,-0.7194439329203147,0.04422997734477722,12,36,0.9994757549302502,1,cancer_specific
Uterus,NUCB1,-0.7192562535559232,0.04173844084262795,22,12,0.4546852872109124,2,cancer_specific
Ovary/Fallopian Tube,SCLT1,-0.719191460951881,0.008796362180041298,15,44,0.3865237714951714,2,cancer_specific
Bowel,S100A11,-0.7190916922163183,0.0168838256618522,12,51,0.45457038730130905,1,cancer_specific
Bowel,BCL10,-0.7190591187473863,0.025635036412064435,12,51,0.48081782207607465,2,cancer_specific
Breast,NIT1,-0.7190266810110684,0.04741914182218606,5,48,0.9041286739135341,1,cancer_specific
Lymphoid,TCAP,-0.7189972484043504,0.02306918226359738,6,87,0.6771147605983607,1,cancer_specific
Esophagus/Stomach,MGAT5B,-0.7188369759779304,0.0482417240120008,11,58,1.0,2,cancer_specific
Pancreas,PHEX,-0.7188076239904371,0.035105198377006396,12,36,0.9994757549302502,2,cancer_specific
Skin,HMGCR,-0.7187861408701764,0.04682710107367642,3,72,0.9969807075405016,4,universal
Ovary/Fallopian Tube,GRIN2A,-0.7187510373472887,0.037504626215966196,15,44,0.4772856300060255,1,cancer_specific
Lung,OTUD4,-0.7187270615457687,0.019044966309130096,8,118,0.9997943488153372,1,cancer_specific
Uterus,BCL2L11,-0.7185871698211681,0.02923755276043948,22,12,0.43042574593385907,1,cancer_specific
Bowel,LRRC36,-0.7185840467134409,0.028042637718554923,12,51,0.483492823972508,1,cancer_specific
Bowel,PRR16,-0.7185174479296819,0.028042637718554923,12,51,0.483492823972508,1,cancer_specific
Bowel,TPK1,-0.7184067272391959,0.028042637718554923,12,51,0.483492823972508,1,cancer_specific
Esophagus/Stomach,WNT6,-0.7181730840558219,0.04127063138826272,11,58,1.0,1,cancer_specific
Bowel,CASS4,-0.7181260210297012,0.010872836809241131,12,51,0.42848535566264334,1,cancer_specific
Ovary/Fallopian Tube,CYCS,-0.7176461464366198,0.014453473146387577,15,44,0.41017649628713837,1,cancer_specific
Ovary/Fallopian Tube,ZNF114,-0.7175837613226961,0.022072312781442765,15,44,0.4427054144116893,1,cancer_specific
Pancreas,CASP9,-0.717471321311525,0.02297744138754347,12,36,0.9994757549302502,1,cancer_specific
Esophagus/Stomach,C7,-0.7173012301791232,0.02634334170415604,11,58,1.0,2,cancer_specific
Lung,TLE4,-0.717122028550028,0.044486635139630054,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,HUWE1,-0.7170785598663464,0.048179541491104316,15,44,0.49965723451532185,3,universal
Bowel,ZNF45,-0.717059731502706,0.023408351438163576,12,51,0.4695024045164553,1,cancer_specific
Bowel,GABARAP,-0.717041453752968,0.045053901541622934,12,51,0.5266206636819892,2,cancer_specific
Lymphoid,FCN3,-0.7170020794565951,0.037452771579818245,6,87,0.7019730749106714,2,cancer_specific
Ovary/Fallopian Tube,ARPC1B,-0.7168898918453451,0.008357468159389198,15,44,0.3865237714951714,1,cancer_specific
Bladder/Urinary Tract,MCMBP,-0.7168236141513836,0.010394243201938026,8,26,1.0,1,cancer_specific
Bladder/Urinary Tract,SCGB2A2,-0.7167901681303689,0.038544070115096744,8,26,1.0,1,cancer_specific
Breast,ABCA7,-0.7166267889598611,0.043772051636329426,5,48,0.8949562803774491,1,cancer_specific
Uterus,DCLK1,-0.7165190567074947,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Breast,PPP3CB,-0.716484421665674,0.0021110330924822758,5,48,0.8776493075459502,1,cancer_specific
Uterus,BAK1,-0.7162968704280814,0.04173844084262795,22,12,0.4546852872109124,2,cancer_specific
Pancreas,GATC,-0.7162719345098829,0.04422997734477722,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,AKAP9,-0.7161750723465377,0.035937334136813485,15,44,0.4748653930782628,1,cancer_specific
Bowel,CIDEA,-0.7159500329749331,0.01856157730794113,12,51,0.45655369370191,1,cancer_specific
Bowel,PUS7L,-0.7158054061294552,0.048936572533893254,12,51,0.5279673177528519,1,cancer_specific
Ovary/Fallopian Tube,PALD1,-0.7157343828698133,0.04436804899211842,15,44,0.48897571387687483,1,cancer_specific
Pancreas,ATP1A1,-0.7156671844193903,0.027638410208789956,12,36,0.9994757549302502,3,universal
Bowel,TMEM222,-0.7156286937107611,0.009342228571489678,12,51,0.41057720714554263,1,cancer_specific
Lung,ADPRS,-0.7155823613368609,0.028385001766134187,8,118,0.9997943488153372,2,cancer_specific
Ovary/Fallopian Tube,FBXO11,-0.7154121906246013,0.021081094899852174,15,44,0.4375059174181126,1,cancer_specific
Breast,CX3CL1,-0.7153744237115394,0.043772051636329426,5,48,0.8949562803774491,1,cancer_specific
Lung,ESAM,-0.7151586444819067,0.007339528006451025,8,118,0.9997943488153372,3,universal
Esophagus/Stomach,FAM117B,-0.7148445023263338,0.011323298106709715,11,58,1.0,1,cancer_specific
Esophagus/Stomach,YJEFN3,-0.7147208455242622,0.010804717079369575,11,58,1.0,1,cancer_specific
Uterus,IGFBP5,-0.7145480130010093,0.03201436943326339,22,12,0.4352158137284654,1,cancer_specific
Bowel,CEP135,-0.7145084597266185,0.0349297484984914,12,51,0.5002598405163333,1,cancer_specific
Esophagus/Stomach,RNF144B,-0.7144115590460943,0.046412232141349034,11,58,1.0,1,cancer_specific
Esophagus/Stomach,MRPS28,-0.7143441642421404,0.02986044606000889,11,58,1.0,1,cancer_specific
Esophagus/Stomach,GPC1,-0.7142825354128628,0.0429281047829613,11,58,1.0,2,cancer_specific
Lung,ARNT,-0.7139629614150248,0.011657123712057061,8,118,0.9997943488153372,1,cancer_specific
Biliary Tract,GOLPH3,-0.7139335055598509,0.036096256684491984,4,30,0.6034249226006193,1,cancer_specific
Uterus,LRRC66,-0.7138519773089209,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Pancreas,TRAPPC3L,-0.7138495770054246,0.035105198377006396,12,36,0.9994757549302502,1,cancer_specific
Lung,P2RY12,-0.7137853542678516,0.044486635139630054,8,118,0.9997943488153372,1,cancer_specific
Bowel,FTMT,-0.7137170814915459,0.045053901541622934,12,51,0.5266206636819892,2,cancer_specific
Bladder/Urinary Tract,ZNF319,-0.7136631394060224,0.022031918125617004,8,26,1.0,2,cancer_specific
Biliary Tract,IL1B,-0.7136472429206918,0.036096256684491984,4,30,0.6034249226006193,1,cancer_specific
Uterus,CR1L,-0.713612553283281,0.016552780261048505,22,12,0.3994722784130023,2,cancer_specific
Bowel,SVIP,-0.7135763080519976,0.030642666724097056,12,51,0.48927306948333416,1,cancer_specific
Lymphoid,IGDCC3,-0.7134856730671404,0.02004929949837525,6,87,0.6616268834463832,1,cancer_specific
Ovary/Fallopian Tube,MTG1,-0.7134249306765955,0.028912715134421396,15,44,0.46247448267199825,1,cancer_specific
Bowel,FADS3,-0.7134119194201254,0.012013334337970432,12,51,0.4369393468846811,1,cancer_specific
Breast,TAS2R50,-0.7132542855627892,0.043772051636329426,5,48,0.8949562803774491,2,cancer_specific
Bowel,INO80D,-0.712981614886386,0.024499781795315284,12,51,0.47441208139503066,2,cancer_specific
Bowel,TMEM117,-0.7129361289351115,0.0168838256618522,12,51,0.45457038730130905,1,cancer_specific
Lung,RPS19BP1,-0.7129001808750752,0.028385001766134187,8,118,0.9997943488153372,1,cancer_specific
Bowel,CD1B,-0.7127825900606972,0.028042637718554923,12,51,0.483492823972508,1,cancer_specific
Ovary/Fallopian Tube,HSF4,-0.7126442328243223,0.035937334136813485,15,44,0.4748653930782628,1,cancer_specific
Pancreas,ZNF133,-0.7125823664543889,0.021583480589876823,12,36,0.9994757549302502,1,cancer_specific
Bowel,MRPS18C,-0.712398805543845,0.0168838256618522,12,51,0.45457038730130905,1,cancer_specific
Bowel,IL27,-0.7123266936409689,0.013923077038230255,12,51,0.44662453857016415,2,cancer_specific
Esophagus/Stomach,NCAPD3,-0.7122533114307028,0.02634334170415604,11,58,1.0,1,cancer_specific
Ovary/Fallopian Tube,EML2,-0.7121819717862206,0.015166305116188317,15,44,0.41017649628713837,1,cancer_specific
Lymphoid,ATP1A1,-0.7121203694980779,0.040707573414760966,6,87,0.7084790688144357,3,universal
Bowel,TMX2,-0.7118726291763299,0.028042637718554923,12,51,0.483492823972508,3,universal
Bowel,PDP2,-0.7117937611207243,0.01770529210195176,12,51,0.4548332273353825,1,cancer_specific
Bladder/Urinary Tract,INKA1,-0.711610813299457,0.038544070115096744,8,26,1.0,2,cancer_specific
Uterus,RLN3,-0.7115913557804369,0.045491500018284704,22,12,0.45929509393460755,1,cancer_specific
Bowel,CAPS,-0.7114350228491031,0.019453883698734492,12,51,0.4601947079182166,2,cancer_specific
Bowel,KHDC3L,-0.711390900538917,0.022359375010337607,12,51,0.46946832940323613,1,cancer_specific
Ovary/Fallopian Tube,SURF6,-0.7113854866597018,0.013770352802034293,15,44,0.40812594395582963,1,cancer_specific
Breast,RXFP1,-0.7111907798448553,0.02870280187546717,5,48,0.8776493075459502,2,cancer_specific
Lung,YRDC,-0.71091203530618,0.04918570921800461,8,118,0.9997943488153372,1,cancer_specific
Pancreas,APOLD1,-0.7108916718757773,0.02026372500234795,12,36,0.9994757549302502,1,cancer_specific
Bowel,COX6A1,-0.7108456675988049,0.029317862384556928,12,51,0.48675795409026884,1,cancer_specific
Bowel,DRC7,-0.7108220953168212,0.012622399906878655,12,51,0.44119347510768253,1,cancer_specific
Ovary/Fallopian Tube,SDR16C5,-0.710680106492727,0.04081421181646036,15,44,0.4802097323365819,2,cancer_specific
Lung,NDUFB8,-0.7104939554767536,0.044486635139630054,8,118,0.9997943488153372,1,cancer_specific
Bowel,CDH16,-0.7102634376535628,0.019453883698734492,12,51,0.4601947079182166,1,cancer_specific
Ovary/Fallopian Tube,EGF,-0.7102068227830708,0.03296976515172451,15,44,0.4718123375383657,1,cancer_specific
Ovary/Fallopian Tube,BMP7,-0.7101451471052262,0.04081421181646036,15,44,0.4802097323365819,1,cancer_specific
Lung,SYTL2,-0.7100563107858024,0.024002790715185695,8,118,0.9997943488153372,1,cancer_specific
Lung,TEX30,-0.7099210865012406,0.04678869155069968,8,118,0.9997943488153372,1,cancer_specific
Lung,HOXA4,-0.7097501300391846,0.008690524582038183,8,118,0.9997943488153372,1,cancer_specific
Bowel,GRAMD2A,-0.7096528633338899,0.01770529210195176,12,51,0.4548332273353825,4,universal
Ovary/Fallopian Tube,HECA,-0.7095985348654636,0.034426238295407155,15,44,0.4744787693120259,1,cancer_specific
Pancreas,CDK19,-0.7093928647969312,0.0394440865571305,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,TCEA2,-0.7093268815055299,0.02765949214637327,15,44,0.4609315554615419,1,cancer_specific
Lung,ZNF534,-0.7093035690861568,0.011657123712057061,8,118,0.9997943488153372,1,cancer_specific
Pancreas,C10orf90,-0.7091130647733459,0.037220850379772664,12,36,0.9994757549302502,1,cancer_specific
Bowel,KLHL15,-0.7090644456628571,0.02135150998105874,12,51,0.4657590334189346,2,cancer_specific
Breast,RPL37,-0.7089220508570244,0.03132538937200425,5,48,0.8776493075459502,2,cancer_specific
Esophagus/Stomach,ZC3H14,-0.7088824721291722,0.028645677617237787,11,58,1.0,1,cancer_specific
Lung,COLGALT1,-0.7088586719565036,0.04678869155069968,8,118,0.9997943488153372,1,cancer_specific
Bladder/Urinary Tract,SCFD1,-0.70869428786702,0.0346207830667688,8,26,1.0,1,cancer_specific
Uterus,ANKRD16,-0.7086328476355366,0.03825087996010347,22,12,0.44595352962588775,2,cancer_specific
Skin,ZBTB41,-0.7085999251902827,0.03669751943724547,3,72,0.9969807075405016,1,cancer_specific
Ovary/Fallopian Tube,EIF2B3,-0.7085840354124837,0.02765949214637327,15,44,0.4609315554615419,1,cancer_specific
Bladder/Urinary Tract,LRRC8B,-0.7085100719468678,0.04747225796757957,8,26,1.0,1,cancer_specific
Ovary/Fallopian Tube,LAS1L,-0.7084667101858836,0.030214515191639025,15,44,0.46584391393059277,1,cancer_specific
Ovary/Fallopian Tube,FAM20B,-0.7084252601088638,0.006791316681921355,15,44,0.3865237714951714,2,cancer_specific
Esophagus/Stomach,ICAM1,-0.7084248436853123,0.03111924117824546,11,58,1.0,1,cancer_specific
Ovary/Fallopian Tube,VWA3B,-0.7080594833366235,0.022072312781442765,15,44,0.4427054144116893,3,universal
Esophagus/Stomach,NCAPG,-0.7079917466824386,0.0482417240120008,11,58,1.0,2,cancer_specific
Pancreas,TPD52L2,-0.7079681845675917,0.037220850379772664,12,36,0.9994757549302502,2,cancer_specific
Bowel,EME1,-0.7078860371567005,0.029317862384556928,12,51,0.48675795409026884,2,cancer_specific
Lung,CRB1,-0.7077889814309793,0.017948964098372957,8,118,0.9997943488153372,1,cancer_specific
Pancreas,ZNF140,-0.7077278682053867,0.037220850379772664,12,36,0.9994757549302502,2,cancer_specific
Lung,PLAGL1,-0.7077068382460769,0.02611810955231262,8,118,0.9997943488153372,4,universal
Bowel,RFFL,-0.7074032769320183,0.03201855676485885,12,51,0.4919663593407747,1,cancer_specific
Ovary/Fallopian Tube,TSC1,-0.7073843011937596,0.01921442963918274,15,44,0.43501759830831527,1,cancer_specific
Bowel,CD300A,-0.7073259463953051,0.022359375010337607,12,51,0.46946832940323613,1,cancer_specific
Esophagus/Stomach,VTI1B,-0.7072779762458742,0.0170776239027515,11,58,1.0,2,cancer_specific
Bowel,GABRB3,-0.7072124234809487,0.024499781795315284,12,51,0.47441208139503066,1,cancer_specific
Breast,PAX2,-0.7070670396648934,0.04741914182218606,5,48,0.9041286739135341,2,cancer_specific
Esophagus/Stomach,CMTR2,-0.7070243397946868,0.02036987148980442,11,58,1.0,1,cancer_specific
Lung,B4GALT5,-0.706919609972883,0.030811391703582564,8,118,0.9997943488153372,1,cancer_specific
Lymphoid,NCBP1,-0.7067363907994446,0.030218435508632024,6,87,0.6949361184835696,1,cancer_specific
Bowel,VPS25,-0.706535489441737,0.041434273870659385,12,51,0.5202786868170822,1,cancer_specific
Bladder/Urinary Tract,ODF2,-0.7065336612344241,0.04747225796757957,8,26,1.0,1,cancer_specific
Bowel,IL2RB,-0.7064244622498943,0.030642666724097056,12,51,0.48927306948333416,1,cancer_specific
Bowel,TXNDC17,-0.7064007117183497,0.006845033296662113,12,51,0.39465688759629697,2,cancer_specific
Uterus,PKD1L1,-0.7063082043049358,0.049525027948936186,22,12,0.4671400716214491,2,cancer_specific
Bowel,ITPKC,-0.7061318647705992,0.045053901541622934,12,51,0.5266206636819892,1,cancer_specific
Bowel,ZBED2,-0.7059459296571661,0.0168838256618522,12,51,0.45457038730130905,1,cancer_specific
Uterus,FBXO41,-0.7059441226234652,0.04173844084262795,22,12,0.4546852872109124,1,cancer_specific
Ovary/Fallopian Tube,HBQ1,-0.705928070181002,0.008796362180041298,15,44,0.3865237714951714,1,cancer_specific
Lung,EXOSC8,-0.7058998034427238,0.03912958929666782,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,HSD17B4,-0.705869953348984,0.030214515191639025,15,44,0.46584391393059277,2,cancer_specific
Uterus,C2orf42,-0.7058568533371891,0.04173844084262795,22,12,0.4546852872109124,1,cancer_specific
Ovary/Fallopian Tube,SLC5A12,-0.7057599790420127,0.04081421181646036,15,44,0.4802097323365819,1,cancer_specific
Pancreas,OXGR1,-0.7057352366463394,0.021583480589876823,12,36,0.9994757549302502,1,cancer_specific
Bowel,MPHOSPH10,-0.7055089148009861,0.030642666724097056,12,51,0.48927306948333416,1,cancer_specific
Ovary/Fallopian Tube,MYO1H,-0.7054821686731316,0.028912715134421396,15,44,0.46247448267199825,1,cancer_specific
Bowel,UCK2,-0.7053591101703166,0.038064001199213826,12,51,0.5124066107380654,1,cancer_specific
Bowel,PINK1,-0.7051584310347955,0.01325864439329424,12,51,0.44520740190291946,1,cancer_specific
Lymphoid,PRR23B,-0.7051070545494884,0.04241731657146821,6,87,0.7199206200922758,1,cancer_specific
Bladder/Urinary Tract,ANKRD62,-0.7050985153385618,0.0346207830667688,8,26,1.0,2,cancer_specific
Esophagus/Stomach,WDR88,-0.7050308072685232,0.02420268232072658,11,58,1.0,1,cancer_specific
Uterus,IL21R,-0.7050060678940572,0.03201436943326339,22,12,0.4352158137284654,1,cancer_specific
Bowel,FAM193A,-0.7048694616403643,0.036468191346417086,12,51,0.5049506865116639,1,cancer_specific
Bowel,ETFA,-0.704715526515677,0.024499781795315284,12,51,0.47441208139503066,1,cancer_specific
Pancreas,OR2T5,-0.7047023249416131,0.03237337145873129,12,28,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,TUBB3,-0.7044608094471358,0.006443495644089542,15,44,0.3865237714951714,1,cancer_specific
Ovary/Fallopian Tube,GPS2,-0.7042923678970328,0.017493875114471685,15,44,0.42105057003703594,2,cancer_specific
Lung,MMP27,-0.7040613361063214,0.007339528006451025,8,118,0.9997943488153372,1,cancer_specific
Bowel,STAT6,-0.7039294910393178,0.048936572533893254,12,51,0.5279673177528519,1,cancer_specific
Uterus,NKX2-3,-0.7036938216777305,0.04173844084262795,22,12,0.4546852872109124,1,cancer_specific
Esophagus/Stomach,GZMK,-0.7036779506448522,0.010804717079369575,11,58,1.0,3,universal
Breast,LGALS16,-0.7036734373211401,0.043772051636329426,5,48,0.8949562803774491,2,cancer_specific
Bowel,MRPS17,-0.7035464720526631,0.015340679297945806,12,51,0.44662453857016415,1,cancer_specific
Esophagus/Stomach,RNF39,-0.7035346057745848,0.02540395269311608,11,49,1.0,2,cancer_specific
Bladder/Urinary Tract,LDLR,-0.7034945275414769,0.0346207830667688,8,26,1.0,1,cancer_specific
Lung,MGAT5,-0.7032783231986631,0.02761204509685728,8,118,0.9997943488153372,1,cancer_specific
Esophagus/Stomach,COX7B,-0.7030326210483063,0.013014067579925374,11,58,1.0,2,cancer_specific
Esophagus/Stomach,PLAC8L1,-0.7028714772533792,0.012427182865067311,11,58,1.0,1,cancer_specific
Bowel,GLT8D1,-0.7028688305454202,0.04696148799439522,12,51,0.5266206636819892,1,cancer_specific
Bowel,FAM200A,-0.7026491445368537,0.045053901541622934,12,51,0.5266206636819892,1,cancer_specific
Ovary/Fallopian Tube,NLGN4Y,-0.7026400159352186,0.03882284614460918,9,19,0.4802097323365819,1,cancer_specific
Ovary/Fallopian Tube,EGLN3,-0.7026056496392903,0.007537997452307862,15,44,0.3865237714951714,1,cancer_specific
Pancreas,KRTAP5-6,-0.7024552107294434,0.020511672976824158,12,28,0.9994757549302502,1,cancer_specific
Lymphoid,CD27,-0.7024179755532989,0.037452771579818245,6,87,0.7019730749106714,1,cancer_specific
Ovary/Fallopian Tube,NEXMIF,-0.7024055017999035,0.006791316681921355,15,44,0.3865237714951714,1,cancer_specific
Uterus,RABL2B,-0.702386230027456,0.024300563318124954,22,12,0.42263181460455723,3,universal
Pancreas,TRAPPC2L,-0.7023832284589023,0.008514596542720378,12,36,0.9994757549302502,1,cancer_specific
Esophagus/Stomach,HSD17B11,-0.7023517571162213,0.032423308186433,11,58,1.0,1,cancer_specific
Esophagus/Stomach,MFSD6,-0.7021014844436668,0.032423308186433,11,58,1.0,1,cancer_specific
Ovary/Fallopian Tube,ZFR,-0.7020308366611002,0.015909915623432316,15,44,0.4111206909494419,3,universal
Lung,SEMA6D,-0.7019599943703545,0.03812381128262684,8,118,0.9997943488153372,1,cancer_specific
Esophagus/Stomach,MMP16,-0.7019165341775429,0.019498730456007883,11,58,1.0,1,cancer_specific
Ovary/Fallopian Tube,DUOXA2,-0.7018993209909045,0.04436804899211842,15,44,0.48897571387687483,1,cancer_specific
Bowel,PRR29,-0.7018449342773295,0.02135150998105874,12,51,0.4657590334189346,1,cancer_specific
Bowel,HM13,-0.7018093025956534,0.03971881016271615,12,51,0.5198525438158127,2,cancer_specific
Lymphoid,CYP4V2,-0.7017585640846643,0.04418341690037485,6,87,0.7241882556896287,1,cancer_specific
Esophagus/Stomach,LRRN1,-0.7014972752742372,0.02127477076033397,11,58,1.0,2,cancer_specific
Bowel,ZNF780A,-0.7013993002035259,0.03201855676485885,12,51,0.4919663593407747,2,cancer_specific
Ovary/Fallopian Tube,RPL19,-0.7012705890753919,0.02645339908812638,15,44,0.45653118291549,1,cancer_specific
Pancreas,AFMID,-0.7012560175114881,0.0244489453100894,12,36,0.9994757549302502,1,cancer_specific
Bowel,TPPP2,-0.7012189328249371,0.048936572533893254,12,51,0.5279673177528519,1,cancer_specific
Lung,PSCA,-0.7012175311081627,0.029175680388247496,8,118,0.9997943488153372,1,cancer_specific
Bowel,GNGT2,-0.7012029519034941,0.008431669255163398,12,51,0.40916442293223493,1,cancer_specific
Esophagus/Stomach,PAQR6,-0.7012021244578325,0.0482417240120008,11,58,1.0,1,cancer_specific
Esophagus/Stomach,PKD2L2,-0.701049991083995,0.02986044606000889,11,58,1.0,2,cancer_specific
Pancreas,TMCO3,-0.7010121261957175,0.01901493253213688,12,36,0.9994757549302502,1,cancer_specific
Ovary/Fallopian Tube,SLC6A20,-0.7009895726523555,0.02765949214637327,15,44,0.4609315554615419,2,cancer_specific
Bowel,SNAI3,-0.700966439940832,0.04321207080148739,12,51,0.5231840928706755,3,universal
Lung,NUBP2,-0.7008432066483108,0.02539654638112271,8,118,0.9997943488153372,1,cancer_specific
Esophagus/Stomach,TH,-0.7008269031629983,0.02420268232072658,11,58,1.0,2,cancer_specific
Biliary Tract,PHEX,-0.7007140563249271,0.03092116612040711,4,30,0.6004309844800014,2,cancer_specific
Lung,MMGT1,-0.7007079035174669,0.024002790715185695,8,118,0.9997943488153372,1,cancer_specific
Lymphoid,USP50,-0.7006986391116659,0.04418341690037485,6,87,0.7241882556896287,1,cancer_specific
Lung,GRIA3,-0.700683035421074,0.020196224918000452,8,118,0.9997943488153372,1,cancer_specific
Ovary/Fallopian Tube,UTP20,-0.7004336012993838,0.022072312781442765,15,44,0.4427054144116893,1,cancer_specific
Bowel,KRTDAP,-0.7003901063728025,0.015340679297945806,12,51,0.44662453857016415,1,cancer_specific
Uterus,TMEM230,-0.7003284827209105,0.012258781553102423,22,12,0.3776842131076968,1,cancer_specific
Ovary/Fallopian Tube,SMG9,-0.7002776239070999,0.013115904012552785,15,44,0.40201927324629744,3,universal
Esophagus/Stomach,ZSWIM8,-0.7000904417327972,0.0482417240120008,11,58,1.0,3,universal
Uterus,TAF1A,-0.7000896994783402,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Pancreas,BLOC1S2,-0.6998967444032964,0.04422997734477722,12,36,0.9994757549302502,1,cancer_specific
Lymphoid,A2M,-0.6995371285865367,0.02644877066926644,6,87,0.6900386609823649,2,cancer_specific
Lymphoid,MAGEB5,-0.6995176618393855,0.03905322973353294,6,87,0.706652896511038,1,cancer_specific
Uterus,CLDN3,-0.6994062100262353,0.04173844084262795,22,12,0.4546852872109124,2,cancer_specific
Ovary/Fallopian Tube,PHF21B,-0.6993481704990265,0.03296976515172451,15,44,0.4718123375383657,1,cancer_specific
Ovary/Fallopian Tube,EIF1,-0.6993431187763279,0.02417694647868555,15,44,0.45252278424771464,1,cancer_specific
Uterus,KRTAP13-1,-0.6992649373472783,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Bowel,HSPA4,-0.6992223560369026,0.023408351438163576,12,51,0.4695024045164553,1,cancer_specific
Breast,MSMO1,-0.6991793524014334,0.043772051636329426,5,48,0.8949562803774491,1,cancer_specific
Bowel,ZNF155,-0.6991379031132728,0.020383441743148267,12,51,0.4638267689040502,2,cancer_specific
Lung,FUT9,-0.6989671277433629,0.028385001766134187,8,118,0.9997943488153372,1,cancer_specific
Bowel,PPP2R5E,-0.6989167213528207,0.026815513254302602,12,51,0.48131027844134133,1,cancer_specific
Esophagus/Stomach,PPHLN1,-0.6988668442402938,0.04127063138826272,11,58,1.0,1,cancer_specific
Bowel,ARID1B,-0.6987816252648892,0.036468191346417086,12,51,0.5049506865116639,6,universal
Pancreas,C5orf24,-0.6987331438650958,0.04422997734477722,12,36,0.9994757549302502,3,universal
Lung,CTSC,-0.6985711452366369,0.019044966309130096,8,118,0.9997943488153372,1,cancer_specific
Uterus,PYGL,-0.6983813314585188,0.049525027948936186,22,12,0.4671400716214491,1,cancer_specific
Uterus,TECPR1,-0.6983357959233155,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Ovary/Fallopian Tube,MAP3K9,-0.6983039495630253,0.02765949214637327,15,44,0.4609315554615419,1,cancer_specific
Lymphoid,PDZK1IP1,-0.6982590430259695,0.04983358090974273,6,87,0.7241882556896287,2,cancer_specific
Uterus,GDF11,-0.6981328800348943,0.024300563318124954,22,12,0.42263181460455723,2,cancer_specific
Pancreas,POU2AF1,-0.6981311822657951,0.0244489453100894,12,36,0.9994757549302502,1,cancer_specific
Uterus,AKNA,-0.6981255919811394,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Uterus,GORASP1,-0.6980947599459226,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Lung,TMEM126A,-0.6977289104633156,0.04227688605355087,8,118,0.9997943488153372,1,cancer_specific
Bowel,ITGA2B,-0.6976203204129836,0.030642666724097056,12,51,0.48927306948333416,1,cancer_specific
Biliary Tract,EDAR,-0.697515545464098,0.048430222528894264,4,30,0.6278632420710221,1,cancer_specific
Esophagus/Stomach,EPHA8,-0.6974624594286467,0.018660313576929873,11,58,1.0,2,cancer_specific
Bowel,AK6,-0.6974591089343841,0.038064001199213826,12,51,0.5124066107380654,1,cancer_specific
Bowel,CCDC125,-0.6973913193843998,0.041434273870659385,12,51,0.5202786868170822,1,cancer_specific
Lymphoid,ZFPM1,-0.6973599789871855,0.04241731657146821,6,87,0.7199206200922758,1,cancer_specific
Pancreas,VPS8,-0.6972396916706624,0.007393696049915849,12,36,0.9994757549302502,1,cancer_specific
Bowel,AANAT,-0.6969939229732278,0.04321207080148739,12,51,0.5231840928706755,2,cancer_specific
Esophagus/Stomach,ZNF408,-0.6969413318459404,0.03661989105420198,11,58,1.0,1,cancer_specific
Lung,DDAH1,-0.6968786369168656,0.032521593043853006,8,118,0.9997943488153372,1,cancer_specific
Pancreas,MICAL3,-0.6968169047359677,0.03309306539910573,12,36,0.9994757549302502,1,cancer_specific
Bowel,MAP1A,-0.6968035611364667,0.04696148799439522,12,51,0.5266206636819892,2,cancer_specific
Bowel,DNAI3,-0.6966108136175232,0.022359375010337607,12,51,0.46946832940323613,1,cancer_specific
Lymphoid,ANKRD62,-0.696567081956525,0.03905322973353294,6,87,0.706652896511038,2,cancer_specific
Bowel,RNF20,-0.6965371150826201,0.0349297484984914,12,51,0.5002598405163333,1,cancer_specific
Uterus,FOXP3,-0.6962977428393516,0.03501424123648352,22,12,0.437214735105422,1,cancer_specific
Ovary/Fallopian Tube,SNCG,-0.696279566331634,0.021081094899852174,15,44,0.4375059174181126,2,cancer_specific
Pancreas,GPRIN1,-0.6962470187549302,0.021583480589876823,12,36,0.9994757549302502,2,cancer_specific
Ovary/Fallopian Tube,PTAR1,-0.695981062810486,0.017493875114471685,15,44,0.42105057003703594,2,cancer_specific
Ovary/Fallopian Tube,DPYSL4,-0.6957911478840046,0.03912971190587349,15,44,0.4802097323365819,2,cancer_specific
Pancreas,COL5A1,-0.6957394393972565,0.035105198377006396,12,36,0.9994757549302502,1,cancer_specific
