gene,n_cancer_types,mean_cohens_d,min_fdr,cancer_types,is_swisnf
NSUN3,1,-0.6752287341966109,0.4802097323365819,Ovary/Fallopian Tube,False
CCNT1,1,-0.6748359488063558,0.5198525438158127,Bowel,False
KLHL1,1,-0.6744209088061995,0.4802097323365819,Ovary/Fallopian Tube,False
RRS1,1,-0.6740422836116365,0.4609315554615419,Ovary/Fallopian Tube,False
ZNF708,1,-0.6739432168262663,0.48897571387687483,Ovary/Fallopian Tube,False
PERP,1,-0.6736741267476962,1.0,Esophagus/Stomach,False
CGRRF1,1,-0.6735622579021873,0.48927306948333416,Bowel,False
SIAE,1,-0.6734962644021837,0.9997943488153372,Lung,False
KLHL2,1,-0.6732686002488572,0.5049506865116639,Bowel,False
NUP58,1,-0.6730222126096481,0.48131027844134133,Bowel,False
TAF4,1,-0.6729921594049594,0.4478645389084365,Ovary/Fallopian Tube,False
C22orf15,1,-0.6729197418567359,1.0,Esophagus/Stomach,False
CD164,1,-0.6728336550459814,0.49965723451532185,Ovary/Fallopian Tube,False
SOX12,1,-0.6722259098146347,0.7241882556896287,Lymphoid,False
TOR1AIP2,1,-0.6721426192038766,0.5266206636819892,Bowel,False
REPS2,1,-0.672118722423292,0.40355751662327194,Uterus,False
KMT5A,1,-0.6717852198526993,0.4601947079182166,Bowel,False
SPARCL1,1,-0.6715295863817535,0.4638267689040502,Bowel,False
NMI,1,-0.6713011482962572,1.0,Bladder/Urinary Tract,False
DSTYK,1,-0.6712623900941659,0.4744787693120259,Ovary/Fallopian Tube,False
AIF1,1,-0.6712528296037231,1.0,Esophagus/Stomach,False
LYPD1,1,-0.671176895958859,0.49965723451532185,Ovary/Fallopian Tube,False
COMT,1,-0.6710434279894699,0.9994757549302502,Pancreas,False
LRRCC1,1,-0.6709750457071084,0.44595352962588775,Uterus,False
CCN2,1,-0.670622134674634,0.4546852872109124,Uterus,False
SEC24D,1,-0.6704004399816355,0.4375059174181126,Ovary/Fallopian Tube,False
MAGT1,1,-0.6702791795453522,1.0,Esophagus/Stomach,False
JUNB,1,-0.670268261554988,1.0,Esophagus/Stomach,False
GUK1,1,-0.6700870140732218,0.9997943488153372,Lung,False
HNRNPU,1,-0.6698210767752006,0.3955130763002683,Ovary/Fallopian Tube,False
RERE,1,-0.6696587885182573,0.43501759830831527,Ovary/Fallopian Tube,False
PDSS2,1,-0.6696288077411666,0.46584391393059277,Ovary/Fallopian Tube,False
LATS2,1,-0.6695985584218952,0.9994757549302502,Pancreas,False
OTOR,1,-0.6693316870537641,1.0,Bladder/Urinary Tract,False
CFAP96,1,-0.6692967878775234,0.9997943488153372,Lung,False
MYMK,1,-0.6692952510589446,0.7084790688144357,Lymphoid,False
POP1,1,-0.669209244602175,1.0,Esophagus/Stomach,False
TP53TG5,1,-0.669104357565685,0.41374348416805434,Bowel,False
ABTB3,1,-0.6690632892873496,0.49965723451532185,Ovary/Fallopian Tube,False
LRCH1,1,-0.6690098572328863,0.4744787693120259,Ovary/Fallopian Tube,False
SLC35A2,1,-0.6688616397000614,0.41017649628713837,Ovary/Fallopian Tube,False
TSN,1,-0.6688512044901681,0.9997943488153372,Lung,False
SERP1,1,-0.6687053720463194,0.5266206636819892,Bowel,False
ERF,1,-0.6685009116200513,0.7241882556896287,Lymphoid,False
MCRS1,1,-0.6683588060958328,1.0,Esophagus/Stomach,False
POU3F4,1,-0.668349959670808,0.47441208139503066,Bowel,False
ZNF84,1,-0.668255306316233,0.9997943488153372,Lung,False
FANCG,1,-0.6681151991506765,0.5049506865116639,Bowel,False
PSMB10,1,-0.667889980983715,0.9994757549302502,Pancreas,False
PSMA8,1,-0.6677264406351517,1.0,Esophagus/Stomach,False
CWF19L1,1,-0.6676034500778459,1.0,Esophagus/Stomach,False
TRAM1L1,1,-0.6675859068114551,1.0,Esophagus/Stomach,False
TMIGD2,1,-0.667384152855218,0.4286723153307093,Ovary/Fallopian Tube,False
BRCA1,1,-0.6673770041103464,0.9997943488153372,Lung,False
VTN,1,-0.6669222285085662,0.44662453857016415,Bowel,False
GRWD1,1,-0.666755376098484,0.49353730095034015,Ovary/Fallopian Tube,False
SIPA1,1,-0.6663217411907386,0.45929509393460755,Uterus,False
GSX1,1,-0.666262213579229,0.4638267689040502,Bowel,False
MLST8,1,-0.6662220551152133,0.45252278424771464,Ovary/Fallopian Tube,False
WFDC2,1,-0.6661535101069862,0.9997943488153372,Lung,False
TRIM67,1,-0.6661210625872706,1.0,Esophagus/Stomach,False
MPP3,1,-0.6660733887957501,0.4478645389084365,Ovary/Fallopian Tube,False
DNPH1,1,-0.6659676976824184,0.4671400716214491,Uterus,False
AUNIP,1,-0.6656629316227525,0.9994757549302502,Pancreas,False
CXXC5,1,-0.66539143451033,0.437214735105422,Uterus,False
BSN,1,-0.6652907073173616,1.0,Esophagus/Stomach,False
ISOC2,1,-0.664979738816875,0.7241882556896287,Lymphoid,False
RERG,1,-0.6647510536062973,0.4919663593407747,Bowel,False
LASP1,1,-0.664745525606989,0.483492823972508,Bowel,False
ATOX1,1,-0.6646147319054937,1.0,Esophagus/Stomach,False
H4C16,1,-0.6645016976164516,0.5266206636819892,Bowel,False
ZAP70,1,-0.6641220539314864,0.7241882556896287,Lymphoid,False
MARS2,1,-0.6635430931893784,0.4539830389722186,Ovary/Fallopian Tube,False
RNF144A,1,-0.6634825099672488,0.9997943488153372,Lung,False
KCNK12,1,-0.6631005858050159,0.35702346963883996,Uterus,False
FANCA,1,-0.6629968200068589,0.9994757549302502,Pancreas,False
FBXL6,1,-0.6629596065294968,0.9994757549302502,Pancreas,False
ACAT1,1,-0.6624678043234031,0.9997943488153372,Lung,False
TP53I13,1,-0.6624583707541353,0.46946832940323613,Bowel,False
ADAMTS19,1,-0.6624290110198738,0.4478645389084365,Ovary/Fallopian Tube,False
C11orf58,1,-0.6624256160091107,0.47441208139503066,Bowel,False
CTSW,1,-0.6623762519644689,0.7084790688144357,Lymphoid,False
ASB13,1,-0.6622699010236204,0.4802097323365819,Ovary/Fallopian Tube,False
PGS1,1,-0.6620157683878585,0.4539830389722186,Ovary/Fallopian Tube,False
PARP9,1,-0.6617117893550456,1.0,Esophagus/Stomach,False
RBM6,1,-0.6615340775643213,0.45457038730130905,Bowel,False
TDP1,1,-0.6614610609632434,1.0,Esophagus/Stomach,False
KDM4C,1,-0.661452187917608,0.9994757549302502,Pancreas,False
ADSS2,1,-0.6611632336304596,0.48927306948333416,Bowel,False
LYG1,1,-0.6610943958907851,0.44662453857016415,Bowel,False
ARHGEF26,1,-0.6610302352828896,0.9997943488153372,Lung,False
USP34,1,-0.6609822487088577,0.9997943488153372,Lung,False
TPM3,1,-0.6609777999629132,0.5279673177528519,Bowel,False
OR52E4,1,-0.6609429900340521,1.0,Esophagus/Stomach,False
INAFM1,1,-0.6608145211897419,0.45653118291549,Ovary/Fallopian Tube,False
CD72,1,-0.6606841771249676,0.7241882556896287,Lymphoid,False
ERAS,1,-0.6605720627710255,0.4546852872109124,Uterus,False
MRPS18B,1,-0.6602512256799827,1.0,Esophagus/Stomach,False
MAPK1IP1L,1,-0.6601191923257056,0.4601947079182166,Bowel,False
KMT2D,1,-0.6599603319652604,1.0,Esophagus/Stomach,False
SLC35A4,1,-0.6599094054089021,0.9997943488153372,Lung,False
DECR1,1,-0.6598621679331069,0.8949562803774491,Breast,False
FANCM,1,-0.6597635764208298,0.45655369370191,Bowel,False
CAMK1,1,-0.6597633507411897,0.9994757549302502,Pancreas,False
TMTC3,1,-0.6596453168920348,0.4802097323365819,Ovary/Fallopian Tube,False
CSNK1A1L,1,-0.6595678940527488,0.5266206636819892,Bowel,False
ANKRD34B,1,-0.6595400263484857,1.0,Esophagus/Stomach,False
ABCC5,1,-0.6593217434944674,0.9994757549302502,Pancreas,False
FAM50A,1,-0.659137630784439,0.9997943488153372,Lung,False
DAP3,1,-0.6587208151780116,0.43501759830831527,Ovary/Fallopian Tube,False
IFNA21,1,-0.6585610217265285,0.49965723451532185,Ovary/Fallopian Tube,False
PSPC1,1,-0.6584439473714235,0.4748653930782628,Ovary/Fallopian Tube,False
HHIPL1,1,-0.6578197938511292,0.5198525438158127,Bowel,False
RPF1,1,-0.6577392052801948,0.4857665312476536,Ovary/Fallopian Tube,False
C2orf78,1,-0.6576677692563768,0.5266206636819892,Bowel,False
WWC1,1,-0.6575974373819141,0.4352158137284654,Uterus,False
EPDR1,1,-0.6573256084909646,0.9997943488153372,Lung,False
SLC22A16,1,-0.6572630818130626,0.3865237714951714,Ovary/Fallopian Tube,False
TP53I3,1,-0.6570479150061443,0.4772856300060255,Ovary/Fallopian Tube,False
TMEM107,1,-0.657016622232941,0.4919663593407747,Bowel,False
CXCR4,1,-0.6567702377475813,0.48131027844134133,Bowel,False
BCL9,1,-0.6567562284692214,1.0,Esophagus/Stomach,False
TAS1R3,1,-0.6566418376039129,0.46584391393059277,Ovary/Fallopian Tube,False
MTMR1,1,-0.6566406251324729,0.5231840928706755,Bowel,False
DCAF15,1,-0.6562790018023357,0.9997943488153372,Lung,False
GPR19,1,-0.6562328582066251,0.44662453857016415,Bowel,False
SURF2,1,-0.6559217199735231,1.0,Esophagus/Stomach,False
HAVCR2,1,-0.6558493661415067,0.9997943488153372,Lung,False
REM1,1,-0.6556307951730038,0.5002598405163333,Bowel,False
CKM,1,-0.6553711867229626,0.45929509393460755,Uterus,False
ZNF536,1,-0.6553541761713507,0.9994757549302502,Pancreas,False
POMP,1,-0.6550850581407097,0.9997943488153372,Lung,False
FAM47B,1,-0.6548451214445318,0.9994757549302502,Pancreas,False
ARHGAP9,1,-0.6547225691072148,0.4671400716214491,Uterus,False
RD3,1,-0.6546543008373403,0.43006248272353814,Uterus,False
RALGAPA1,1,-0.654515496635519,0.4748653930782628,Ovary/Fallopian Tube,False
ULBP1,1,-0.6542554356450165,0.9994757549302502,Pancreas,False
ITGA3,1,-0.6542380274293962,0.3776842131076968,Uterus,False
TMEM45B,1,-0.6542027475897763,1.0,Esophagus/Stomach,False
QARS1,1,-0.6539326155819761,0.4802097323365819,Ovary/Fallopian Tube,False
ZNF397,1,-0.6538063368344363,0.5279673177528519,Bowel,False
MDN1,1,-0.6538054614822181,0.4748653930782628,Ovary/Fallopian Tube,False
PXDN,1,-0.6537880178470341,0.9994757549302502,Pancreas,False
IFT20,1,-0.6537666936292253,0.4601947079182166,Bowel,False
DCC,1,-0.6536543671738007,0.43006248272353814,Uterus,False
ZNF250,1,-0.6536520582440191,0.8776493075459502,Breast,False
FNBP4,1,-0.6536313904551819,1.0,Esophagus/Stomach,False
FZD3,1,-0.6535736731464601,0.706652896511038,Lymphoid,False
ESYT3,1,-0.6532372726140272,0.48081782207607465,Bowel,False
RER1,1,-0.6532264351469207,0.9994757549302502,Pancreas,False
RBM38,1,-0.6532043426787959,0.9994757549302502,Pancreas,False
GC,1,-0.6531994723233221,0.5049506865116639,Bowel,False
ITGA4,1,-0.6531358190441565,0.49353730095034015,Ovary/Fallopian Tube,False
TMED8,1,-0.6531298959565291,0.49965723451532185,Ovary/Fallopian Tube,False
OSBP,1,-0.6530760028609969,0.9997943488153372,Lung,False
AREG,1,-0.6530542916302963,0.4695024045164553,Bowel,False
RFX5,1,-0.6528018807870158,0.46584391393059277,Ovary/Fallopian Tube,False
RHOH,1,-0.6527971911906374,0.45929509393460755,Uterus,False
SKIC2,1,-0.6527503134047659,0.39318181437050126,Ovary/Fallopian Tube,False
PRTN3,1,-0.6525025917896655,0.9997943488153372,Lung,False
OR2G6,1,-0.6524682491591648,0.9994757549302502,Pancreas,False
EXOC3L2,1,-0.6522023232495054,0.9997943488153372,Lung,False
ZGRF1,1,-0.6520994868416755,0.4919663593407747,Bowel,False
DTX4,1,-0.6514904112896637,0.46247448267199825,Ovary/Fallopian Tube,False
DAPK3,1,-0.6514892855936643,0.4802097323365819,Ovary/Fallopian Tube,False
SPATA31A6,1,-0.6514793036651201,0.437214735105422,Uterus,False
LRR1,1,-0.6514360746936299,0.49965723451532185,Ovary/Fallopian Tube,False
GATM,1,-0.6510850273450055,1.0,Bladder/Urinary Tract,False
SPCS1,1,-0.6510823349827977,0.9997943488153372,Lung,False
AGXT,1,-0.6506500814469713,0.437214735105422,Uterus,False
SESN3,1,-0.6506172998064986,1.0,Esophagus/Stomach,False
JAZF1,1,-0.6504693885151734,0.40201927324629744,Ovary/Fallopian Tube,False
PLXDC1,1,-0.65034491917242,0.5198525438158127,Bowel,False
PPP2R2A,1,-0.6501101797862503,0.41057720714554263,Bowel,False
ABCF1,1,-0.6500637464089091,0.5198525438158127,Bowel,False
KRT25,1,-0.6500289009765637,0.4601947079182166,Bowel,False
TLDC2,1,-0.6499924687740289,0.4548332273353825,Bowel,False
SLC10A2,1,-0.6499172149359618,0.4352158137284654,Uterus,False
TP53RK,1,-0.649870266930781,0.46247448267199825,Ovary/Fallopian Tube,False
CEP128,1,-0.6497365066278431,0.9997943488153372,Lung,False
PIK3R5,1,-0.6496632988183535,0.5231840928706755,Bowel,False
HTR3C,1,-0.6496462363403424,0.706652896511038,Lymphoid,False
CSN2,1,-0.6492692121789859,0.4919663593407747,Bowel,False
NRG3,1,-0.649116591038498,0.9997943488153372,Lung,False
CTHRC1,1,-0.6490709604844619,0.6278632420710221,Biliary Tract,False
NUBPL,1,-0.6488070162829163,0.5049506865116639,Bowel,False
NPAP1,1,-0.6486260309410491,0.5124066107380654,Bowel,False
RAP2C,1,-0.6483611400895187,0.45929509393460755,Uterus,False
DNLZ,1,-0.6481402716859114,0.41017649628713837,Ovary/Fallopian Tube,False
NRGN,1,-0.6481256854121965,0.9997943488153372,Lung,False
SHISA5,1,-0.648124056760654,0.4748653930782628,Ovary/Fallopian Tube,False
ICE1,1,-0.6480268321808568,0.5124066107380654,Bowel,False
TARM1,1,-0.6479402939791388,0.9994757549302502,Pancreas,False
SMARCE1,1,-0.6478819286219522,0.5002598405163333,Bowel,True
LRRK1,1,-0.6477793088036995,0.4802097323365819,Ovary/Fallopian Tube,False
AJUBA,1,-0.6476501400501402,0.43042574593385907,Uterus,False
PRDM8,1,-0.6472238061715375,1.0,Esophagus/Stomach,False
FGF6,1,-0.6472175388711411,0.45929509393460755,Uterus,False
THBD,1,-0.6468494690166199,0.42263181460455723,Uterus,False
FGF4,1,-0.6463061112430598,0.5684101675016724,Biliary Tract,False
CCDC71,1,-0.6462153816995793,0.46946832940323613,Bowel,False
EIF4G1,1,-0.6462053489443684,0.9997943488153372,Lung,False
HMCES,1,-0.6461435197786901,0.46584391393059277,Ovary/Fallopian Tube,False
NOL10,1,-0.6455717455071444,0.4375059174181126,Ovary/Fallopian Tube,False
CLDND1,1,-0.6454630723430104,0.46946832940323613,Bowel,False
EIF6,1,-0.6451117548730856,0.49853642334139936,Bowel,False
ZNF80,1,-0.6450630826587371,1.0,Esophagus/Stomach,False
CAPRIN2,1,-0.6449935163784122,0.47441208139503066,Bowel,False
SMYD5,1,-0.6449766935801401,0.5279673177528519,Bowel,False
SOX6,1,-0.6448669370064336,0.9997943488153372,Lung,False
RBL1,1,-0.6447676659518178,0.9997943488153372,Lung,False
TOMM70,1,-0.6446787267407245,0.41017649628713837,Ovary/Fallopian Tube,False
WDR3,1,-0.6441716922903706,0.4802097323365819,Ovary/Fallopian Tube,False
NMS,1,-0.644030875962241,0.4695024045164553,Bowel,False
PRRG1,1,-0.643761121778199,1.0,Esophagus/Stomach,False
NFKBIZ,1,-0.643736699048868,0.44662453857016415,Bowel,False
AQP4,1,-0.6437321396020895,0.5124066107380654,Bowel,False
RHOC,1,-0.6435186126894445,0.4744787693120259,Ovary/Fallopian Tube,False
NUDT16L1,1,-0.6434091111459372,0.9997943488153372,Lung,False
TNFSF13,1,-0.6432377618383881,0.9997943488153372,Lung,False
MTSS2,1,-0.6431850563210585,0.48131027844134133,Bowel,False
ISM1,1,-0.643080505527407,0.9997943488153372,Lung,False
GIN1,1,-0.6430799417513652,1.0,Bladder/Urinary Tract,False
TMEM175,1,-0.642812856039175,0.46584391393059277,Ovary/Fallopian Tube,False
IFT52,1,-0.6425182123784327,0.5266206636819892,Bowel,False
TIRAP,1,-0.6423143742820907,0.9997943488153372,Lung,False
TMEM171,1,-0.6422526106210787,1.0,Esophagus/Stomach,False
FAM199X,1,-0.6420797286357791,0.5266206636819892,Bowel,False
PDXK,1,-0.6420441944786154,1.0,Esophagus/Stomach,False
TBC1D8,1,-0.6420310331526937,0.4802097323365819,Ovary/Fallopian Tube,False
HLA-F,1,-0.6419808860423349,0.5202786868170822,Bowel,False
SANBR,1,-0.6415570375484836,1.0,Bladder/Urinary Tract,False
IRF3,1,-0.6415284773185048,0.48927306948333416,Bowel,False
PBLD,1,-0.6414942756908417,0.4657590334189346,Bowel,False
UBE2T,1,-0.6411745976303941,0.5198525438158127,Bowel,False
ALKBH5,1,-0.6406193889416435,0.9997943488153372,Lung,False
TBX6,1,-0.640597516145911,0.3340022423981802,Ovary/Fallopian Tube,False
CNBP,1,-0.64055863170543,0.4701133725818718,Ovary/Fallopian Tube,False
ZNF706,1,-0.6404672907626529,1.0,Esophagus/Stomach,False
ERV3-1,1,-0.6401625507480724,0.4375059174181126,Ovary/Fallopian Tube,False
LYRM7,1,-0.640153210411802,0.4546852872109124,Uterus,False
YEATS2,1,-0.640120106300782,0.9994757549302502,Pancreas,False
CXCL10,1,-0.6393422522251229,0.9997943488153372,Lung,False
EIF5,1,-0.63916432018918,0.5231840928706755,Bowel,False
CERS3,1,-0.6390318609621318,0.9994757549302502,Pancreas,False
TLCD3B,1,-0.6389022032928829,1.0,Esophagus/Stomach,False
C16orf96,1,-0.6388986697330805,0.4701133725818718,Ovary/Fallopian Tube,False
GFM1,1,-0.6388655203558005,0.46584391393059277,Ovary/Fallopian Tube,False
CYB5A,1,-0.6388541649883369,0.4857665312476536,Ovary/Fallopian Tube,False
METTL26,1,-0.6387755447528851,0.9997943488153372,Lung,False
RDM1,1,-0.6382375246766362,0.45457038730130905,Bowel,False
PTPN22,1,-0.6381335704209864,0.4352158137284654,Uterus,False
STK32B,1,-0.6378852171606679,0.4744787693120259,Ovary/Fallopian Tube,False
IER5,1,-0.637744109964493,0.46584391393059277,Ovary/Fallopian Tube,False
AMPD1,1,-0.6377353130447179,0.4657590334189346,Bowel,False
TM4SF19,1,-0.6377320585266323,0.9994757549302502,Pancreas,False
DGAT1,1,-0.6371823622350201,0.9994757549302502,Pancreas,False
CES2,1,-0.6370986928771075,0.9997943488153372,Lung,False
OR5F1,1,-0.6369266918732616,0.9997943488153372,Lung,False
MMS19,1,-0.6366658677097558,0.9994757549302502,Pancreas,False
SPATA32,1,-0.6363114913039922,0.483492823972508,Bowel,False
TLR2,1,-0.636149929051257,0.6771147605983607,Lymphoid,False
CCDC85B,1,-0.6357752770145839,0.5049506865116639,Bowel,False
SNRPD1,1,-0.6357553205373322,0.9997943488153372,Lung,False
LGI3,1,-0.6357164463230682,0.45653118291549,Ovary/Fallopian Tube,False
FAM20A,1,-0.6356167526967855,0.7241882556896287,Lymphoid,False
MMACHC,1,-0.6355850320099037,0.9994757549302502,Pancreas,False
UQCC6,1,-0.634981548186524,0.5202786868170822,Bowel,False
ACAD10,1,-0.6347414472385385,0.8776493075459502,Breast,False
RPS7,1,-0.6345701641980429,0.46584391393059277,Ovary/Fallopian Tube,False
HGSNAT,1,-0.6344578897166786,0.48131027844134133,Bowel,False
SFTPB,1,-0.6342663458922867,0.4546852872109124,Uterus,False
CCDC87,1,-0.6339958501833779,0.43006248272353814,Uterus,False
BHLHE40,1,-0.6337307384596222,0.4802097323365819,Ovary/Fallopian Tube,False
TCF7L2,1,-0.633118806973851,0.6214543699352375,Biliary Tract,False
GPR12,1,-0.6330947584476228,0.44662453857016415,Bowel,False
KDM4D,1,-0.6330828999173845,1.0,Esophagus/Stomach,False
SH3YL1,1,-0.6327732391171899,0.9997943488153372,Lung,False
INPP5A,1,-0.6326798946358431,0.9997943488153372,Lung,False
QTRT2,1,-0.6325930254255198,0.4748653930782628,Ovary/Fallopian Tube,False
ASAP2,1,-0.6324640111669727,0.4546852872109124,Uterus,False
IGHMBP2,1,-0.6322417954585807,0.38517488059003313,Uterus,False
HORMAD2,1,-0.6320873215212889,0.4657590334189346,Bowel,False
CHLSN,1,-0.6319746495752362,0.49965723451532185,Ovary/Fallopian Tube,False
FAHD1,1,-0.6316871162052415,0.9997943488153372,Lung,False
NTN3,1,-0.6315816628166906,0.45653118291549,Ovary/Fallopian Tube,False
PRRC1,1,-0.6306019644741347,0.9997943488153372,Lung,False
GALP,1,-0.6305815935061261,0.4539830389722186,Ovary/Fallopian Tube,False
SMURF2,1,-0.6304136123879382,0.5266206636819892,Bowel,False
PDE4B,1,-0.6303092701748426,0.48675795409026884,Bowel,False
TMCO5A,1,-0.630117950353246,0.4671400716214491,Uterus,False
HSPA1L,1,-0.629994478822918,0.5266206636819892,Bowel,False
OR2T12,1,-0.629747163121818,1.0,Esophagus/Stomach,False
STEAP1,1,-0.6293092077556038,0.9997943488153372,Lung,False
NMD3,1,-0.629099813043094,0.4375059174181126,Ovary/Fallopian Tube,False
UCN2,1,-0.629043467560634,0.48897571387687483,Ovary/Fallopian Tube,False
AMZ1,1,-0.6287837289387779,0.9994757549302502,Pancreas,False
HDAC5,1,-0.6285356564982119,0.49965723451532185,Ovary/Fallopian Tube,False
FOXI2,1,-0.6285218979010933,0.45929509393460755,Uterus,False
TLCD5,1,-0.6283559029518193,0.9997943488153372,Lung,False
ATG13,1,-0.6283328887494797,0.5279673177528519,Bowel,False
PARP4,1,-0.627604575279613,0.4671400716214491,Uterus,False
GALNT5,1,-0.6274387416329852,0.3774466836933286,Bowel,False
H2BC10,1,-0.6273035486340166,0.9997943488153372,Lung,False
CDC45,1,-0.6272525999770586,0.9997943488153372,Lung,False
EPHA2,1,-0.6269497396612406,1.0,Esophagus/Stomach,False
SBK2,1,-0.626777521644844,0.6771147605983607,Lymphoid,False
C8orf34,1,-0.6265819065513106,0.49853642334139936,Bowel,False
TBX21,1,-0.6264571569387364,0.405932533739189,Uterus,False
STAB1,1,-0.6264014627178419,1.0,Bladder/Urinary Tract,False
TNNI1,1,-0.626339277903288,0.4111206909494419,Ovary/Fallopian Tube,False
C11orf87,1,-0.6262014808535676,0.9997943488153372,Lung,False
USP22,1,-0.626076436440465,0.3865237714951714,Ovary/Fallopian Tube,False
UBTD2,1,-0.6259002244284472,0.45653118291549,Ovary/Fallopian Tube,False
CEP162,1,-0.6254001523346476,1.0,Esophagus/Stomach,False
ZNF669,1,-0.6252783681173104,1.0,Esophagus/Stomach,False
FKBP2,1,-0.624919123880147,0.49353730095034015,Ovary/Fallopian Tube,False
PLPPR3,1,-0.624714408073077,0.45252278424771464,Ovary/Fallopian Tube,False
TSC22D4,1,-0.6245327526735397,1.0,Esophagus/Stomach,False
AGER,1,-0.6242245575549908,0.4919663593407747,Bowel,False
IKZF3,1,-0.6238645970097468,0.47441208139503066,Bowel,False
CACNA1E,1,-0.6238642961136814,1.0,Esophagus/Stomach,False
CAMK2D,1,-0.6233459627825884,0.4919663593407747,Bowel,False
MRPL55,1,-0.6230475933543799,0.49965723451532185,Ovary/Fallopian Tube,False
CDCA3,1,-0.6226360272748928,0.43042574593385907,Uterus,False
MORN2,1,-0.6224635496013459,1.0,Bladder/Urinary Tract,False
TM4SF4,1,-0.6224203765746079,0.4718123375383657,Ovary/Fallopian Tube,False
WDR13,1,-0.6222786880543926,0.7241882556896287,Lymphoid,False
KRTAP19-1,1,-0.6222401876759287,0.9997943488153372,Lung,False
MAGEA4,1,-0.6221902352108588,0.4919663593407747,Bowel,False
SQOR,1,-0.6218786754065913,0.44595352962588775,Uterus,False
TPPP,1,-0.6218319577666861,0.4701133725818718,Ovary/Fallopian Tube,False
HELLS,1,-0.6215136881905092,1.0,Bladder/Urinary Tract,False
TOM1,1,-0.6213769259353934,1.0,Esophagus/Stomach,False
PAQR4,1,-0.6213305438862964,0.5279673177528519,Bowel,False
TMEM121,1,-0.6213135254874286,0.9994757549302502,Pancreas,False
NIFK,1,-0.6212093898134845,0.4744787693120259,Ovary/Fallopian Tube,False
PLIN2,1,-0.6209207118514067,1.0,Esophagus/Stomach,False
TMEM235,1,-0.620735835441562,0.9994757549302502,Pancreas,False
TSPYL4,1,-0.6199582367575341,0.5266206636819892,Bowel,False
MYL6,1,-0.6198397420778876,0.49853642334139936,Bowel,False
C17orf99,1,-0.6198085169728442,0.9994757549302502,Pancreas,False
DSE,1,-0.619772444638248,0.5231840928706755,Bowel,False
MAP4,1,-0.6195623000542039,0.5198525438158127,Bowel,False
DTYMK,1,-0.6194352785289202,0.45655369370191,Bowel,False
PCK2,1,-0.6191940665646829,0.9994757549302502,Pancreas,False
UIMC1,1,-0.6190851812417779,0.48675795409026884,Bowel,False
MAGEB17,1,-0.6189657227692349,0.49853642334139936,Bowel,False
PIRT,1,-0.6185839885310189,0.9997943488153372,Lung,False
PTGIR,1,-0.6185071943393671,0.43042574593385907,Uterus,False
ALDOA,1,-0.6184747388671112,0.5198525438158127,Bowel,False
PADI1,1,-0.6184220337100007,0.45653118291549,Ovary/Fallopian Tube,False
MAD2L1BP,1,-0.618384674708577,0.48897571387687483,Ovary/Fallopian Tube,False
FARS2,1,-0.6180959914156063,0.4802097323365819,Ovary/Fallopian Tube,False
SYT16,1,-0.6179509048636465,0.49853642334139936,Bowel,False
FHL2,1,-0.617948655645306,0.405932533739189,Uterus,False
MTCH1,1,-0.6172486834740994,0.48081782207607465,Bowel,False
RPAIN,1,-0.6171511735026871,1.0,Bladder/Urinary Tract,False
HCN2,1,-0.6171072683526846,0.4609315554615419,Ovary/Fallopian Tube,False
RGS10,1,-0.6168394335690679,0.9997943488153372,Lung,False
FNDC5,1,-0.6168360277070908,0.4671400716214491,Uterus,False
C9orf40,1,-0.6166354573406444,0.9997943488153372,Lung,False
NDUFA2,1,-0.6164258633996185,0.4701133725818718,Ovary/Fallopian Tube,False
CMPK1,1,-0.6163864705053164,0.5266206636819892,Bowel,False
ZNF354A,1,-0.6163620514049716,0.9997943488153372,Lung,False
CTSG,1,-0.6163251503878084,0.5198525438158127,Bowel,False
ZNF474,1,-0.6162677497747967,0.9997943488153372,Lung,False
MRGPRX2,1,-0.6160837796872599,0.5002598405163333,Bowel,False
HSPB1,1,-0.6158632620167812,0.9997943488153372,Lung,False
EIF4EBP2,1,-0.615740856712844,1.0,Esophagus/Stomach,False
ZNF169,1,-0.6157188292719689,0.4802097323365819,Ovary/Fallopian Tube,False
UGT2B4,1,-0.6153363438454361,0.9994757549302502,Pancreas,False
MRPS30,1,-0.6150426585247764,0.4369393468846811,Bowel,False
SLC16A1,1,-0.6150388291508679,0.9994757549302502,Pancreas,False
PLD2,1,-0.6149305230554983,0.4111206909494419,Ovary/Fallopian Tube,False
TXN2,1,-0.6149045020489187,0.9997943488153372,Lung,False
EIF3J,1,-0.6149017530821115,0.4919663593407747,Bowel,False
WNT9B,1,-0.6148330028792629,0.9997943488153372,Lung,False
DDX51,1,-0.6145808238195547,1.0,Esophagus/Stomach,False
SLC25A3,1,-0.6143517808817761,0.48897571387687483,Ovary/Fallopian Tube,False
CCDC124,1,-0.6142774693554239,0.9997943488153372,Lung,False
CUEDC1,1,-0.6140702935542535,1.0,Esophagus/Stomach,False
SPRING1,1,-0.6138862144471574,0.5198525438158127,Bowel,False
C6orf163,1,-0.6135149809284232,0.9997943488153372,Lung,False
E2F2,1,-0.6133222953045012,0.4539830389722186,Ovary/Fallopian Tube,False
EDDM3A,1,-0.6130373426425682,0.46946832940323613,Bowel,False
NKIRAS2,1,-0.6128006552782901,0.45655369370191,Bowel,False
APEX1,1,-0.6127030095772195,1.0,Bladder/Urinary Tract,False
AP1G1,1,-0.6126470071261375,0.8914748538826587,Breast,False
