comparison,treatment_id,drug_name,cohens_d,p_value,n_group_a,n_group_b,median_a,median_b,fdr,Drug.Name,MOA,repurposing_target,Synonyms
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76788410-001-01-6,TERAMEPROCOL,-0.0858,0.5762781694479204,39,225,-0.0494,-0.011,0.8936616714295114,TERAMEPROCOL,LIPOXYGENASE INHIBITOR,"BIRC5, CDK1",TERAMEPROCOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76788410-001-01-6,TERAMEPROCOL,0.0636,0.7768884677774645,103,39,-0.0064,-0.0494,0.9679412611947278,TERAMEPROCOL,LIPOXYGENASE INHIBITOR,"BIRC5, CDK1",TERAMEPROCOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76792630-001-01-2,TC-MPS1-12,-0.0505,0.5762781694479204,39,225,-1.0212,-0.8925,0.8936616714295114,TC-MPS1-12,MONOPOLAR SPINDLE 1 KINASE INHIBITOR,TTK,TC-MPS1-12
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76792630-001-01-2,TC-MPS1-12,0.0607,0.8909379059474831,103,39,-1.0258,-1.0212,0.9892082874006992,TC-MPS1-12,MONOPOLAR SPINDLE 1 KINASE INHIBITOR,TTK,TC-MPS1-12
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76805682-001-15-9,SB-415286,0.0175,0.8679300372280591,44,272,-0.1607,-0.1699,0.971980033668836,SB-415286,GLYCOGEN SYNTHASE KINASE INHIBITOR,"GSK3A, GSK3B, RPS6KB1",SB-415286
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76805682-001-15-9,SB-415286,-0.0103,0.8619261301223546,113,44,-0.1438,-0.1607,0.9832834649479916,SB-415286,GLYCOGEN SYNTHASE KINASE INHIBITOR,"GSK3A, GSK3B, RPS6KB1",SB-415286
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76810206-001-07-3,NICERGOLINE,-0.0295,0.6959264311530196,44,269,0.1038,0.0759,0.9266713034124944,NICERGOLINE,ADRENERGIC RECEPTOR ANTAGONIST,ADRA1A,NICERGOLINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76810206-001-07-3,NICERGOLINE,-0.1061,0.6548796780580175,112,44,0.0458,0.1038,0.9406448265101292,NICERGOLINE,ADRENERGIC RECEPTOR ANTAGONIST,ADRA1A,NICERGOLINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76810206-001-08-1,NICERGOLINE,-0.1804,0.3109946153833604,44,275,0.0315,0.0695,0.7604908948764504,NICERGOLINE,ADRENERGIC RECEPTOR ANTAGONIST,ADRA1A,NICERGOLINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76810206-001-08-1,NICERGOLINE,0.1898,0.2184316228397098,112,44,0.0916,0.0315,0.7445459823397264,NICERGOLINE,ADRENERGIC RECEPTOR ANTAGONIST,ADRA1A,NICERGOLINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76811153-003-01-3,L-ARGININE,-0.0068,0.8195725997297304,44,268,0.1215,0.1014,0.9617173050464692,L-ARGININE,NITRIC OXIDE PRECURSOR,"ARG2, ASL, ASS1, AZIN2, GPRC6A, NOS2, NOS3, SLC7A1, SLC7A3, SLC7A4",L-ARGININE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76811153-003-01-3,L-ARGININE,0.0078,0.7718458129799108,110,44,0.0831,0.1215,0.9667077592607816,L-ARGININE,NITRIC OXIDE PRECURSOR,"ARG2, ASL, ASS1, AZIN2, GPRC6A, NOS2, NOS3, SLC7A1, SLC7A3, SLC7A4",L-ARGININE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76812510-236-14-8,METAMIZOLE,0.1374,0.4423839901943712,44,269,0.0424,0.0465,0.8389737959773628,METAMIZOLE,"CYCLOOXYGENASE INHIBITOR, OPIOID RECEPTOR AGONIST",PTGS1,METAMIZOLE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76812510-236-14-8,METAMIZOLE,-0.2236,0.1917102660179833,112,44,0.0296,0.0424,0.7333592711335815,METAMIZOLE,"CYCLOOXYGENASE INHIBITOR, OPIOID RECEPTOR AGONIST",PTGS1,METAMIZOLE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76819217-001-02-2,CABOTEGRAVIR,0.1003,0.3417347948060448,41,226,-0.6364,-0.6556,0.7796009230601199,CABOTEGRAVIR,HIV INTEGRASE INHIBITOR,,CABOTEGRAVIR
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76819217-001-02-2,CABOTEGRAVIR,0.0558,0.790550144848054,101,41,-0.5265,-0.6364,0.9694483445039348,CABOTEGRAVIR,HIV INTEGRASE INHIBITOR,,CABOTEGRAVIR
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76840893-003-02-5,RS-17053,-0.0525,0.5148086470228102,44,273,-0.0454,0.0597,0.870293433547753,RS-17053,ADRENERGIC RECEPTOR ANTAGONIST,"ADRA1A, ADRA1D",RS-17053
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76840893-003-02-5,RS-17053,0.0643,0.361921703218289,112,44,0.0651,-0.0454,0.8324689582832596,RS-17053,ADRENERGIC RECEPTOR ANTAGONIST,"ADRA1A, ADRA1D",RS-17053
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76841105-001-04-7,TAZAROTENE,-0.148,0.3514960380529686,44,269,-0.0201,0.0277,0.7839569958970718,TAZAROTENE,RETINOID RECEPTOR AGONIST,"RARA, RARB, RARG, RXRB",TAZAROTENE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76841105-001-04-7,TAZAROTENE,0.0899,0.6267003906865185,112,44,0.0069,-0.0201,0.9354354039924072,TAZAROTENE,RETINOID RECEPTOR AGONIST,"RARA, RARB, RARG, RXRB",TAZAROTENE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76845197-001-05-4,SULFANITRAN,-0.0315,0.450858118961663,44,271,0.384,0.4054,0.84450389731026,SULFANITRAN,,,SULFANITRAN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76845197-001-05-4,SULFANITRAN,-0.0097,0.776902896944577,113,44,0.3863,0.384,0.9679412611947278,SULFANITRAN,,,SULFANITRAN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76890464-001-02-3,TRIAZOLAM,-0.0502,0.864674009499053,44,271,0.0568,0.0313,0.971980033668836,TRIAZOLAM,GABA BENZODIAZEPINE SITE RECEPTOR AGONIST,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO",TRIAZOLAM
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76890464-001-02-3,TRIAZOLAM,-0.0357,0.7812825742719178,112,44,0.0284,0.0568,0.9679412611947278,TRIAZOLAM,GABA BENZODIAZEPINE SITE RECEPTOR AGONIST,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO",TRIAZOLAM
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76894955-001-02-1,A-804598,0.0853,0.7158340732741014,52,392,0.1523,0.1481,0.9315266142195668,A-804598,PURINERGIC RECEPTOR ANTAGONIST,P2RX7,A-804598
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76894955-001-02-1,A-804598,-0.1312,0.5132270856862099,150,52,0.1434,0.1523,0.8988247505903835,A-804598,PURINERGIC RECEPTOR ANTAGONIST,P2RX7,A-804598
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76908866-001-07-6,CP-724714,0.2582,0.1020866741310801,44,274,-0.0807,-0.1899,0.5627573802588166,CP-724714,"EGFR INHIBITOR, PROTEIN TYROSINE KINASE INHIBITOR",ERBB2,CP-724714
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76908866-001-07-6,CP-724714,-0.3095,0.1051038909132694,112,44,-0.1867,-0.0807,0.6464270102365032,CP-724714,"EGFR INHIBITOR, PROTEIN TYROSINE KINASE INHIBITOR",ERBB2,CP-724714
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76911699-003-03-9,ITX5061,0.1695,0.1483299253575428,50,393,0.068,-0.0748,0.6247218998980425,ITX5061,SR-BI INHIBITOR,,ITX5061
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76911699-003-03-9,ITX5061,-0.2255,0.1529537141715859,151,50,-0.0424,0.068,0.6911673631134619,ITX5061,SR-BI INHIBITOR,,ITX5061
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76927775-001-11-8,NITROFURANTOIN,-0.1187,0.385195022884539,45,261,-0.0352,0.0092,0.8055048368912904,NITROFURANTOIN,DNA INHIBITOR,,NITROFURANTOIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76927775-001-11-8,NITROFURANTOIN,0.1781,0.327279883579436,110,45,0.0284,-0.0352,0.8168068672000631,NITROFURANTOIN,DNA INHIBITOR,,NITROFURANTOIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76953762-001-08-5,INDORAMIN,-0.0956,0.6461570942809016,44,269,0.086,0.1131,0.9132819879615576,INDORAMIN,ADRENERGIC RECEPTOR ANTAGONIST,"ADRA1A, ADRA1B, ADRA1D, ADRA2B, ADRA2C",INDORAMIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76953762-001-08-5,INDORAMIN,0.0402,0.9890023523639262,112,44,0.086,0.086,1.0,INDORAMIN,ADRENERGIC RECEPTOR ANTAGONIST,"ADRA1A, ADRA1B, ADRA1D, ADRA2B, ADRA2C",INDORAMIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76973696-001-12-6,TRYPTANTHRIN,-0.0827,0.4638206004396097,44,271,-0.2173,-0.0506,0.8525560035151462,TRYPTANTHRIN,CYCLOOXYGENASE INHIBITOR,IDO1,TRYPTANTHRIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76973696-001-12-6,TRYPTANTHRIN,0.0891,0.5827387858909457,112,44,-0.0274,-0.2173,0.920165052721198,TRYPTANTHRIN,CYCLOOXYGENASE INHIBITOR,IDO1,TRYPTANTHRIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K76989898-001-02-9,TC-G-1004,0.2549,0.0945663277624619,52,392,-0.0584,-0.0859,0.5506907079820899,TC-G-1004,ADENOSINE RECEPTOR ANTAGONIST,ADORA2A,TC-G-1004
MTAP-confound_within_CDKN2A-del,BRD:BRD-K76989898-001-02-9,TC-G-1004,-0.2309,0.1674035764594555,150,52,-0.0692,-0.0584,0.6981289759347968,TC-G-1004,ADENOSINE RECEPTOR ANTAGONIST,ADORA2A,TC-G-1004
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77008974-001-03-2,WYE-354,-0.3967,0.0139612297327356,44,271,0.0149,0.2874,0.3191809760446972,WYE-354,MTOR INHIBITOR,MTOR,WYE-354
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77008974-001-03-2,WYE-354,0.3056,0.0370408280148669,112,44,0.3951,0.0149,0.5397061790807384,WYE-354,MTOR INHIBITOR,MTOR,WYE-354
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77012840-300-01-6,AY-9944,-0.0827,0.6893898311405627,44,273,-0.0131,0.042,0.925379048966814,AY-9944,HEDGEHOG PATHWAY MODULATOR,,AY-9944
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77012840-300-01-6,AY-9944,-0.0228,0.9231333168788304,112,44,0.0031,-0.0131,0.9924037960217648,AY-9944,HEDGEHOG PATHWAY MODULATOR,,AY-9944
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77038618-356-01-3,GARENOXACIN,-0.1596,0.2243736929224972,45,261,0.0525,0.1076,0.6967341453633715,GARENOXACIN,TOPOISOMERASE INHIBITOR,TOP2A,GARENOXACIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77038618-356-01-3,GARENOXACIN,0.0041,0.9638411267730618,110,45,0.0788,0.0525,0.9977765269399774,GARENOXACIN,TOPOISOMERASE INHIBITOR,TOP2A,GARENOXACIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77060810-001-01-5,AZD1283,0.3229,0.0356218989440614,44,273,0.2935,0.1574,0.413552383896866,AZD1283,PURINERGIC RECEPTOR ANTAGONIST,P2RY12,AZD1283
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77060810-001-01-5,AZD1283,-0.2108,0.2040518758597747,112,44,0.1509,0.2935,0.7408573805099357,AZD1283,PURINERGIC RECEPTOR ANTAGONIST,P2RY12,AZD1283
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77070363-001-01-5,U-75799E,-0.0906,0.5803593682910908,41,226,0.1853,0.2165,0.89467273420517,U-75799E,GROWTH HORMONE RELEASING FACTOR AGONIST,GHSR,U-75799E
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77070363-001-01-5,U-75799E,-0.0572,0.6953227624785285,101,41,0.178,0.1853,0.9482308811466575,U-75799E,GROWTH HORMONE RELEASING FACTOR AGONIST,GHSR,U-75799E
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77073709-435-01-2,CEFMINOX,-0.1138,0.4127246923813035,45,261,0.0437,0.111,0.8203749008398861,CEFMINOX,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,,CEFMINOX
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77073709-435-01-2,CEFMINOX,0.1672,0.376157951316076,110,45,0.1136,0.0437,0.8406471213566497,CEFMINOX,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,,CEFMINOX
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77087341-001-02-4,2-OLEOYLGLYCEROL,-0.0593,0.5624280066045424,41,226,0.3359,0.3414,0.8888988329270909,2-OLEOYLGLYCEROL,GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR LIGAND,GPR119,2-OLEOYLGLYCEROL
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77087341-001-02-4,2-OLEOYLGLYCEROL,-0.06,0.8009704234813214,101,41,0.3517,0.3359,0.9709145011088252,2-OLEOYLGLYCEROL,GLUCOSE DEPENDENT INSULINOTROPIC RECEPTOR LIGAND,GPR119,2-OLEOYLGLYCEROL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77115421-001-02-6,PHTHALYLSULFACETAMIDE,-0.1452,0.3043851139250497,44,272,0.0229,0.0894,0.755079650192088,PHTHALYLSULFACETAMIDE,,,PHTHALYLSULFACETAMIDE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77115421-001-02-6,PHTHALYLSULFACETAMIDE,0.1118,0.563645290283695,111,44,0.0652,0.0229,0.914434899690041,PHTHALYLSULFACETAMIDE,,,PHTHALYLSULFACETAMIDE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77139516-001-02-2,ESI-09,-0.1018,0.7179539792539432,39,225,0.2117,0.1886,0.9319264995477488,ESI-09,EPAC INHIBITOR,"RAPGEF3, RAPGEF4",ESI-09
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77139516-001-02-2,ESI-09,0.231,0.360655483004944,103,39,0.2133,0.2117,0.8324689582832596,ESI-09,EPAC INHIBITOR,"RAPGEF3, RAPGEF4",ESI-09
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77171813-034-01-8,PROXYFAN,0.0077,0.5967365798976147,44,272,-0.1024,-0.1003,0.8970797526811505,PROXYFAN,HISTAMINE RECEPTOR MODULATOR,HRH3,PROXYFAN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77171813-034-01-8,PROXYFAN,0.1904,0.5719773918683501,112,44,0.0201,-0.1024,0.917054661342644,PROXYFAN,HISTAMINE RECEPTOR MODULATOR,HRH3,PROXYFAN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77175907-001-08-0,CALCIFEDIOL,-0.3267,0.1817508622620112,45,261,-0.1228,-0.005,0.6703818514534958,CALCIFEDIOL,VITAMIN D RECEPTOR AGONIST,VDR,CALCIFEDIOL
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77175907-001-08-0,CALCIFEDIOL,0.3575,0.0904317728947063,110,45,0.0089,-0.1228,0.6345528765539992,CALCIFEDIOL,VITAMIN D RECEPTOR AGONIST,VDR,CALCIFEDIOL
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77185060-001-08-9,METOPRINE,-0.4485,0.003616866604593,51,384,-2.6407,-2.0544,0.233554735726259,METOPRINE,,,METOPRINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77185060-001-08-9,METOPRINE,0.2239,0.2335550379751508,149,51,-2.2798,-2.6407,0.7519386950456494,METOPRINE,,,METOPRINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77220725-003-01-5,RO-1138452,-0.2191,0.5532451720083311,39,225,0.1091,0.128,0.8867352181293271,RO-1138452,PROSTANOID RECEPTOR ANTAGONIST,PTGIR,RO-1138452
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77220725-003-01-5,RO-1138452,0.2658,0.4480219056425223,103,39,0.1272,0.1091,0.8701077425318628,RO-1138452,PROSTANOID RECEPTOR ANTAGONIST,PTGIR,RO-1138452
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77245796-003-01-6,GAMMA-AMINOBUTYRIC-ACID,-0.1298,0.3173926669891845,44,268,-0.7798,-0.7308,0.7636987472065239,GAMMA-AMINOBUTYRIC-ACID,BENZODIAZEPINE RECEPTOR AGONIST,"GABBR1, GABBR2, GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2, GATM, KCTD12, KCTD16, KCTD8, SLC6A1",GAMMA-AMINOBUTYRIC-ACID
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77245796-003-01-6,GAMMA-AMINOBUTYRIC-ACID,-0.0782,0.781040807095887,110,44,-0.8064,-0.7798,0.9679412611947278,GAMMA-AMINOBUTYRIC-ACID,BENZODIAZEPINE RECEPTOR AGONIST,"GABBR1, GABBR2, GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2, GATM, KCTD12, KCTD16, KCTD8, SLC6A1",GAMMA-AMINOBUTYRIC-ACID
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77251551-304-02-9,SODIUM-PICOSULFATE,-0.205,0.2057867704132739,45,274,-0.1221,-0.0138,0.689395598193501,SODIUM-PICOSULFATE,,,SODIUM-PICOSULFATE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77251551-304-02-9,SODIUM-PICOSULFATE,0.0652,0.9477814052116452,113,45,-0.1051,-0.1221,0.9956725852641204,SODIUM-PICOSULFATE,,,SODIUM-PICOSULFATE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77258318-001-04-6,LACTULOSE,-0.0458,0.4952079740296354,44,272,0.2703,0.2881,0.8638817609744343,LACTULOSE,LAXATIVE,,LACTULOSE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77258318-001-04-6,LACTULOSE,0.0319,0.8763785551749039,112,44,0.2455,0.2703,0.9856701583018768,LACTULOSE,LAXATIVE,,LACTULOSE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77286328-001-03-7,REVERSINE,-0.2279,0.0432597377072284,52,393,-1.8712,-1.5034,0.4495870874789268,REVERSINE,AURORA KINASE INHIBITOR,"AURKB, INCENP, MAP2K1",REVERSINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77286328-001-03-7,REVERSINE,0.3042,0.0555463157470526,151,52,-1.5808,-1.8712,0.5714537635189207,REVERSINE,AURORA KINASE INHIBITOR,"AURKB, INCENP, MAP2K1",REVERSINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77300776-001-02-5,CHOLINE,0.1636,0.4145504876904557,44,268,0.0005,0.0096,0.822318963312356,CHOLINE,ACETYLCHOLINE PRECURSOR,"ACHE, BCHE, CHRNA2, PCYT1A, PCYT1B, PHOSPHO1, PLD1, PLD2",CHOLINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77300776-001-02-5,CHOLINE,-0.1191,0.6129040031966836,110,44,-0.0024,0.0005,0.931844644358594,CHOLINE,ACETYLCHOLINE PRECURSOR,"ACHE, BCHE, CHRNA2, PCYT1A, PCYT1B, PHOSPHO1, PLD1, PLD2",CHOLINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77320845-001-01-2,SECOISOLARICIRESINOL-DIGLUCOSIDE,-0.1562,0.3588178001841484,45,261,-0.1058,-0.0451,0.7890600530331182,SECOISOLARICIRESINOL-DIGLUCOSIDE,ANTIOXIDANT,,SECOISOLARICIRESINOL-DIGLUCOSIDE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77320845-001-01-2,SECOISOLARICIRESINOL-DIGLUCOSIDE,0.1188,0.4865681282028694,110,45,-0.0657,-0.1058,0.8854836929008201,SECOISOLARICIRESINOL-DIGLUCOSIDE,ANTIOXIDANT,,SECOISOLARICIRESINOL-DIGLUCOSIDE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77345217-001-05-0,GALLIC-ACID,0.0205,0.5596850096224577,44,268,-0.4025,-0.4833,0.8881190033504296,GALLIC-ACID,"BETA AMYLOID PROTEIN NEUROTOXICITY INHIBITOR, PPAR RECEPTOR AGONIST","CA1, CA12, CA14, CA2, CA4, CA6, CA9, SELP",GALLIC-ACID
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77345217-001-05-0,GALLIC-ACID,-0.0194,0.7871879439121646,110,44,-0.4949,-0.4025,0.9688171934607874,GALLIC-ACID,"BETA AMYLOID PROTEIN NEUROTOXICITY INHIBITOR, PPAR RECEPTOR AGONIST","CA1, CA12, CA14, CA2, CA4, CA6, CA9, SELP",GALLIC-ACID
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77396579-300-01-0,NVP-DPP728,-0.2106,0.2296635372087206,44,269,0.0894,0.1615,0.6995855012188288,NVP-DPP728,DIPEPTIDYL PEPTIDASE INHIBITOR,DPP4,NVP-DPP728
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77396579-300-01-0,NVP-DPP728,0.2258,0.2429290284953976,112,44,0.1729,0.0894,0.7562989928857177,NVP-DPP728,DIPEPTIDYL PEPTIDASE INHIBITOR,DPP4,NVP-DPP728
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77428767-001-01-7,UNC0224,0.1869,0.192729735129463,45,261,0.0477,-0.0452,0.678500586521224,UNC0224,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,"EHMT1, EHMT2",UNC0224
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77428767-001-01-7,UNC0224,0.0028,0.7596719279697327,109,45,-0.0033,0.0477,0.9632282346699552,UNC0224,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,"EHMT1, EHMT2",UNC0224
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77432251-001-01-2,ABAFUNGIN,0.0368,0.9200774254436466,45,261,-0.1293,-0.1031,0.9832114760406612,ABAFUNGIN,STEROL METHYLTRANSFERASE INHIBITOR,,ABAFUNGIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77432251-001-01-2,ABAFUNGIN,0.0621,0.5582792781403323,110,45,-0.049,-0.1293,0.9122144536305208,ABAFUNGIN,STEROL METHYLTRANSFERASE INHIBITOR,,ABAFUNGIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77474816-003-15-9,RAUWOLSCINE,-0.0193,0.2643151594322164,52,392,-0.1442,-0.0768,0.7302589184486613,RAUWOLSCINE,ADRENERGIC RECEPTOR ANTAGONIST,"ADRA2A, ADRA2B, ADRA2C, HTR1B, HTR1D, HTR1E, HTR2B",RAUWOLSCINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77474816-003-15-9,RAUWOLSCINE,0.1221,0.1886697651664881,150,52,-0.1127,-0.1442,0.7283554130563104,RAUWOLSCINE,ADRENERGIC RECEPTOR ANTAGONIST,"ADRA2A, ADRA2B, ADRA2C, HTR1B, HTR1D, HTR1E, HTR2B",RAUWOLSCINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77484724-001-02-0,ADEFOVIR,-0.2253,0.0947170963195593,41,265,-0.1935,-0.1253,0.5508006902229968,ADEFOVIR,DNA POLYMERASE INHIBITOR,,ADEFOVIR
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77484724-001-02-0,ADEFOVIR,-0.0687,0.9407048795791052,108,41,-0.1861,-0.1935,0.9956421130446648,ADEFOVIR,DNA POLYMERASE INHIBITOR,,ADEFOVIR
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77547509-001-03-3,ML179,-0.1829,0.3142485749480769,39,225,0.0062,0.0833,0.7636987472065239,ML179,LIVER RECEPTOR HOMOLOG INVERSE AGONIST,NR5A2,"ML-179, ML179"
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77547509-001-03-3,ML179,0.4845,0.0384079296528157,103,39,0.1559,0.0062,0.5397061790807384,ML179,LIVER RECEPTOR HOMOLOG INVERSE AGONIST,NR5A2,"ML-179, ML179"
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77552740-004-01-0,TIQUIZIUM,0.0667,0.6410044153713956,44,269,-0.1083,-0.1746,0.9115342453450254,TIQUIZIUM,ACETYLCHOLINE RECEPTOR ANTAGONIST,,TIQUIZIUM
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77552740-004-01-0,TIQUIZIUM,-0.0646,0.5120030787499784,112,44,-0.1343,-0.1083,0.8988247505903835,TIQUIZIUM,ACETYLCHOLINE RECEPTOR ANTAGONIST,,TIQUIZIUM
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77554836-001-11-6,TRIAMCINOLONE,-0.5099,0.0057740074002678,41,258,-0.5024,-0.3259,0.2548609726256647,TRIAMCINOLONE,GLUCOCORTICOID RECEPTOR AGONIST,"NR3C1, SERPINA6",TRIAMCINOLONE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77554836-001-11-6,TRIAMCINOLONE,0.6401,0.0007745614953786,105,41,-0.2246,-0.5024,0.2796231301862259,TRIAMCINOLONE,GLUCOCORTICOID RECEPTOR AGONIST,"NR3C1, SERPINA6",TRIAMCINOLONE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77554836-001-14-0,TRIAMCINOLONE,-0.3478,0.0222861583442672,44,268,-0.2592,-0.0525,0.3727167861024,TRIAMCINOLONE,GLUCOCORTICOID RECEPTOR AGONIST,"NR3C1, SERPINA6",TRIAMCINOLONE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77554836-001-14-0,TRIAMCINOLONE,0.4004,0.0257671847910041,110,44,-0.0084,-0.2592,0.4958177516267604,TRIAMCINOLONE,GLUCOCORTICOID RECEPTOR AGONIST,"NR3C1, SERPINA6",TRIAMCINOLONE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K77561571-001-01-1,TOPIROXOSTAT,-0.084,0.6002388569602787,45,274,0.0475,0.0427,0.8984894082297028,TOPIROXOSTAT,XANTHINE OXIDASE INHIBITOR,XDH,TOPIROXOSTAT
MTAP-confound_within_CDKN2A-del,BRD:BRD-K77561571-001-01-1,TOPIROXOSTAT,0.0218,0.9171547130144828,113,45,0.0378,0.0475,0.9910058086200412,TOPIROXOSTAT,XANTHINE OXIDASE INHIBITOR,XDH,TOPIROXOSTAT
