ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,MTAP_CN,MTAP_deleted,MTAP_expression
ACH-002130,H2795,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,False,
ACH-002131,H2803,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,,False,
ACH-002132,H2804,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,,False,
ACH-002133,H2810,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,False,
ACH-002134,H2818,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,False,
ACH-002135,H2869,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",,False,
ACH-002136,H290,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,,False,
ACH-002138,H513,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,,False,
ACH-002139,HA7-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,False,
ACH-002140,Hey,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,,False,
ACH-002141,HSC-39,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,,False,
ACH-002142,HuO-3N1,Bone,Osteosarcoma,Osteosarcoma,1.1021173832472793,False,4.499061357832592
ACH-002143,IST-MEL1,Skin,Melanoma,Melanoma,,False,
ACH-002144,IST-SL1,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002145,IST-SL2,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002146,JHOS-3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,False,
ACH-002147,K2,Skin,Melanoma,Melanoma,,False,
ACH-002148,K5,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,,False,
ACH-002149,KGN,Ovary/Fallopian Tube,Sex Cord Stromal Tumor,Granulosa Cell Tumor,,False,
ACH-002150,LB1047-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,False,
ACH-002151,LB2241-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,False,
ACH-002152,LB2518-MEL,Skin,Melanoma,Melanoma,,False,
ACH-002153,LB373-MEL-D,Skin,Melanoma,Melanoma,,False,
ACH-002154,LB647-SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002155,LB996-RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,False,
ACH-002156,LC-1-sq,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,,False,
ACH-002157,LC-2-ad,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,
ACH-002158,LU-99A,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,,False,
ACH-002159,M14,Skin,Melanoma,Melanoma,,False,
ACH-002160,MC-IXC,Bone,Ewing Sarcoma,Ewing Sarcoma,,False,
ACH-002161,MKN28,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,,False,
ACH-002162,MMAC-SF,Skin,Melanoma,Melanoma,,False,
ACH-002163,MRK-nu-1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,False,
ACH-002164,MZ1-PC,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,
ACH-002165,MZ2-MEL,Skin,Melanoma,Melanoma,,False,
ACH-002166,MZ7-mel,Skin,Melanoma,Melanoma,,False,
ACH-002167,NCC010,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,False,
ACH-002168,NCC021,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,False,
ACH-002169,NCI-H1304,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002170,NCI-H1688,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0270314911827343,False,5.034906782467371
ACH-002171,NCI-H250,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002172,NCI-H322M,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,
ACH-002173,NCI-H378,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002174,NCI-H720,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,,False,
ACH-002175,NCI-H740,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002177,NCI-H835,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,,False,
ACH-002178,NY,Bone,Osteosarcoma,Osteosarcoma,1.0009684698450452,False,5.741561365232585
ACH-002179,OCUB-M,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,,False,
ACH-002180,OMC-1,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,False,
ACH-002181,OVCA420,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,False,
ACH-002182,OVCA433,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,False,
ACH-002183,OVMIU,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,,False,
ACH-002184,PC-3 [JPC-3],Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,
ACH-002186,PL4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,False,
ACH-002187,RCC-AB,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,False,
ACH-002188,RCC-ER,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,False,
ACH-002189,RCC-FG2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,False,
ACH-002190,RCC-JF,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,False,
ACH-002191,RCC-JW,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,False,
ACH-002192,RCC-MF,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,False,
ACH-002193,RERF-LC-FM,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002195,RXF393,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,False,
ACH-002196,SBC-1,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002197,SBC-3,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002198,SCH,Other,Extra Gonadal Germ Cell Tumor,Extra Gonadal Germ Cell Tumor,,False,
ACH-002199,SN12C,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,False,
ACH-002200,SW962,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,,False,
ACH-002201,TC-YIK,Cervix,Small Cell Carcinoma of the Cervix,Small Cell Carcinoma of the Cervix,,False,
ACH-002202,TMK-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002204,U-CH2,Bone,Chordoma,Chordoma,,False,
ACH-002205,WM1552C,Skin,Melanoma,Cutaneous Melanoma,,False,
ACH-002206,WM278,Skin,Melanoma,Melanoma,,False,
ACH-002207,WM35,Skin,Melanoma,Melanoma,,False,
ACH-002208,YMB-1-E,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,
ACH-002209,ALL-PO,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,False,
ACH-002210,ARH-77,Myeloid,Non-Cancerous,Immortalized Blood,,False,
ACH-002211,BALL-1,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,False,
ACH-002212,BB30-HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,,False,
ACH-002213,BB49-HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,
ACH-002214,BC-1,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,1.0029511923342138,False,4.50512874161279
ACH-002215,BC-3,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,1.0122719543549137,False,4.719402511933261
ACH-002216,BE-13,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,False,
ACH-002217,BE2-M17,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002218,CESS,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,False,
ACH-002219,COLO-320-HSR,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,
ACH-002220,CRO-AP2,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,,False,
ACH-002221,CTB-1,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",,False,
ACH-002222,CTV-1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,False,
ACH-002223,D-245MG,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002224,D-247MG,CNS/Brain,Diffuse Glioma,Gliosarcoma,,False,
ACH-002225,D-263MG,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002226,D-336MG,CNS/Brain,Diffuse Glioma,Gliosarcoma,,False,
ACH-002227,D-392MG,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002228,D-423MG,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002229,D-502MG,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002230,D-542MG,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002231,D-566MG,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002232,DG-75,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,
ACH-002233,DIFI,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,,False,
ACH-002234,DOK,Head and Neck,"Head and Neck Carcinoma, Other","Head and Neck Carcinoma, Other",,False,
ACH-002235,DSH1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,
ACH-002236,EB-3,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,
ACH-002237,ETK-1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,,False,
ACH-002238,GR-ST,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,False,
ACH-002239,H3118,Head and Neck,Salivary Carcinoma,Mucoepidermoid Carcinoma,,False,
ACH-002240,H9,Lymphoid,Mature T and NK Neoplasms,Sezary Syndrome,,False,
ACH-002241,HAL-01,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,False,
ACH-002242,HC-1,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,,False,
ACH-002243,HCE-4,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,False,
ACH-002244,HO-1-N-1,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,
ACH-002245,Hs-445,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,False,
ACH-002246,Hs 633.T,Soft Tissue,Fibrosarcoma,Fibrosarcoma,,False,
ACH-002247,IM-9,Myeloid,Non-Cancerous,Immortalized Blood,,False,
ACH-002248,IMR-5,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002249,JHU-011,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,,False,
ACH-002250,JHU-022,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,,False,
ACH-002251,JHU-029,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,,False,
ACH-002252,JiyoyeP-2003,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,
ACH-002253,JSC-1,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,,False,
ACH-002254,KARPAS-1106P,Lymphoid,Mature B-Cell Neoplasms,Primary Mediastinal (Thymic) Large B-Cell Lymphoma (PMBL),,False,
ACH-002255,KARPAS-231,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",,False,
ACH-002256,KARPAS-45,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,False,
ACH-002257,KINGS-1,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,,False,
ACH-002258,KMOE-2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,False,
ACH-002259,KNS-81-FD,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002261,KP-N-YS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002262,KY821,Myeloid,Acute Myeloid Leukemia,Acute Myelomonocytic Leukemia,,False,
ACH-002263,KYSE-220,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,False,
ACH-002264,KYSE-50,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,False,
ACH-002265,LB771-HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,,False,
ACH-002266,LB831-BLC,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,
ACH-002267,LC4-1,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,False,
ACH-002268,LN-405,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002269,LNZTA3WT4,CNS/Brain,Diffuse Glioma,Astrocytoma,,False,
ACH-002270,MC-CAR,Lymphoid,Non-Cancerous,B lymphoblast,,False,
ACH-002271,MFH-ino,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,,False,
ACH-002272,MHH-PREB-1,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,,False,
ACH-002273,ML-2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,False,
ACH-002274,MLMA,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,,False,
ACH-002275,MN-60,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,
ACH-002276,MY-M12,Myeloid,Acute Leukemias of Ambiguous Lineage,Acute Leukemias of Ambiguous Lineage,,False,
ACH-002277,NB(TU)1-10,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002278,NB10,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002279,NB12,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002280,NB13,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002281,NB14,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002282,NB17,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002283,NB5,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.9042087532083594,False,5.062954924747812
ACH-002284,NB6,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002285,NB7,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002286,NCI-H128,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,
ACH-002287,NCI-H630,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,,False,
ACH-002288,NEC8,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,,False,
ACH-002289,NK-92MI,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),,False,
ACH-002290,NKM-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,1.116823545933868e-05,True,0.0
ACH-002291,NTERA-2 cl.D1,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,1.0585181811162163,False,4.055733613919829
ACH-002292,OACp4C,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,False,
ACH-002293,P32-ISH,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,
ACH-002294,PCI-15A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,,False,
ACH-002295,PCI-30,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,
ACH-002296,PCI-38,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,
ACH-002297,PCI-4B,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,,False,
ACH-002298,PCI-6A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,
ACH-002299,QIMR-WIL,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,False,
ACH-002300,Ramos-2G6-4C10,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,
ACH-002301,RF-48,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,,False,
ACH-002302,RPMI-8866,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",,False,
ACH-002304,SK-MG-1,CNS/Brain,Diffuse Glioma,Astrocytoma,,False,
ACH-002305,SKN-3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,
ACH-002306,STS-0421,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002307,SU-DHL-16,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,,False,
ACH-002308,SUP-B8,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,,False,
ACH-002309,SW684,Soft Tissue,Fibrosarcoma,Fibrosarcoma,,False,
ACH-002310,SW872,Soft Tissue,Liposarcoma,Liposarcoma,,False,
ACH-002311,TE-12,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,False,
ACH-002312,TGBC24TKB,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",,False,
ACH-002313,TK,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,,False,
ACH-002314,TUR,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,,False,
ACH-002316,WIL2-NS,Myeloid,Hereditary Spherocytosis,Spherocytosis,,False,
ACH-002317,YT,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,,False,
ACH-002320,600MPE,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",,False,
ACH-002321,HBL-100,Breast,Non-Cancerous,Immortalized Breast Cells,,False,
ACH-002322,HCC2185,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,False,
ACH-002323,HCC2688,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,,False,
ACH-002324,HCC3153,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,
ACH-002326,MACLS2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,
ACH-002327,MCF12A,Breast,Non-Cancerous,Immortalized Breast Cells,,False,
ACH-002328,MX1,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",,False,
ACH-002329,SKBR5,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",,False,
ACH-002330,SKBR7,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",,False,
ACH-002331,ZR75B,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",,False,
ACH-002332,GISTT1,Soft Tissue,Gastrointestinal Stromal Tumor,Gastrointestinal Stromal Tumor,,False,
ACH-002333,HCC-827-GR,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,
ACH-002334,SS1A,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,,False,
ACH-002336,HCET,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Corneal",,False,
ACH-002337,JHU-028,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,
ACH-002338,M980513,Skin,Melanoma,Melanoma,,False,
ACH-002339,MOT,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,,False,
ACH-002340,NBSUSSR,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002342,BB30P BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002343,BB49EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002344,BB65EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002345,CaR-1,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,3.074371431769799e-05,True,
ACH-002346,CP50EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002347,CP66EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002348,HSJD-DIPG-007,CNS/Brain,Diffuse Glioma,Diffuse Intrinsic Pontine Glioma,,False,
ACH-002349,GBM001,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,
ACH-002350,HA7EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002351,L542,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002352,LB1047EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002353,LB2241EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002354,LB2518EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002355,LB373EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002356,LB647P BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002357,LB771P BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002358,LB831-EBV,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002360,MZ1B,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002361,MZ7B,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002362,NCI-BL128,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002363,NCI-BL1395,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002364,NCI-BL1437,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002365,NCI-BL1770,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002366,NCI-BL2009,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002367,NCI-BL2052,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002368,NCI-BL2087,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002369,NCI-BL209,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002370,NCI-BL2122,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002371,NCI-BL2126,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002372,NCI-BL2171,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002373,HCC1187 BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002374,HCC1599BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002375,HCC1937 BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002376,LS1034-PBL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002377,HCC38 BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002378,HCC1143 BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002379,J82EBV,Normal,Non-Cancerous,Matched Normal,,False,
ACH-002380,COLO829 BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002381,HCC2157 BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002382,HCC1395 BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002383,HCC2218 BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002384,HCC1954 BL,Lymphoid,Non-Cancerous,Matched Normal,,False,
ACH-002386,M00921,Skin,Melanoma,Melanoma,,False,
ACH-002387,M1203273,Skin,Melanoma,Melanoma,,False,
ACH-002388,MET2B,Skin,Melanoma,Melanoma,,False,
ACH-002389,ACN,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,
ACH-002392,SC-1,Lymphoid,Mature B-Cell Neoplasms,Follicular Lymphoma,,False,
ACH-002397,KMH-2,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,,False,
ACH-002399,21NT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,0.9255514348641186,False,6.398993310017453
ACH-002400,21MT-1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,
ACH-002401,21MT-2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,0.8659072684862871,False,6.485752040956962
ACH-002403,CCLF_MELM_0001_T,Skin,Melanoma,Melanoma,,False,5.388127528873336
ACH-002404,CCLF_MELM_0002_T,Skin,Melanoma,Melanoma,,False,4.324479407863247
ACH-002405,CCLF_MELM_0003_T,Skin,Melanoma,Melanoma,,False,2.8923443925927512
ACH-002407,CCLF_MELM_0005_T,Skin,Melanoma,Melanoma,,False,
ACH-002409,CCLF_NEURO_0006_T,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,0.0242856328930153
ACH-002419,CCLF_OVPA_0001_T,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,,False,5.230906201921293
ACH-002431,CCLF_PEDS_0014_T1,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,False,3.1216205426387096
ACH-002433,CCLF_PEDS_0019_T,Bone,Osteosarcoma,Osteosarcoma,0.560509070959351,False,3.436187163561676
ACH-002435,CCLF_PEDS_0022_T,Kidney,Wilms' Tumor,Wilms' Tumor,1.007420837776873,False,4.198179806750185
ACH-002438,CCLF_PEDS_0026_T,Kidney,Wilms' Tumor,Wilms' Tumor,1.0210206936378392,False,4.758644300273737
ACH-002440,CCLF_THYR_0008_T,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,,False,4.370715301547396
ACH-002444,CCLF_UPGI_0003_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002445,CCLF_UPGI_0004_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,
ACH-002446,CCLF_UPGI_0005_T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,6.066550901287251e-05,True,1.1026648493692424
ACH-002458,HT144 SKIN FV1,Skin,Melanoma,Melanoma,0.0105772216535805,True,5.437057913908967
ACH-002459,HT144 SKIN FV3,Skin,Melanoma,Melanoma,0.0107682595121518,True,4.913449543864014
ACH-002460,HT144 SKIN FV2,Skin,Melanoma,Melanoma,0.0107768889498467,True,6.045193937588383
